exposure	mediator	cancer	group	b	se	p	OR	lower_ci	upper_ci	Qstat	Qpval	fstat_adiposity	fstat_protein
BMI	10425_3_B4GT5_B4GALT5	rectal	Female	-0.00470707079401246	0.0854373973477229	0.95611115138903	0.995303990102105	0.841840788765751	1.17674273560154	276.178087121061	0.0222592676593082	25.7841543467835	1.34162709923947
10425_3	BMI_B4GT5_B4GALT5	rectal	Female	0.222809375975879	0.158423214023247	0.160937849276946	1.24958235061504	0.916035533060437	1.70458022054214	276.178087121061	0.0222592676593082	25.7841543467835	1.34162709923947
BMI	10435_2_ASPG_AGA	colon	Male	0.251738529688227	0.0633836064074741	0.000100027135519282	1.28625967459419	1.13599243520877	1.4564040210207	259.173129839937	0.00167526689525504	42.364732410964	2.77338184074012
10435_2	BMI_ASPG_AGA	colon	Male	0.197239661148996	0.0888819972574314	0.0276198748121395	1.21803592161675	1.02329820658017	1.44983299766247	259.173129839937	0.00167526689525504	42.364732410964	2.77338184074012
BMI	10490_3_RPN1_RPN1	overall	Female	0.0878796705789816	0.053182521909187	0.0998023749854432	1.09185673163494	0.98377499434309	1.21181279181891	309.747299280795	0.000411810181310584	20.2179731555319	2.70482970548339
10490_3	BMI_RPN1_RPN1	overall	Female	0.0879921353259988	0.0735218727661216	0.232599923516778	1.09197953393138	0.945434437131714	1.2612395483949	309.747299280795	0.000411810181310584	20.2179731555319	2.70482970548339
BMI	10490_3_RPN1_RPN1	overall	Sex-combined	0.149688678351194	0.0375442793058663	7.84481214083488e-05	1.16147259487352	1.07907251623861	1.25016490397197	746.345459345411	9.03610453472453e-19	22.114606551753	1.93572243327073
10490_3	BMI_RPN1_RPN1	overall	Sex-combined	-0.0287987584026775	0.0499206995333071	0.564311412040198	0.971611973539199	0.881047860354557	1.07148529563971	746.345459345411	9.03610453472453e-19	22.114606551753	1.93572243327073
BMI	10490_3_RPN1_RPN1	proximal	Sex-combined	0.218601420550101	0.0514212114541043	2.60280054442315e-05	1.24433521138934	1.12503691235468	1.3762838368233	573.201909403103	9.05911105355678e-06	22.114606551753	1.93572243327073
10490_3	BMI_RPN1_RPN1	proximal	Sex-combined	-0.069836028332453	0.0682578791824859	0.306818251604536	0.932546718610594	0.815771105339545	1.06603847169779	573.201909403103	9.05911105355678e-06	22.114606551753	1.93572243327073
BMI	10563_13_LYSM3_LYSMD3	proximal	Female	0.198517192713585	0.0759299802235813	0.0095216921960287	1.21959299534706	1.05094991009282	1.41529777967082	286.963428243249	0.00715638372178168	29.9738330569392	1.68343729161542
10563_13	BMI_LYSM3_LYSMD3	proximal	Female	0.131618440186063	0.128956291181645	0.308486342833823	1.14067300124447	0.885913564149027	1.46869282560074	286.963428243249	0.00715638372178168	29.9738330569392	1.68343729161542
BMI	10618_190_megalin_LRP2	proximal	Female	0.200869730885056	0.0761621142247332	0.00891933941568541	1.22246551194994	1.05294603918959	1.41927684067953	287.33112171869	0.00686733313701332	26.8562103251595	2.03138874405539
10618_190	BMI_megalin_LRP2	proximal	Female	0.0981301148175204	0.118799604880236	0.409644885018773	1.10310630624693	0.873963111492413	1.39232824232573	287.33112171869	0.00686733313701332	26.8562103251595	2.03138874405539
BMI	10618_190_megalin_LRP2	rectal	Female	0.0131780678866939	0.0840353738576174	0.875526461950035	1.01326528130367	0.859391013100954	1.19469079225151	278.641720413223	0.0173992893996382	26.8562103251595	2.03138874405539
10618_190	BMI_megalin_LRP2	rectal	Female	0.112751056804736	0.13124320768655	0.391172053170087	1.11935324288811	0.865467348853754	1.44771687114895	278.641720413223	0.0173992893996382	26.8562103251595	2.03138874405539
BMI	10695_12_WF10B_WFDC10B	distal	Male	0.206076435019804	0.0812024026302172	0.0119367860627981	1.22884712736027	1.04803787536849	1.44084989475275	258.090429046254	0.00141907133054244	23.2750785280489	1.41365623021984
10695_12	BMI_WF10B_WFDC10B	distal	Male	0.201217943129391	0.165353765051691	0.225115434673924	1.22289126353113	0.88437381651125	1.69098520840451	258.090429046254	0.00141907133054244	23.2750785280489	1.41365623021984
BMI	10842_7_GCNT4_GCNT4	rectal	Female	0.0124218224668185	0.084106226868393	0.882713518532458	1.01249929374936	0.858622101504004	1.19395344942466	279.021898707482	0.0187066130359686	39.9729155406177	1.8090171526886
10842_7	BMI_GCNT4_GCNT4	rectal	Female	0.123882211799644	0.139007500885437	0.373746143288559	1.13188254073948	0.861937523110068	1.48637001137639	279.021898707482	0.0187066130359686	39.9729155406177	1.8090171526886
BMI	11112_18_KISHA_TMEM167A	proximal	Female	0.165245297839531	0.0761289809927341	0.0309765526618069	1.17968245678092	1.0161617051395	1.36951696939378	273.946161753884	0.0276386938318544	17.776512821176	1.1061992664803
11112_18	BMI_KISHA_TMEM167A	proximal	Female	0.416439013350383	0.162708726292706	0.0111205466526178	1.51655150910644	1.10244441498056	2.08620811037769	273.946161753884	0.0276386938318544	17.776512821176	1.1061992664803
BMI	11126_102_TRIO_TRIO	colon	Sex-combined	0.188574900719739	0.0422312970856336	1.01975088137292e-05	1.20752752428019	1.11160126671971	1.31173179227935	649.33231173028	1.06243953270488e-10	21.4400750457929	1.13220818017269
11126_102	BMI_TRIO_TRIO	colon	Sex-combined	0.0421520562536327	0.0756670376153271	0.577763469340444	1.04305306943518	0.899284944575345	1.2098053150127	649.33231173028	1.06243953270488e-10	21.4400750457929	1.13220818017269
BMI	11126_102_TRIO_TRIO	distal	Female	0.0778451339289063	0.0763206448865559	0.308802851178942	1.08095524241545	0.930769765784937	1.25537407751964	236.794731658128	0.382724991954725	19.3115600000789	1.13835809048573
11126_102	BMI_TRIO_TRIO	distal	Female	0.362371006885361	0.168207778610745	0.0322464482551048	1.43673188051239	1.03322374173001	1.99782333013798	236.794731658128	0.382724991954725	19.3115600000789	1.13835809048573
BMI	11146_4_TBX22_TBX22	proximal	Female	0.191539996323442	0.0777864769342106	0.0145299489926465	1.21111327224945	1.03985211043033	1.4105807388435	286.938662074155	0.00717624202939392	11.2396366121432	1.52993933171361
11146_4	BMI_TBX22_TBX22	proximal	Female	0.138065127221405	0.137971598171892	0.318025119869524	1.14805031716666	0.876026265370566	1.5045433942428	286.938662074155	0.00717624202939392	11.2396366121432	1.52993933171361
BMI	11149_3_TLR1_TLR1	rectal	Female	0.0101138352035167	0.0856629506372222	0.906117950923634	1.01016515289509	0.854032911358653	1.19484111508091	278.760636794809	0.017190282191148	26.4437898287663	1.42362184213699
11149_3	BMI_TLR1_TLR1	rectal	Female	0.12339523123612	0.161008790472561	0.444224469301157	1.13133147013317	0.825156677885487	1.55111257003159	278.760636794809	0.017190282191148	26.4437898287663	1.42362184213699
BMI	11155_16_CO6A5_COL6A5	proximal	Female	0.214708796508505	0.0764654609557264	0.00541081530494319	1.23950089741741	1.06698455071546	1.43991070317594	289.00754925251	0.00567866630421374	24.3787723899808	1.35200775655643
11155_16	BMI_CO6A5_COL6A5	proximal	Female	0.0142137654532712	0.15171868296174	0.925440239236812	1.01431526132683	0.753403111979716	1.36558428416503	289.00754925251	0.00567866630421374	24.3787723899808	1.35200775655643
BMI	11168_3_MEG10_MEGF10	proximal	Female	0.203152139347982	0.0751407400430447	0.00736660968186349	1.22525886415277	1.05746685521796	1.41967502506308	287.339438807874	0.006860918679378	43.663738474444	2.84633133207644
11168_3	BMI_MEG10_MEGF10	proximal	Female	0.102672404995093	0.101988371974637	0.315124422954338	1.10812833230173	0.907352006775428	1.35333188407631	287.339438807874	0.006860918679378	43.663738474444	2.84633133207644
BMI	11205_10_Integrin beta-7_ITGB7	proximal	Female	0.203857998124393	0.0770472277375454	0.00870514337343677	1.22612402918165	1.05426667637887	1.4259960678074	287.760775484101	0.00654296634137343	45.8926037014787	1.41286765015534
11205_10	BMI_Integrin beta-7_ITGB7	proximal	Female	0.0946796041030372	0.150361338372979	0.529523255006752	1.09930658537677	0.818707322069423	1.47607690327979	287.760775484101	0.00654296634137343	45.8926037014787	1.41286765015534
BMI	11270_17_CHC10_CHCHD10	proximal	Male	0.264573800514422	0.0753533256950578	0.000554321701997694	1.3028755725317	1.12398598457239	1.5102365872877	206.286716456527	0.259548036785228	21.7359422271325	1.87960818852157
11270_17	BMI_CHC10_CHCHD10	proximal	Male	0.0804474670278217	0.129713323909796	0.535853957012846	1.08377191138711	0.840472834048571	1.39750091654216	206.286716456527	0.259548036785228	21.7359422271325	1.87960818852157
BMI	11284_24_LAIR1_LAIR1	proximal	Female	0.203805898066323	0.0773358605613514	0.00897209341140468	1.2260601497126	1.05361553009326	1.42672867642737	288.091547254535	0.00630276210394359	16.4464824832891	1.45709572674954
11284_24	BMI_LAIR1_LAIR1	proximal	Female	0.0739217455661815	0.138218602829096	0.593288169066704	1.07672254388629	0.821201542098858	1.41175019417267	288.091547254535	0.00630276210394359	16.4464824832891	1.45709572674954
BMI	11289_31_KC1D_CSNK1D	rectal	Female	0.00513772230210588	0.0842622905987615	0.951433226626728	1.00515094302911	0.852129841811627	1.18565078782402	277.006820964248	0.0205068630078178	20.6014911118485	1.33664379323429
11289_31	BMI_KC1D_CSNK1D	rectal	Female	0.189584965119662	0.158049020101847	0.231544490324312	1.20874782102979	0.88675094975272	1.64766814769323	277.006820964248	0.0205068630078178	20.6014911118485	1.33664379323429
BMI	11350_30_CHIP_STUB1	colon	Female	0.165957373858339	0.059292592162502	0.00555626998888098	1.18052277951953	1.0510018931943	1.3260052545946	280.589515851344	0.0159563412998404	25.6555182793132	1.56915156697132
11350_30	BMI_CHIP_STUB1	colon	Female	0.0729298044563964	0.104831864576066	0.487320316963001	1.07565502807512	0.875867329276899	1.32101483951743	280.589515851344	0.0159563412998404	25.6555182793132	1.56915156697132
BMI	11350_30_CHIP_STUB1	distal	Female	0.110562650376263	0.0753511379584361	0.143643226676727	1.11690632146149	0.963555124476947	1.29466358408691	242.91855029706	0.298064030004754	25.6555182793132	1.56915156697132
11350_30	BMI_CHIP_STUB1	distal	Female	0.102186790449421	0.133365990875064	0.444324971530663	1.10759033970418	0.852816778071103	1.43847587447879	242.91855029706	0.298064030004754	25.6555182793132	1.56915156697132
BMI	11352_42_TITIN_TTN	colon	Male	0.257041824950067	0.0654669764956406	0.000119603976143055	1.29309920943821	1.13737906649128	1.47013921278508	263.252048444648	0.000686170452458634	10.5882480220143	1.3774997883212
11352_42	BMI_TITIN_TTN	colon	Male	0.200782653472387	0.136760123615868	0.143678086287953	1.2223590674506	0.934945361018161	1.5981272832367	263.252048444648	0.000686170452458634	10.5882480220143	1.3774997883212
BMI	11486_26_ZN174_ZNF174	proximal	Female	0.181055675779077	0.0770558392119494	0.0196294598766012	1.19848190384942	1.03048156408224	1.39387149068869	283.610606464866	0.0103429211788198	13.3275920206713	1.44630704769342
11486_26	BMI_ZN174_ZNF174	proximal	Female	0.224639177897277	0.142794305164315	0.117043053991969	1.25187093198789	0.94626023280822	1.656183760048	283.610606464866	0.0103429211788198	13.3275920206713	1.44630704769342
BMI	11573_3_SRSF6_SRSF6	colon	Male	0.219253642506529	0.0672276938437627	0.00130877686450538	1.24514705885895	1.0914284715079	1.42051562576805	257.496619604115	0.00153941448064369	9.02072211499111	1.67109913345983
11573_3	BMI_SRSF6_SRSF6	colon	Male	0.299700292042195	0.122321415911569	0.0151635582571125	1.34945430476884	1.06178379247731	1.71506377622361	257.496619604115	0.00153941448064369	9.02072211499111	1.67109913345983
BMI	11573_3_SRSF6_SRSF6	overall	Male	0.194607096123201	0.0583447567625403	0.00101940741742918	1.21483357988522	1.08355941088111	1.36201172911843	300.521089782849	1.42236969340859e-06	9.02072211499111	1.67109913345983
11573_3	BMI_SRSF6_SRSF6	overall	Male	0.185905026815919	0.106244565754631	0.0817286397079342	1.2043078779923	0.977913242421036	1.48311465892786	300.521089782849	1.42236969340859e-06	9.02072211499111	1.67109913345983
BMI	11573_3_SRSF6_SRSF6	proximal	Sex-combined	0.225898174337266	0.054063944668661	3.54887971992459e-05	1.25344802560389	1.12742113457531	1.39356262243756	575.749171591649	6.53914203338529e-06	9.75339109974652	1.38187413960462
11573_3	BMI_SRSF6_SRSF6	proximal	Sex-combined	-0.0749940821595423	0.0801587620533359	0.350012838785642	0.927748976582736	0.792862665533025	1.08558291488182	575.749171591649	6.53914203338529e-06	9.75339109974652	1.38187413960462
BMI	11591_43_PRC1_PRC1	proximal	Female	0.210018501860591	0.0767250146184158	0.00667477774692809	1.23370088550738	1.0614516721169	1.43390218780876	288.971939748123	0.00570184001138059	28.6925503986314	1.50289687218177
11591_43	BMI_PRC1_PRC1	proximal	Female	0.0346717477620799	0.13821771307238	0.802153031030196	1.03527982010024	0.789595121079106	1.35740999063165	288.971939748123	0.00570184001138059	28.6925503986314	1.50289687218177
BMI	11592_1_ELAV1_ELAVL1	proximal	Female	0.203881491849439	0.0758417828982679	0.00769904203773513	1.22615283574084	1.05678533503912	1.42266430725939	288.850965682208	0.00743230051627556	24.393245534646	2.14938643738054
11592_1	BMI_ELAV1_ELAVL1	proximal	Female	0.0848090811145256	0.114755605322863	0.460622855538784	1.08850922989004	0.869260955031966	1.36305713111461	288.850965682208	0.00743230051627556	24.393245534646	2.14938643738054
BMI	11593_21_MIG_CXCL9	proximal	Female	0.201471057604333	0.0776408735873567	0.0100645595476814	1.22320083418797	1.05053015405851	1.42425257854598	288.344083380941	0.00612477787546529	16.9912213577965	1.52336474494903
11593_21	BMI_MIG_CXCL9	proximal	Female	0.0817288516840485	0.137773812445002	0.553618233158588	1.08516153021319	0.828359681719793	1.42157515948846	288.344083380941	0.00612477787546529	16.9912213577965	1.52336474494903
BMI	11667_29_TENC1_TNS2	distal	Male	0.217288448161615	0.0813304868843229	0.0081856408281221	1.24270250569806	1.05958857275516	1.45746146889136	260.026645445073	0.00108482636358994	28.7027878086052	1.99576182136476
11667_29	BMI_TENC1_TNS2	distal	Male	0.101033939327249	0.141161631952387	0.47501282734129	1.10631418868555	0.838917541440165	1.45894086561339	260.026645445073	0.00108482636358994	28.7027878086052	1.99576182136476
BMI	11667_29_TENC1_TNS2	rectal	Female	0.000321619188507563	0.0845989413730264	0.996969962204024	1.0003216709135	0.847476383745658	1.18073313249929	276.438693310896	0.0216946878819671	25.3205429800501	1.87516863146225
11667_29	BMI_TENC1_TNS2	rectal	Female	0.206591346515697	0.137956078843046	0.135618496037227	1.22948003780529	0.938190210000792	1.61120969633696	276.438693310896	0.0216946878819671	25.3205429800501	1.87516863146225
BMI	11671_19_BRPF1_BRPF1	colon	Male	0.274907355967482	0.0640629692529416	2.79646479741054e-05	1.31640871180663	1.16107225536036	1.49252717780475	264.399501178335	0.000581149169462526	38.4210815412264	1.85859238594973
11671_19	BMI_BRPF1_BRPF1	colon	Male	0.0424830007792293	0.111709724955972	0.704138032287853	1.04339831926454	0.838225551539023	1.29879129864891	264.399501178335	0.000581149169462526	38.4210815412264	1.85859238594973
BMI	11671_19_BRPF1_BRPF1	overall	Sex-combined	0.146176859510348	0.0378737347087856	0.000130758284089175	1.15740086730119	1.07459552985441	1.24658695333587	744.894642468042	1.22802397765942e-18	30.7508938672186	1.41784436495888
11671_19	BMI_BRPF1_BRPF1	overall	Sex-combined	0.00211951904097019	0.0567272751447356	0.970212423565372	1.00212176680923	0.89667128882636	1.1199734484945	744.894642468042	1.22802397765942e-18	30.7508938672186	1.41784436495888
BMI	12361_102_RRAS2_RRAS2	colon	Female	0.164352262834583	0.0593111298162164	0.00603914770585785	1.17862942931747	1.04927814668004	1.32392667859194	278.622939359997	0.0194695569502383	66.443466888614	1.40784469244204
12361_102	BMI_RRAS2_RRAS2	colon	Female	0.0543357472382891	0.109093186209095	0.618906397218484	1.05583903769236	0.8525811380702	1.3075542300155	278.622939359997	0.0194695569502383	66.443466888614	1.40784469244204
BMI	12366_16_CRGD_CRYGD	proximal	Female	0.195323715399027	0.0750077111685249	0.00980507189335659	1.21570446505476	1.04949448093557	1.40823736875355	285.698018688588	0.0093026820345278	52.7429109094653	2.46410356883671
12366_16	BMI_CRGD_CRYGD	proximal	Female	0.187887400280852	0.11189653498084	0.0944696646550885	1.20669763388497	0.969058973981199	1.50261152181625	285.698018688588	0.0093026820345278	52.7429109094653	2.46410356883671
BMI	12400_25_UBE2T_UBE2T	distal	Male	0.209602921321715	0.0804145916411405	0.00985311059702566	1.23318828994832	1.0533655476816	1.44370903511392	257.451531892565	0.00154892950911338	43.2590984494576	2.54024167301131
12400_25	BMI_UBE2T_UBE2T	distal	Male	0.142494154912885	0.120592060458724	0.238794987948726	1.15314634069685	0.910404490125591	1.46061063789251	257.451531892565	0.00154892950911338	43.2590984494576	2.54024167301131
BMI	12444_39_NR5A2_NR5A2	proximal	Female	0.175413214698032	0.0762508208641748	0.0223094329145431	1.19173855877254	1.02630154369462	1.3838435703336	278.239776463422	0.0181223344593338	23.5378358524337	1.19686205707971
12444_39	BMI_NR5A2_NR5A2	proximal	Female	0.321748982957627	0.157591156965448	0.0423158414619929	1.3795384448313	1.01295349427685	1.87878943260489	278.239776463422	0.0181223344593338	23.5378358524337	1.19686205707971
BMI	12513_8_GLTP_GLTP	proximal	Female	0.192202049260883	0.0754601172165948	0.0115104280006715	1.21191535883151	1.04529612608339	1.4050935427025	282.988394985895	0.0110576631091531	57.5765786846761	1.48528359723628
12513_8	BMI_GLTP_GLTP	proximal	Female	0.224059133335015	0.141352570166242	0.114303818396685	1.25114500161747	0.94838769041699	1.65055264939606	282.988394985895	0.0110576631091531	57.5765786846761	1.48528359723628
BMI	12513_8_GLTP_GLTP	rectal	Female	-0.00209351075809434	0.0831631051035814	0.979938171720746	0.997908679107117	0.84781468682306	1.17457475945465	272.610006750213	0.031366077554511	57.5765786846761	1.48528359723628
12513_8	BMI_GLTP_GLTP	rectal	Female	0.296700895059731	0.156107095045466	0.0585908620893703	1.34541281963819	0.990773813638336	1.82699182228039	272.610006750213	0.031366077554511	57.5765786846761	1.48528359723628
BMI	12636_113_SMYD2_SMYD2	rectal	Female	0.0131653501911783	0.0851481303285962	0.87725767588389	1.01325239498629	0.857507815881584	1.19728403278743	279.648595723162	0.0156980757078794	14.2000070373684	1.18816589953117
12636_113	BMI_SMYD2_SMYD2	rectal	Female	0.129343623985718	0.176862843372514	0.465320717912583	1.13808112895617	0.804682451942036	1.60961464110498	279.648595723162	0.0156980757078794	14.2000070373684	1.18816589953117
BMI	12647_52_SETD2_SETD2	proximal	Female	0.19325426273493	0.0759348843468737	0.0115769219321887	1.21319122362483	1.04542331489453	1.40788226559573	284.365496666258	0.00953136531094194	24.6278848053574	1.32488111264235
12647_52	BMI_SETD2_SETD2	proximal	Female	0.196696490392444	0.148405414131741	0.186342330722381	1.21737449977246	0.910120635926043	1.6283563015669	284.365496666258	0.00953136531094194	24.6278848053574	1.32488111264235
BMI	12661_44_GBRL1_GABARAPL1	colon	Female	0.137467195812372	0.0625263475040138	0.0288981793879889	1.14736406700859	1.0150273467123	1.29695451706447	275.8839062036	0.0229118646908447	11.4036413783797	1.56812770809663
12661_44	BMI_GBRL1_GABARAPL1	colon	Female	0.142733835881497	0.102461075272954	0.164936738924114	1.15342276105377	0.94356514386648	1.40995465375643	275.8839062036	0.0229118646908447	11.4036413783797	1.56812770809663
BMI	12661_44_GBRL1_GABARAPL1	overall	Female	0.0819628362850618	0.0555640508619301	0.141539971790829	1.08541547100883	0.973417013407596	1.21030013702052	306.919749739353	0.000606097796762657	11.4036413783797	1.56812770809663
12661_44	BMI_GBRL1_GABARAPL1	overall	Female	0.098866802710364	0.0912858561047665	0.27991223391449	1.10391925071367	0.923066983824488	1.32020507011	306.919749739353	0.000606097796762657	11.4036413783797	1.56812770809663
BMI	12661_44_GBRL1_GABARAPL1	proximal	Sex-combined	0.21673867044473	0.0530691634514711	5.26600176848717e-05	1.24201948332415	1.1193219610681	1.37816682832237	576.925657470231	5.61759366541039e-06	13.4173385045025	1.27719005423262
12661_44	BMI_GBRL1_GABARAPL1	proximal	Sex-combined	-0.0478484489437148	0.0811311615973356	0.555652639826819	0.953278246455927	0.813128987608014	1.11758334657252	576.925657470231	5.61759366541039e-06	13.4173385045025	1.27719005423262
BMI	12664_19_PTN13_PTPN13	distal	Male	0.200326926720858	0.0818032590953538	0.0152133537960003	1.22180213263828	1.04080300862181	1.43427760964695	256.084045092853	0.00186487108588337	20.8701996150948	1.43632228147648
12664_19	BMI_PTN13_PTPN13	distal	Male	0.209097162969225	0.168806087003964	0.216952064784176	1.23256475236344	0.885358379320842	1.7159332359108	256.084045092853	0.00186487108588337	20.8701996150948	1.43632228147648
BMI	12664_19_PTN13_PTPN13	proximal	Female	0.183486576473129	0.07826680046014	0.0199036823512749	1.20139883829386	1.03054073257767	1.40058429815151	285.13639615481	0.00876191138149575	21.0080577762345	1.42066667139157
12664_19	BMI_PTN13_PTPN13	proximal	Female	0.188285140733234	0.14584788965411	0.197999253017509	1.20717768180867	0.907032748622714	1.60664315336989	285.13639615481	0.00876191138149575	21.0080577762345	1.42066667139157
BMI	12705_9_HERC1_HERC1	distal	Female	0.097326847047905	0.0768175610376611	0.206430351922547	1.10222057229306	0.948156626463176	1.28131803973974	243.983953371055	0.266317888328024	30.0790093569731	1.26357787544317
12705_9	BMI_HERC1_HERC1	distal	Female	0.180236698791858	0.154522251654182	0.244645284708727	1.19750077656574	0.884593630104647	1.62109251194349	243.983953371055	0.266317888328024	30.0790093569731	1.26357787544317
BMI	12705_9_HERC1_HERC1	rectal	Female	0.00535858211001467	0.0843809062284198	0.949419316554695	1.00537296499027	0.852119934303635	1.18618842024784	277.287238178391	0.0199417460935488	30.0790093569731	1.26357787544317
12705_9	BMI_HERC1_HERC1	rectal	Female	0.20590622930458	0.169700872510523	0.226230642738179	1.22863798835488	0.880991341777098	1.7134689466797	277.287238178391	0.0199417460935488	30.0790093569731	1.26357787544317
BMI	12712_9_HM20A_HMG20A	proximal	Female	0.198615891298268	0.0779875007477154	0.011520125682182	1.21971337339007	1.04682355133766	1.42115709120754	287.843663468419	0.00648200838537337	18.568622920375	1.4246824900032
12712_9	BMI_HM20A_HMG20A	proximal	Female	0.10727903704739	0.141482616756848	0.449071559530107	1.11324484769913	0.843642129239269	1.46900450792585	287.843663468419	0.00648200838537337	18.568622920375	1.4246824900032
BMI	12721_4_TAXB1_TAX1BP1	distal	Male	0.217726068533616	0.0804681207066663	0.00741900728790559	1.24324645664421	1.0618456273557	1.4556369703264	259.421872862795	0.00118037185672899	45.4027049409971	2.57904448067805
12721_4	BMI_TAXB1_TAX1BP1	distal	Male	0.0761675399688098	0.123877367059543	0.539362389052783	1.0791433586572	0.846510985898388	1.37570617267066	259.421872862795	0.00118037185672899	45.4027049409971	2.57904448067805
BMI	12735_39_CSDE1_CSDE1	proximal	Female	0.196179630149239	0.0787138809202115	0.0133906331451936	1.21674544987188	1.0427906361865	1.41971881834116	287.641134422316	0.00663186801737539	9.79781890817402	1.20537030047472
12735_39	BMI_CSDE1_CSDE1	proximal	Female	0.121345064656665	0.154700334809727	0.433612716111489	1.12901442813543	0.8337117235678	1.52891406334448	287.641134422316	0.00663186801737539	9.79781890817402	1.20537030047472
BMI	12743_18_BAG5_BAG5	colon	Female	0.161368858526334	0.0604544397631433	0.00813876846659754	1.17511834130203	1.04381070564701	1.32294400564561	278.535990708433	0.0175869883409131	33.1201416203189	1.84510441645062
12743_18	BMI_BAG5_BAG5	colon	Female	0.0531211232369456	0.100334636908044	0.597006819922567	1.0545573687861	0.866290682979067	1.28373912580558	278.535990708433	0.0175869883409131	33.1201416203189	1.84510441645062
BMI	12743_18_BAG5_BAG5	colon	Sex-combined	0.186325828209678	0.04239627364161	1.39376330156324e-05	1.20481475906652	1.10874542888871	1.30920819679901	648.42901685125	1.23798133804314e-10	33.9402371980572	1.5104150836396
12743_18	BMI_BAG5_BAG5	colon	Sex-combined	0.0477149214943487	0.0633278107805065	0.451580691095618	1.04887160195075	0.926438524707714	1.18748476886344	648.42901685125	1.23798133804314e-10	33.9402371980572	1.5104150836396
BMI	12743_18_BAG5_BAG5	proximal	Female	0.190949574166865	0.0771730078941944	0.0140661642500705	1.21039841519388	1.040488670934	1.40805408499907	287.403555810988	0.00681165062571541	33.1201416203189	1.84510441645062
12743_18	BMI_BAG5_BAG5	proximal	Female	0.148383022817279	0.127467736030515	0.245586095329434	1.1599571013241	0.903522975526729	1.48917129210556	287.403555810988	0.00681165062571541	33.1201416203189	1.84510441645062
BMI	12743_18_BAG5_BAG5	proximal	Sex-combined	0.204305278863079	0.0517348961198935	9.14598849224719e-05	1.22667257351065	1.10838597712332	1.35758267756921	576.648738815196	5.82252767227344e-06	33.9402371980572	1.5104150836396
12743_18	BMI_BAG5_BAG5	proximal	Sex-combined	0.0326629936503172	0.0772003646734647	0.672435452749952	1.03320228483213	0.888118835564507	1.20198662457576	576.648738815196	5.82252767227344e-06	33.9402371980572	1.5104150836396
BMI	12750_9_LFA-1 beta-2_ITGB2	proximal	Female	0.199190512285354	0.0768803007020422	0.0101760325081623	1.22041444769936	1.04970074932834	1.4188914555947	288.077742522987	0.00715602721158678	24.5134568939035	2.47686293598493
12750_9	BMI_LFA-1 beta-2_ITGB2	proximal	Female	0.0829672290244609	0.107209218299275	0.439785369675495	1.08650620209664	0.880590266622046	1.34057321769279	288.077742522987	0.00715602721158678	24.5134568939035	2.47686293598493
BMI	12795_2_ZN566_ZNF566	proximal	Female	0.18757642952788	0.0776421065609439	0.016469591470378	1.20632244455263	1.03603186456708	1.40460336211715	286.177739805837	0.00781112802439822	19.5900017876989	1.60110424598767
