sequence_id	direction_group	exposure	group
11638_42	positive	whr	Female
11645_9	positive	whr	Female
11646_4	positive	whr	Female
11649_3	positive	whr	Female
11653_69	positive	whr	Female
11657_86	positive	whr	Female
11659_31	positive	whr	Female
11664_32	positive	whr	Female
11667_29	positive	whr	Female
11669_39	positive	whr	Female
11677_17	positive	whr	Female
11678_105	positive	whr	Female
11681_8	positive	whr	Female
11682_7	positive	whr	Female
11683_19	positive	whr	Female
11690_47	positive	whr	Female
11692_21	positive	whr	Female
11696_7	negative	whr	Female
11715_1	positive	whr	Female
11716_28	positive	whr	Female
11816_84	positive	whr	Female
11825_27	positive	whr	Female
11827_7	positive	whr	Female
11837_7	positive	whr	Female
11838_130	positive	whr	Female
11872_9	positive	whr	Female
11910_27	positive	whr	Female
11911_13	positive	whr	Female
11952_1	positive	whr	Female
11955_1	positive	whr	Female
11969_5	positive	whr	Female
11988_24	positive	whr	Female
11989_35	positive	whr	Female
12001_7	negative	whr	Female
12008_3	negative	whr	Female
12016_60	positive	whr	Female
12018_84	positive	whr	Female
12020_39	positive	whr	Female
12022_12	positive	whr	Female
12033_3	positive	whr	Female
12034_28	positive	whr	Female
12329_21	positive	whr	Female
12332_7	positive	whr	Female
12333_87	positive	whr	Female
12345_4	positive	whr	Female
12347_29	positive	whr	Female
12348_46	positive	whr	Female
12350_86	positive	whr	Female
12352_70	positive	whr	Female
12355_223	positive	whr	Female
12356_65	positive	whr	Female
12357_41	positive	whr	Female
12358_6	positive	whr	Female
12361_102	positive	whr	Female
12363_70	positive	whr	Female
12366_16	positive	whr	Female
12367_52	positive	whr	Female
12368_18	positive	whr	Female
12370_30	negative	whr	Female
12374_8	positive	whr	Female
12376_85	positive	whr	Female
12378_71	positive	whr	Female
12382_2	positive	whr	Female
12384_92	positive	whr	Female
12385_4	positive	whr	Female
12386_11	positive	whr	Female
12387_7	positive	whr	Female
12389_4	positive	whr	Female
12391_27	positive	whr	Female
12392_30	positive	whr	Female
12394_53	positive	whr	Female
12395_86	positive	whr	Female
12396_19	positive	whr	Female
12398_15	positive	whr	Female
12399_194	positive	whr	Female
12400_25	positive	whr	Female
12401_3	positive	whr	Female
12403_30	positive	whr	Female
12406_119	positive	whr	Female
12408_333	positive	whr	Female
12411_60	positive	whr	Female
12415_122	positive	whr	Female
12417_46	positive	whr	Female
12422_143	negative	whr	Female
12423_38	positive	whr	Female
12424_107	positive	whr	Female
12426_19	positive	whr	Female
12427_8	positive	whr	Female
12428_2	positive	whr	Female
12430_78	positive	whr	Female
12431_13	positive	whr	Female
12432_23	positive	whr	Female
12433_8	positive	whr	Female
12434_25	positive	whr	Female
12436_84	positive	whr	Female
12437_18	positive	whr	Female
12438_127	positive	whr	Female
12439_67	positive	whr	Female
12442_4	positive	whr	Female
12444_39	positive	whr	Female
12445_50	positive	whr	Female
12449_16	positive	whr	Female
12451_62	positive	whr	Female
12452_32	positive	whr	Female
12453_161	positive	whr	Female
12454_105	positive	whr	Female
12455_48	positive	whr	Female
12457_10	positive	whr	Female
12458_79	positive	whr	Female
12459_13	positive	whr	Female
12460_18	positive	whr	Female
12461_8	positive	whr	Female
12462_20	positive	whr	Female
12463_7	positive	whr	Female
12466_7	positive	whr	Female
12469_19	positive	whr	Female
12471_47	positive	whr	Female
12473_48	positive	whr	Female
12475_48	positive	whr	Female
12477_42	positive	whr	Female
12478_15	positive	whr	Female
12479_50	positive	whr	Female
12480_9	positive	whr	Female
12482_5	positive	whr	Female
12483_62	positive	whr	Female
12486_8	positive	whr	Female
12488_9	positive	whr	Female
12490_92	positive	whr	Female
12493_42	positive	whr	Female
12494_99	positive	whr	Female
12497_29	positive	whr	Female
12499_108	positive	whr	Female
12500_88	positive	whr	Female
12503_5	positive	whr	Female
12504_26	positive	whr	Female
12507_16	positive	whr	Female
12509_115	positive	whr	Female
12510_3	positive	whr	Female
12511_83	positive	whr	Female
12513_8	positive	whr	Female
12514_16	positive	whr	Female
12515_45	positive	whr	Female
12516_13	positive	whr	Female
12518_289	positive	whr	Female
12522_6	positive	whr	Female
12524_18	positive	whr	Female
12527_50	positive	whr	Female
12528_40	positive	whr	Female
12529_32	positive	whr	Female
12531_5	positive	whr	Female
12532_28	positive	whr	Female
12533_135	positive	whr	Female
12535_2	positive	whr	Female
12536_46	positive	whr	Female
12537_88	positive	whr	Female
12540_25	positive	whr	Female
12543_76	positive	whr	Female
12548_75	positive	whr	Female
12551_3	positive	whr	Female
12553_5	positive	whr	Female
12554_10	positive	whr	Female
12556_7	positive	whr	Female
12557_18	positive	whr	Female
12560_9	positive	whr	Female
12562_1	positive	whr	Female
12563_2	positive	whr	Female
12564_9	positive	whr	Female
12568_14	positive	whr	Female
12569_25	positive	whr	Female
12572_236	positive	whr	Female
12573_80	positive	whr	Female
12574_36	positive	whr	Female
12575_30	positive	whr	Female
12577_100	positive	whr	Female
12578_13	positive	whr	Female
12580_7	positive	whr	Female
12581_39	positive	whr	Female
12583_77	positive	whr	Female
12585_39	positive	whr	Female
12591_27	positive	whr	Female
12593_33	positive	whr	Female
12594_5	positive	whr	Female
12595_11	positive	whr	Female
12597_68	positive	whr	Female
12603_87	positive	whr	Female
12612_37	positive	whr	Female
12616_45	positive	whr	Female
12618_50	positive	whr	Female
12619_14	positive	whr	Female
12621_55	positive	whr	Female
12622_96	positive	whr	Female
12623_84	positive	whr	Female
12625_138	positive	whr	Female
12626_6	positive	whr	Female
12627_97	positive	whr	Female
12628_31	positive	whr	Female
12630_8	negative	whr	Female
12632_14	positive	whr	Female
12633_3	positive	whr	Female
12634_79	positive	whr	Female
12635_9	positive	whr	Female
12636_113	positive	whr	Female
12637_7	positive	whr	Female
12641_3	positive	whr	Female
12643_4	positive	whr	Female
12646_2	positive	whr	Female
12647_52	positive	whr	Female
12650_43	positive	whr	Female
12651_21	positive	whr	Female
12652_37	positive	whr	Female
12653_13	positive	whr	Female
12655_30	positive	whr	Female
12656_1	positive	whr	Female
12657_2	positive	whr	Female
12658_72	positive	whr	Female
12659_13	positive	whr	Female
12662_82	positive	whr	Female
12664_19	positive	whr	Female
12665_16	positive	whr	Female
12667_2	positive	whr	Female
12668_7	positive	whr	Female
12669_30	positive	whr	Female
12670_15	positive	whr	Female
12671_35	positive	whr	Female
12675_14	positive	whr	Female
12676_1	positive	whr	Female
12677_164	positive	whr	Female
12678_66	positive	whr	Female
12681_63	positive	whr	Female
12682_5	negative	whr	Female
12683_156	positive	whr	Female
12684_5	positive	whr	Female
12685_57	positive	whr	Female
12686_15	positive	whr	Female
12687_2	positive	whr	Female
12688_115	negative	whr	Female
12689_56	positive	whr	Female
12691_44	positive	whr	Female
12692_56	positive	whr	Female
12693_2	positive	whr	Female
12694_28	positive	whr	Female
12695_62	positive	whr	Female
12697_30	positive	whr	Female
12698_72	positive	whr	Female
12699_28	positive	whr	Female
12700_9	positive	whr	Female
12702_13	positive	whr	Female
12704_26	positive	whr	Female
12705_9	positive	whr	Female
12707_26	positive	whr	Female
12708_91	positive	whr	Female
12709_63	positive	whr	Female
12712_9	positive	whr	Female
12713_365	positive	whr	Female
12714_38	positive	whr	Female
12716_3	positive	whr	Female
12717_65	positive	whr	Female
12720_71	positive	whr	Female
12721_4	positive	whr	Female
12726_3	positive	whr	Female
12727_7	positive	whr	Female
12729_12	positive	whr	Female
12730_3	positive	whr	Female
12731_12	positive	whr	Female
12732_13	positive	whr	Female
12734_112	positive	whr	Female
12735_39	positive	whr	Female
12737_12	positive	whr	Female
12740_55	positive	whr	Female
12743_18	positive	whr	Female
12746_4	positive	whr	Female
12748_6	positive	whr	Female
12751_26	positive	whr	Female
12753_6	positive	whr	Female
12754_14	positive	whr	Female
12756_3	positive	whr	Female
12758_47	negative	whr	Female
12760_34	positive	whr	Female
12761_12	positive	whr	Female
12763_69	positive	whr	Female
12764_3	positive	whr	Female
12766_33	positive	whr	Female
12768_3	positive	whr	Female
12771_19	positive	whr	Female
12772_8	positive	whr	Female
12774_12	positive	whr	Female
12777_11	positive	whr	Female
12779_30	positive	whr	Female
12781_2	positive	whr	Female
12783_29	positive	whr	Female
12784_10	positive	whr	Female
12785_49	positive	whr	Female
12787_47	positive	whr	Female
12788_6	positive	whr	Female
12790_10	positive	whr	Female
12793_4	positive	whr	Female
12794_6	positive	whr	Female
12795_2	positive	whr	Female
12798_46	positive	whr	Female
12799_65	positive	whr	Female
12800_5	negative	whr	Female
12801_33	positive	whr	Female
12803_9	positive	whr	Female
12804_5	positive	whr	Female
12807_89	positive	whr	Female
12808_103	positive	whr	Female
12811_55	positive	whr	Female
12814_17	positive	whr	Female
12815_9	positive	whr	Female
12817_1	positive	whr	Female
12820_1	positive	whr	Female
12821_6	positive	whr	Female
12822_34	positive	whr	Female
12826_5	positive	whr	Female
12827_37	positive	whr	Female
12830_4	positive	whr	Female
12831_21	positive	whr	Female
12832_10	positive	whr	Female
12834_3	positive	whr	Female
12835_101	positive	whr	Female
12838_28	positive	whr	Female
12842_43	positive	whr	Female
12843_6	positive	whr	Female
12844_10	positive	whr	Female
12845_18	positive	whr	Female
12846_3	positive	whr	Female
12847_27	positive	whr	Female
12848_9	positive	whr	Female
12849_25	positive	whr	Female
12851_5	positive	whr	Female
12854_3	positive	whr	Female
12855_16	positive	whr	Female
12856_14	positive	whr	Female
12859_33	positive	whr	Female
12860_7	positive	whr	Female
12862_14	positive	whr	Female
12864_9	positive	whr	Female
12867_40	positive	whr	Female
12869_68	positive	whr	Female
12871_10	positive	whr	Female
12872_35	positive	whr	Female
12873_11	positive	whr	Female
12875_28	positive	whr	Female
12876_39	positive	whr	Female
12878_60	positive	whr	Female
12879_5	positive	whr	Female
12880_1	positive	whr	Female
12881_17	positive	whr	Female
12882_7	positive	whr	Female
12885_42	positive	whr	Female
12888_18	positive	whr	Female
12892_10	positive	whr	Female
12893_159	positive	whr	Female
12894_3	positive	whr	Female
12895_28	positive	whr	Female
12904_180	positive	whr	Female
12931_16	positive	whr	Female
12934_1	positive	whr	Female
12936_38	positive	whr	Female
12940_35	positive	whr	Female
12954_71	positive	whr	Female
12957_62	positive	whr	Female
12960_9	positive	whr	Female
12963_1	positive	whr	Female
12970_35	positive	whr	Female
12976_49	positive	whr	Female
12980_31	positive	whr	Female
12991_49	positive	whr	Female
12993_21	positive	whr	Female
13013_41	positive	whr	Female
13022_20	positive	whr	Female
13025_4	positive	whr	Female
13027_20	positive	whr	Female
13032_1	positive	whr	Female
13039_1	positive	whr	Female
13041_47	positive	whr	Female
13043_157	positive	whr	Female
13044_5	positive	whr	Female
13053_6	positive	whr	Female
13056_18	positive	whr	Female
13059_33	positive	whr	Female
13066_42	positive	whr	Female
13067_5	positive	whr	Female
13073_14	positive	whr	Female
13076_4	positive	whr	Female
13078_3	positive	whr	Female
13083_18	positive	whr	Female
13085_18	positive	whr	Female
13088_397	positive	whr	Female
13089_6	positive	whr	Female
13090_17	positive	whr	Female
13097_11	positive	whr	Female
13098_93	negative	whr	Female
13101_60	negative	whr	Female
13105_7	positive	whr	Female
13107_9	positive	whr	Female
13109_82	negative	whr	Female
13111_79	positive	whr	Female
13112_179	negative	whr	Female
13113_7	negative	whr	Female
13116_25	positive	whr	Female
13119_26	positive	whr	Female
13122_19	negative	whr	Female
13129_40	positive	whr	Female
13130_150	positive	whr	Female
13132_14	positive	whr	Female
13133_73	negative	whr	Female
13228_75	positive	whr	Female
13229_20	positive	whr	Female
13230_174	positive	whr	Female
13231_90	positive	whr	Female
13236_25	positive	whr	Female
13240_170	positive	whr	Female
13242_134	positive	whr	Female
13268_45	positive	whr	Female
13374_4	positive	whr	Female
13375_48	positive	whr	Female
13377_3	positive	whr	Female
13378_80	positive	whr	Female
13384_110	positive	whr	Female
13386_248	positive	whr	Female
13387_55	positive	whr	Female
13388_57	positive	whr	Female
13392_13	positive	whr	Female
13393_46	positive	whr	Female
13397_88	positive	whr	Female
13399_33	positive	whr	Female
13405_61	positive	whr	Female
13411_21	positive	whr	Female
13412_5	positive	whr	Female
13421_17	positive	whr	Female
13422_66	positive	whr	Female
13423_94	positive	whr	Female
13427_66	positive	whr	Female
13430_50	positive	whr	Female
13434_172	negative	whr	Female
13438_115	positive	whr	Female
13439_6	positive	whr	Female
13441_30	positive	whr	Female
13450_49	positive	whr	Female
13451_2	positive	whr	Female
13452_113	positive	whr	Female
13457_33	positive	whr	Female
13459_30	positive	whr	Female
13460_4	negative	whr	Female
13463_1	negative	whr	Female
13464_8	positive	whr	Female
13465_5	positive	whr	Female
13468_5	positive	whr	Female
13470_43	positive	whr	Female
13472_35	positive	whr	Female
13473_55	positive	whr	Female
13474_40	positive	whr	Female
13476_16	positive	whr	Female
13477_65	positive	whr	Female
13479_8	positive	whr	Female
13481_24	positive	whr	Female
13482_14	positive	whr	Female
13485_20	positive	whr	Female
13486_9	positive	whr	Female
13488_3	positive	whr	Female
13490_1	positive	whr	Female
13491_40	positive	whr	Female
13492_44	positive	whr	Female
13493_5	positive	whr	Female
13494_6	positive	whr	Female
13495_48	positive	whr	Female
13496_19	positive	whr	Female
13497_34	positive	whr	Female
13498_1	positive	whr	Female
13501_10	positive	whr	Female
13502_2	positive	whr	Female
13506_10	positive	whr	Female
13507_51	positive	whr	Female
13509_5	positive	whr	Female
13510_7	positive	whr	Female
13511_29	positive	whr	Female
13512_28	positive	whr	Female
13513_174	positive	whr	Female
13515_8	positive	whr	Female
13518_5	positive	whr	Female
13519_112	positive	whr	Female
13522_20	positive	whr	Female
13524_25	negative	whr	Female
13525_17	positive	whr	Female
13526_5	positive	whr	Female
13529_39	positive	whr	Female
13530_5	positive	whr	Female
13532_25	positive	whr	Female
13534_20	positive	whr	Female
13535_2	positive	whr	Female
13536_56	positive	whr	Female
13540_1	positive	whr	Female
13541_1	positive	whr	Female
13544_9	positive	whr	Female
13547_5	positive	whr	Female
13548_53	positive	whr	Female
13549_15	positive	whr	Female
13553_4	positive	whr	Female
13554_78	positive	whr	Female
13556_28	positive	whr	Female
13557_3	positive	whr	Female
13561_5	positive	whr	Female
13563_259	positive	whr	Female
13565_2	negative	whr	Female
13568_30	positive	whr	Female
13570_43	positive	whr	Female
13572_43	positive	whr	Female
13574_50	positive	whr	Female
13575_40	positive	whr	Female
13577_25	positive	whr	Female
13578_98	positive	whr	Female
13580_2	positive	whr	Female
13587_10	positive	whr	Female
13590_1	positive	whr	Female
13594_158	positive	whr	Female
13596_3	positive	whr	Female
13602_6	positive	whr	Female
13603_7	positive	whr	Female
13604_27	positive	whr	Female
13605_16	positive	whr	Female
13609_11	positive	whr	Female
13610_9	positive	whr	Female
13612_7	positive	whr	Female
13614_6	positive	whr	Female
13620_10	positive	whr	Female
13621_31	positive	whr	Female
13622_16	positive	whr	Female
13623_4	positive	whr	Female
13625_19	positive	whr	Female
13628_58	positive	whr	Female
13629_25	positive	whr	Female
13631_1	positive	whr	Female
13632_10	positive	whr	Female
13634_209	positive	whr	Female
13636_20	positive	whr	Female
13639_101	positive	whr	Female
13642_90	positive	whr	Female
13645_14	positive	whr	Female
13650_11	positive	whr	Female
13652_2	positive	whr	Female
13657_2	positive	whr	Female
13659_36	positive	whr	Female
13665_35	positive	whr	Female
13666_222	positive	whr	Female
13669_6	positive	whr	Female
13672_3	positive	whr	Female
13673_21	positive	whr	Female
13676_46	negative	whr	Female
13680_3	positive	whr	Female
13681_173	positive	whr	Female
13683_18	positive	whr	Female
13686_2	positive	whr	Female
13688_2	positive	whr	Female
13691_10	positive	whr	Female
13692_154	positive	whr	Female
13697_51	positive	whr	Female
13698_28	positive	whr	Female
13700_10	positive	whr	Female
13704_5	positive	whr	Female
13711_10	positive	whr	Female
13713_164	positive	whr	Female
13717_15	positive	whr	Female
13719_19	positive	whr	Female
13724_27	positive	whr	Female
13726_4	positive	whr	Female
13727_44	positive	whr	Female
13729_26	positive	whr	Female
13733_5	positive	whr	Female
13735_1	positive	whr	Female
13738_8	positive	whr	Female
13740_51	negative	whr	Female
13743_56	positive	whr	Female
13745_10	positive	whr	Female
13926_1	positive	whr	Female
13929_27	positive	whr	Female
13930_3	positive	whr	Female
13931_22	positive	whr	Female
13933_276	positive	whr	Female
13934_3	positive	whr	Female
13936_24	positive	whr	Female
13937_75	positive	whr	Female
13939_14	positive	whr	Female
13940_19	positive	whr	Female
13941_82	positive	whr	Female
13942_140	positive	whr	Female
13943_38	positive	whr	Female
13947_371	positive	whr	Female
13948_50	positive	whr	Female
13954_9	positive	whr	Female
13955_33	positive	whr	Female
13958_5	positive	whr	Female
13959_7	positive	whr	Female
13960_15	positive	whr	Female
13961_18	positive	whr	Female
13963_7	positive	whr	Female
13966_30	positive	whr	Female
13967_14	positive	whr	Female
13969_24	positive	whr	Female
13972_4	positive	whr	Female
13973_62	positive	whr	Female
13975_56	positive	whr	Female
13976_9	positive	whr	Female
