sequence_id	direction_group	exposure	group
3580_25	negative	whradjbmi	Male
12509_115	positive	whradjbmi	Male
7737_76	positive	whradjbmi	Male
11110_4	positive	whradjbmi	Male
4397_26	positive	whradjbmi	Male
9545_156	positive	whradjbmi	Male
11825_27	positive	whradjbmi	Male
19596_18	negative	whradjbmi	Male
12581_39	positive	whradjbmi	Male
3623_84	positive	whradjbmi	Male
6547_83	positive	whradjbmi	Male
18301_10	positive	whradjbmi	Male
5132_71	negative	whradjbmi	Male
8969_49	positive	whradjbmi	Male
11194_6	negative	whradjbmi	Male
17682_1	negative	whradjbmi	Male
14249_68	negative	whradjbmi	Male
13098_93	negative	whradjbmi	Male
6245_4	negative	whradjbmi	Male
16607_78	negative	whradjbmi	Male
8318_13	negative	whradjbmi	Male
9050_170	positive	whradjbmi	Male
8922_4	positive	whradjbmi	Male
8424_269	negative	whradjbmi	Male
18286_3	positive	whradjbmi	Male
12532_28	positive	whradjbmi	Male
19200_16	positive	whradjbmi	Male
2602_2	negative	whradjbmi	Male
4148_49	negative	whradjbmi	Male
17792_158	positive	whradjbmi	Male
5752_63	positive	whradjbmi	Male
8447_11	negative	whradjbmi	Male
11152_46	positive	whradjbmi	Male
15558_63	negative	whradjbmi	Male
10907_116	positive	whradjbmi	Male
14175_78	positive	whradjbmi	Male
6420_4	positive	whradjbmi	Male
5599_88	positive	whradjbmi	Male
4151_6	positive	whradjbmi	Male
15457_14	negative	whradjbmi	Male
6214_84	positive	whradjbmi	Male
3617_80	positive	whradjbmi	Male
6391_52	positive	whradjbmi	Male
6647_55	positive	whradjbmi	Male
7881_244	positive	whradjbmi	Male
13717_15	positive	whradjbmi	Male
15579_26	negative	whradjbmi	Male
11336_9	negative	whradjbmi	Male
12939_1	negative	whradjbmi	Male
3362_61	negative	whradjbmi	Male
6425_87	negative	whradjbmi	Male
17209_27	negative	whradjbmi	Male
13524_25	negative	whradjbmi	Male
13735_1	positive	whradjbmi	Male
18240_6	negative	whradjbmi	Male
19622_7	negative	whradjbmi	Male
6448_36	negative	whradjbmi	Male
9231_23	negative	whradjbmi	Male
18928_10	positive	whradjbmi	Male
7137_8	positive	whradjbmi	Male
10666_7	negative	whradjbmi	Male
4874_3	positive	whradjbmi	Male
2991_9	positive	whradjbmi	Male
9244_27	negative	whradjbmi	Male
14024_196	negative	whradjbmi	Male
13738_8	negative	whradjbmi	Male
14692_3	negative	whradjbmi	Male
19120_33	positive	whradjbmi	Male
10767_52	negative	whradjbmi	Male
13025_4	negative	whradjbmi	Male
3434_34	positive	whradjbmi	Male
3327_27	negative	whradjbmi	Male
10506_53	negative	whradjbmi	Male
13397_88	positive	whradjbmi	Male
8696_15	negative	whradjbmi	Male
14019_73	negative	whradjbmi	Male
5093_47	positive	whradjbmi	Male
11952_1	positive	whradjbmi	Male
7850_1	negative	whradjbmi	Male
4985_11	negative	whradjbmi	Male
15405_23	positive	whradjbmi	Male
7955_195	positive	whradjbmi	Male
14708_59	negative	whradjbmi	Male
11338_49	negative	whradjbmi	Male
3030_3	positive	whradjbmi	Male
13625_19	positive	whradjbmi	Male
13652_2	positive	whradjbmi	Male
5350_14	positive	whradjbmi	Male
15375_49	positive	whradjbmi	Male
7099_33	positive	whradjbmi	Male
6392_7	negative	whradjbmi	Male
8814_33	positive	whradjbmi	Male
3374_49	positive	whradjbmi	Male
3077_66	positive	whradjbmi	Male
15516_12	negative	whradjbmi	Male
13676_46	negative	whradjbmi	Male
5598_3	negative	whradjbmi	Male
18376_19	negative	whradjbmi	Male
12556_7	positive	whradjbmi	Male
8386_11	negative	whradjbmi	Male
12788_6	positive	whradjbmi	Male
8065_245	positive	whradjbmi	Male
15623_1	positive	whradjbmi	Male
15472_16	positive	whradjbmi	Male
18166_4	positive	whradjbmi	Male
17455_42	positive	whradjbmi	Male
6941_11	positive	whradjbmi	Male
9728_4	positive	whradjbmi	Male
6283_60	negative	whradjbmi	Male
8032_23	positive	whradjbmi	Male
5936_53	positive	whradjbmi	Male
3283_21	negative	whradjbmi	Male
5102_55	positive	whradjbmi	Male
8244_16	positive	whradjbmi	Male
5315_22	negative	whradjbmi	Male
15613_16	positive	whradjbmi	Male
9385_4	positive	whradjbmi	Male
9070_1	positive	whradjbmi	Male
5117_14	positive	whradjbmi	Male
12503_5	positive	whradjbmi	Male
18413_24	negative	whradjbmi	Male
8272_22	positive	whradjbmi	Male
6430_36	positive	whradjbmi	Male
9058_1	positive	whradjbmi	Male
2888_49	negative	whradjbmi	Male
14134_49	positive	whradjbmi	Male
12483_62	positive	whradjbmi	Male
14124_6	negative	whradjbmi	Male
14127_240	positive	whradjbmi	Male
3554_24	negative	whradjbmi	Male
13933_276	positive	whradjbmi	Male
12892_10	positive	whradjbmi	Male
8003_57	positive	whradjbmi	Male
19159_9	negative	whradjbmi	Male
12876_39	positive	whradjbmi	Male
9468_8	negative	whradjbmi	Male
3518_54	positive	whradjbmi	Male
12695_62	positive	whradjbmi	Male
3028_36	negative	whradjbmi	Male
19241_31	negative	whradjbmi	Male
7244_16	negative	whradjbmi	Male
3376_49	negative	whradjbmi	Male
4469_78	negative	whradjbmi	Male
12793_4	positive	whradjbmi	Male
5689_1	negative	whradjbmi	Male
8859_51	positive	whradjbmi	Male
8877_22	positive	whradjbmi	Male
15503_15	positive	whradjbmi	Male
6511_17	positive	whradjbmi	Male
11215_6	negative	whradjbmi	Male
11320_29	positive	whradjbmi	Male
8044_90	negative	whradjbmi	Male
6247_9	negative	whradjbmi	Male
19357_11	negative	whradjbmi	Male
7100_31	negative	whradjbmi	Male
6364_7	negative	whradjbmi	Male
9394_19	positive	whradjbmi	Male
8480_29	negative	whradjbmi	Male
9087_8	positive	whradjbmi	Male
10512_13	negative	whradjbmi	Male
8289_8	positive	whradjbmi	Male
13053_6	positive	whradjbmi	Male
4908_6	negative	whradjbmi	Male
4160_49	negative	whradjbmi	Male
7995_16	positive	whradjbmi	Male
10851_77	negative	whradjbmi	Male
3291_30	negative	whradjbmi	Male
7163_26	positive	whradjbmi	Male
11146_4	positive	whradjbmi	Male
7738_299	negative	whradjbmi	Male
7204_1	positive	whradjbmi	Male
14088_38	negative	whradjbmi	Male
12690_33	negative	whradjbmi	Male
8942_2	positive	whradjbmi	Male
8219_14	positive	whradjbmi	Male
10961_15	negative	whradjbmi	Male
13101_60	negative	whradjbmi	Male
16828_8	positive	whradjbmi	Male
13618_15	negative	whradjbmi	Male
17742_2	negative	whradjbmi	Male
13438_115	negative	whradjbmi	Male
15387_44	negative	whradjbmi	Male
19260_4	negative	whradjbmi	Male
15384_15	positive	whradjbmi	Male
18210_12	negative	whradjbmi	Male
14067_6	positive	whradjbmi	Male
12683_156	negative	whradjbmi	Male
19261_12	positive	whradjbmi	Male
6416_8	positive	whradjbmi	Male
13689_2	negative	whradjbmi	Male
4905_63	positive	whradjbmi	Male
12394_53	negative	whradjbmi	Male
19123_6	positive	whradjbmi	Male
7757_5	positive	whradjbmi	Male
11109_56	negative	whradjbmi	Male
9321_400	negative	whradjbmi	Male
5011_11	positive	whradjbmi	Male
3805_16	negative	whradjbmi	Male
6421_52	positive	whradjbmi	Male
4965_27	negative	whradjbmi	Male
5108_72	negative	whradjbmi	Male
3339_33	negative	whradjbmi	Male
12817_1	positive	whradjbmi	Male
4931_59	positive	whradjbmi	Male
7805_52	negative	whradjbmi	Male
12531_5	negative	whradjbmi	Male
3795_6	negative	whradjbmi	Male
8229_1	positive	whradjbmi	Male
8924_55	positive	whradjbmi	Male
15339_32	negative	whradjbmi	Male
5335_73	positive	whradjbmi	Male
9226_6	negative	whradjbmi	Male
6617_12	negative	whradjbmi	Male
19564_61	positive	whradjbmi	Male
15509_2	negative	whradjbmi	Male
17396_23	negative	whradjbmi	Male
16613_3	positive	whradjbmi	Male
9957_9	negative	whradjbmi	Male
16853_5	positive	whradjbmi	Male
15391_114	negative	whradjbmi	Male
9793_145	positive	whradjbmi	Male
3474_19	positive	whradjbmi	Male
6470_19	negative	whradjbmi	Male
4297_62	negative	whradjbmi	Male
18422_41	positive	whradjbmi	Male
5430_66	positive	whradjbmi	Male
15511_37	positive	whradjbmi	Male
9942_2	negative	whradjbmi	Male
13692_154	positive	whradjbmi	Male
9773_15	negative	whradjbmi	Male
9055_81	positive	whradjbmi	Male
17782_23	positive	whradjbmi	Male
15631_18	positive	whradjbmi	Male
10956_82	positive	whradjbmi	Male
9923_6	positive	whradjbmi	Male
13518_5	positive	whradjbmi	Male
17706_4	negative	whradjbmi	Male
11514_196	negative	whradjbmi	Male
5490_53	positive	whradjbmi	Male
13694_24	negative	whradjbmi	Male
19575_4	negative	whradjbmi	Male
9180_6	positive	whradjbmi	Male
10047_12	positive	whradjbmi	Male
3151_6	negative	whradjbmi	Male
17796_15	negative	whradjbmi	Male
12403_30	negative	whradjbmi	Male
7251_64	positive	whradjbmi	Male
4440_15	negative	whradjbmi	Male
15698_6	negative	whradjbmi	Male
2705_5	positive	whradjbmi	Male
9786_310	negative	whradjbmi	Male
4991_12	positive	whradjbmi	Male
7776_20	negative	whradjbmi	Male
16588_10	negative	whradjbmi	Male
8918_64	positive	whradjbmi	Male
5630_48	negative	whradjbmi	Male
3329_14	positive	whradjbmi	Male
6414_8	negative	whradjbmi	Male
11390_24	positive	whradjbmi	Male
5034_79	positive	whradjbmi	Male
13972_4	positive	whradjbmi	Male
6461_54	positive	whradjbmi	Male
3727_35	negative	whradjbmi	Male
7808_5	positive	whradjbmi	Male
10396_6	negative	whradjbmi	Male
8033_1	positive	whradjbmi	Male
15565_102	positive	whradjbmi	Male
2771_35	negative	whradjbmi	Male
9183_7	negative	whradjbmi	Male
7967_38	positive	whradjbmi	Male
17453_34	negative	whradjbmi	Male
4851_25	positive	whradjbmi	Male
2692_74	negative	whradjbmi	Male
8484_24	negative	whradjbmi	Male
8242_9	positive	whradjbmi	Male
4131_72	positive	whradjbmi	Male
16307_22	positive	whradjbmi	Male
18876_77	positive	whradjbmi	Male
17202_37	negative	whradjbmi	Male
4567_82	positive	whradjbmi	Male
2615_60	negative	whradjbmi	Male
9823_2	positive	whradjbmi	Male
15542_19	negative	whradjbmi	Male
10608_9	negative	whradjbmi	Male
12818_159	positive	whradjbmi	Male
12872_35	positive	whradjbmi	Male
12881_17	positive	whradjbmi	Male
14583_49	positive	whradjbmi	Male
19557_3	positive	whradjbmi	Male
8374_5	positive	whradjbmi	Male
15585_304	negative	whradjbmi	Male
12521_3	negative	whradjbmi	Male
12826_5	negative	whradjbmi	Male
2944_66	negative	whradjbmi	Male
16785_45	positive	whradjbmi	Male
7947_19	positive	whradjbmi	Male
4988_49	positive	whradjbmi	Male
13484_69	negative	whradjbmi	Male
6289_78	positive	whradjbmi	Male
15492_1	negative	whradjbmi	Male
12811_55	positive	whradjbmi	Male
8089_173	negative	whradjbmi	Male
