sequence_id	direction_group	exposure	group
12368_18	positive	whr	Male
12373_73	positive	whr	Male
12381_26	positive	whr	Male
12382_2	positive	whr	Male
12384_92	positive	whr	Male
12385_4	positive	whr	Male
12386_11	positive	whr	Male
12387_7	positive	whr	Male
12389_4	positive	whr	Male
12391_27	positive	whr	Male
12392_30	positive	whr	Male
12394_53	positive	whr	Male
12398_15	positive	whr	Male
12399_194	positive	whr	Male
12401_3	positive	whr	Male
12403_30	positive	whr	Male
12406_119	positive	whr	Male
12409_90	positive	whr	Male
12415_122	positive	whr	Male
12417_46	positive	whr	Male
12420_10	positive	whr	Male
12423_38	positive	whr	Male
12424_107	positive	whr	Male
12425_104	positive	whr	Male
12427_8	positive	whr	Male
12428_2	positive	whr	Male
12430_78	positive	whr	Male
12431_13	positive	whr	Male
12436_84	positive	whr	Male
12437_18	positive	whr	Male
12438_127	positive	whr	Male
12442_4	positive	whr	Male
12445_50	positive	whr	Male
12451_62	positive	whr	Male
12452_32	positive	whr	Male
12453_161	positive	whr	Male
12454_105	positive	whr	Male
12455_48	positive	whr	Male
12456_5	positive	whr	Male
12457_10	positive	whr	Male
12458_79	positive	whr	Male
12459_13	positive	whr	Male
12461_8	positive	whr	Male
12462_20	positive	whr	Male
12463_7	positive	whr	Male
12466_7	positive	whr	Male
12471_47	positive	whr	Male
12473_48	positive	whr	Male
12476_50	positive	whr	Male
12478_15	positive	whr	Male
12479_50	positive	whr	Male
12480_9	positive	whr	Male
12482_5	positive	whr	Male
12483_62	positive	whr	Male
12484_67	positive	whr	Male
12488_9	positive	whr	Male
12490_92	positive	whr	Male
12493_42	positive	whr	Male
12497_29	positive	whr	Male
12500_88	positive	whr	Male
12501_10	negative	whr	Male
12503_5	positive	whr	Male
12504_26	positive	whr	Male
12507_16	positive	whr	Male
12509_115	positive	whr	Male
12510_3	positive	whr	Male
12511_83	positive	whr	Male
12513_8	positive	whr	Male
12514_16	positive	whr	Male
12515_45	positive	whr	Male
12516_13	positive	whr	Male
12517_52	positive	whr	Male
12518_289	positive	whr	Male
12521_3	positive	whr	Male
12522_6	positive	whr	Male
12524_18	positive	whr	Male
12527_50	positive	whr	Male
12528_40	positive	whr	Male
12529_32	positive	whr	Male
12530_14	positive	whr	Male
12531_5	positive	whr	Male
12532_28	positive	whr	Male
12533_135	positive	whr	Male
12534_10	positive	whr	Male
12535_2	positive	whr	Male
12536_46	positive	whr	Male
12538_19	positive	whr	Male
12540_25	positive	whr	Male
12543_76	positive	whr	Male
12546_1	positive	whr	Male
12548_75	positive	whr	Male
12549_33	negative	whr	Male
12551_3	positive	whr	Male
12553_5	positive	whr	Male
12556_7	positive	whr	Male
12562_1	positive	whr	Male
12564_9	positive	whr	Male
12568_14	positive	whr	Male
12571_14	negative	whr	Male
12572_236	positive	whr	Male
12574_36	positive	whr	Male
12577_100	positive	whr	Male
12578_13	positive	whr	Male
12580_7	positive	whr	Male
12581_39	positive	whr	Male
12585_39	positive	whr	Male
12593_33	positive	whr	Male
12594_5	positive	whr	Male
12595_11	positive	whr	Male
12603_87	positive	whr	Male
12612_37	positive	whr	Male
12616_45	positive	whr	Male
12618_50	positive	whr	Male
12620_3	positive	whr	Male
12622_96	positive	whr	Male
12623_84	positive	whr	Male
12625_138	positive	whr	Male
12626_6	positive	whr	Male
12628_31	positive	whr	Male
12632_14	positive	whr	Male
12633_3	positive	whr	Male
12634_79	positive	whr	Male
12636_113	positive	whr	Male
12644_63	positive	whr	Male
12646_2	positive	whr	Male
12647_52	positive	whr	Male
12650_43	positive	whr	Male
12651_21	positive	whr	Male
12655_30	positive	whr	Male
12657_2	positive	whr	Male
12658_72	positive	whr	Male
12661_44	positive	whr	Male
12662_82	positive	whr	Male
12663_1	positive	whr	Male
12664_19	positive	whr	Male
12665_16	positive	whr	Male
12667_2	positive	whr	Male
12668_7	positive	whr	Male
12670_15	positive	whr	Male
12671_35	positive	whr	Male
12676_1	positive	whr	Male
12677_164	positive	whr	Male
12678_66	positive	whr	Male
12681_63	positive	whr	Male
12682_5	negative	whr	Male
12683_156	positive	whr	Male
12684_5	positive	whr	Male
12686_15	negative	whr	Male
12687_2	positive	whr	Male
12691_44	positive	whr	Male
12692_56	positive	whr	Male
12694_28	positive	whr	Male
12695_62	positive	whr	Male
12696_166	positive	whr	Male
12700_9	positive	whr	Male
12704_26	positive	whr	Male
12705_9	positive	whr	Male
12707_26	positive	whr	Male
12709_63	positive	whr	Male
12711_19	positive	whr	Male
12712_9	positive	whr	Male
12713_365	positive	whr	Male
12714_38	positive	whr	Male
12716_3	positive	whr	Male
12721_4	positive	whr	Male
12726_3	positive	whr	Male
12730_3	positive	whr	Male
12732_13	positive	whr	Male
12734_112	positive	whr	Male
12735_39	positive	whr	Male
12737_12	positive	whr	Male
12738_43	positive	whr	Male
12742_160	positive	whr	Male
12743_18	positive	whr	Male
12746_4	positive	whr	Male
12748_6	positive	whr	Male
12750_9	positive	whr	Male
12751_26	positive	whr	Male
12753_6	positive	whr	Male
12754_14	positive	whr	Male
12758_47	negative	whr	Male
12759_47	positive	whr	Male
12760_34	positive	whr	Male
12766_33	positive	whr	Male
12768_3	positive	whr	Male
12771_19	positive	whr	Male
12772_8	positive	whr	Male
12775_6	positive	whr	Male
12777_11	positive	whr	Male
12781_2	positive	whr	Male
12783_29	positive	whr	Male
12784_10	positive	whr	Male
12785_49	positive	whr	Male
12786_61	negative	whr	Male
12787_47	positive	whr	Male
12788_6	positive	whr	Male
12790_10	positive	whr	Male
12793_4	positive	whr	Male
12795_2	positive	whr	Male
12798_46	positive	whr	Male
12799_65	positive	whr	Male
12800_5	positive	whr	Male
12801_33	positive	whr	Male
12803_9	positive	whr	Male
12804_5	positive	whr	Male
12807_89	positive	whr	Male
12808_103	positive	whr	Male
12811_55	positive	whr	Male
12813_18	positive	whr	Male
12814_17	positive	whr	Male
12815_9	positive	whr	Male
12817_1	positive	whr	Male
12818_159	positive	whr	Male
12820_1	positive	whr	Male
12821_6	positive	whr	Male
12822_34	positive	whr	Male
12825_18	positive	whr	Male
12827_37	positive	whr	Male
12830_4	positive	whr	Male
12831_21	positive	whr	Male
12832_10	positive	whr	Male
12834_3	positive	whr	Male
12835_101	positive	whr	Male
12842_43	positive	whr	Male
12843_6	positive	whr	Male
12844_10	positive	whr	Male
12845_18	positive	whr	Male
12846_3	positive	whr	Male
12847_27	positive	whr	Male
12848_9	positive	whr	Male
12849_25	positive	whr	Male
12851_5	positive	whr	Male
12854_3	positive	whr	Male
12855_16	positive	whr	Male
12856_14	positive	whr	Male
12859_33	positive	whr	Male
12860_7	positive	whr	Male
12864_9	positive	whr	Male
12867_40	positive	whr	Male
12871_10	positive	whr	Male
12872_35	positive	whr	Male
12875_28	positive	whr	Male
12876_39	positive	whr	Male
12878_60	positive	whr	Male
12879_5	positive	whr	Male
12881_17	positive	whr	Male
12882_7	positive	whr	Male
12885_42	positive	whr	Male
12888_18	positive	whr	Male
12891_1	positive	whr	Male
12892_10	positive	whr	Male
12893_159	positive	whr	Male
12904_180	positive	whr	Male
12923_51	positive	whr	Male
12925_105	positive	whr	Male
12931_16	positive	whr	Male
12933_17	positive	whr	Male
12934_1	positive	whr	Male
12936_38	positive	whr	Male
12939_1	positive	whr	Male
12954_71	positive	whr	Male
12957_62	positive	whr	Male
12960_9	positive	whr	Male
12963_1	positive	whr	Male
12970_35	positive	whr	Male
12975_11	positive	whr	Male
12976_49	positive	whr	Male
12980_31	positive	whr	Male
12986_12	positive	whr	Male
12987_12	positive	whr	Male
12988_49	positive	whr	Male
12991_49	positive	whr	Male
13007_66	positive	whr	Male
13011_20	positive	whr	Male
13013_41	positive	whr	Male
13022_20	positive	whr	Male
13025_4	positive	whr	Male
13032_1	positive	whr	Male
13039_1	positive	whr	Male
13041_47	positive	whr	Male
13043_157	positive	whr	Male
13053_6	positive	whr	Male
13055_53	positive	whr	Male
13056_18	positive	whr	Male
13059_33	positive	whr	Male
13073_14	positive	whr	Male
13076_4	positive	whr	Male
13078_3	positive	whr	Male
13083_18	positive	whr	Male
13085_18	positive	whr	Male
13088_397	positive	whr	Male
13089_6	positive	whr	Male
13090_17	negative	whr	Male
13093_6	positive	whr	Male
13094_75	positive	whr	Male
13095_51	negative	whr	Male
13101_60	negative	whr	Male
13104_32	positive	whr	Male
13105_7	positive	whr	Male
13107_9	positive	whr	Male
13111_79	positive	whr	Male
13114_50	positive	whr	Male
13119_26	positive	whr	Male
13123_3	negative	whr	Male
13125_45	positive	whr	Male
13126_52	negative	whr	Male
13129_40	positive	whr	Male
13130_150	positive	whr	Male
13131_5	positive	whr	Male
13132_14	positive	whr	Male
13228_75	positive	whr	Male
13229_20	positive	whr	Male
13230_174	positive	whr	Male
13231_90	positive	whr	Male
13236_25	positive	whr	Male
13240_170	positive	whr	Male
13242_134	positive	whr	Male
13268_45	positive	whr	Male
13374_4	positive	whr	Male
13375_48	positive	whr	Male
13377_3	positive	whr	Male
13378_80	positive	whr	Male
13381_49	positive	whr	Male
13384_110	positive	whr	Male
13386_248	positive	whr	Male
13387_55	positive	whr	Male
13388_57	positive	whr	Male
13392_13	positive	whr	Male
13397_88	positive	whr	Male
13399_33	positive	whr	Male
13403_5	positive	whr	Male
13405_61	positive	whr	Male
13411_21	positive	whr	Male
13412_5	positive	whr	Male
13416_8	negative	whr	Male
13421_17	positive	whr	Male
13422_66	positive	whr	Male
13423_94	positive	whr	Male
13427_66	positive	whr	Male
13430_50	positive	whr	Male
13431_74	positive	whr	Male
13436_54	positive	whr	Male
13438_115	positive	whr	Male
13439_6	positive	whr	Male
13441_30	positive	whr	Male
13447_42	positive	whr	Male
13449_25	positive	whr	Male
13451_2	positive	whr	Male
13452_113	positive	whr	Male
13453_2	positive	whr	Male
13457_33	positive	whr	Male
13459_30	positive	whr	Male
13460_4	negative	whr	Male
13463_1	positive	whr	Male
13464_8	positive	whr	Male
13465_5	positive	whr	Male
13468_5	positive	whr	Male
13470_43	positive	whr	Male
13473_55	positive	whr	Male
13476_16	positive	whr	Male
13479_8	positive	whr	Male
13481_24	positive	whr	Male
13482_14	positive	whr	Male
13484_69	positive	whr	Male
13485_20	positive	whr	Male
13486_9	positive	whr	Male
13490_1	positive	whr	Male
13491_40	positive	whr	Male
13492_44	positive	whr	Male
13493_5	positive	whr	Male
13494_6	positive	whr	Male
13495_48	positive	whr	Male
13496_19	positive	whr	Male
13498_1	positive	whr	Male
13499_30	positive	whr	Male
13501_10	positive	whr	Male
13502_2	positive	whr	Male
13506_10	positive	whr	Male
13507_51	positive	whr	Male
13509_5	positive	whr	Male
13510_7	positive	whr	Male
13511_29	positive	whr	Male
13512_28	positive	whr	Male
13513_174	positive	whr	Male
13514_121	positive	whr	Male
13515_8	positive	whr	Male
13516_46	negative	whr	Male
13517_3	positive	whr	Male
13518_5	positive	whr	Male
13519_112	positive	whr	Male
13522_20	positive	whr	Male
13524_25	negative	whr	Male
13525_17	positive	whr	Male
13526_5	positive	whr	Male
13529_39	positive	whr	Male
13530_5	positive	whr	Male
13532_25	positive	whr	Male
13534_20	positive	whr	Male
13535_2	positive	whr	Male
13536_56	positive	whr	Male
13539_131	positive	whr	Male
13540_1	positive	whr	Male
13541_1	positive	whr	Male
13547_5	positive	whr	Male
13548_53	positive	whr	Male
13549_15	positive	whr	Male
13552_7	positive	whr	Male
13553_4	positive	whr	Male
13554_78	positive	whr	Male
13557_3	positive	whr	Male
13563_259	positive	whr	Male
13565_2	positive	whr	Male
13567_1	positive	whr	Male
13568_30	positive	whr	Male
13572_43	positive	whr	Male
13574_50	positive	whr	Male
13575_40	positive	whr	Male
13577_25	positive	whr	Male
13580_2	positive	whr	Male
13583_19	positive	whr	Male
13588_11	positive	whr	Male
13589_10	positive	whr	Male
13590_1	positive	whr	Male
13591_31	positive	whr	Male
13596_3	positive	whr	Male
13602_6	positive	whr	Male
13603_7	positive	whr	Male
13604_27	positive	whr	Male
13605_16	positive	whr	Male
13610_9	positive	whr	Male
13612_7	positive	whr	Male
13613_23	positive	whr	Male
13614_6	positive	whr	Male
13621_31	positive	whr	Male
13623_4	positive	whr	Male
13625_19	positive	whr	Male
13628_58	positive	whr	Male
13631_1	positive	whr	Male
13645_14	positive	whr	Male
13650_11	positive	whr	Male
13652_2	positive	whr	Male
13653_335	positive	whr	Male
13655_34	positive	whr	Male
13659_36	positive	whr	Male
13665_35	positive	whr	Male
13669_6	positive	whr	Male
13671_40	positive	whr	Male
13672_3	positive	whr	Male
13680_3	positive	whr	Male
13681_173	positive	whr	Male
13682_47	positive	whr	Male
13686_2	positive	whr	Male
13688_2	positive	whr	Male
13689_2	positive	whr	Male
13697_51	positive	whr	Male
13698_28	positive	whr	Male
13704_5	positive	whr	Male
13711_10	positive	whr	Male
13717_15	positive	whr	Male
13726_4	positive	whr	Male
13728_19	positive	whr	Male
13733_5	positive	whr	Male
13735_1	positive	whr	Male
13738_8	positive	whr	Male
13743_56	positive	whr	Male
13745_10	positive	whr	Male
13748_4	positive	whr	Male
13926_1	positive	whr	Male
13931_22	positive	whr	Male
13932_45	positive	whr	Male
13933_276	positive	whr	Male
13934_3	positive	whr	Male
13936_24	positive	whr	Male
13937_75	positive	whr	Male
13939_14	positive	whr	Male
13940_19	positive	whr	Male
13941_82	positive	whr	Male
13942_140	positive	whr	Male
13943_38	positive	whr	Male
13944_3	negative	whr	Male
13946_8	positive	whr	Male
13948_50	positive	whr	Male
13955_33	positive	whr	Male
13958_5	positive	whr	Male
13960_15	positive	whr	Male
13961_18	positive	whr	Male
13966_30	positive	whr	Male
13967_14	positive	whr	Male
13969_24	positive	whr	Male
13972_4	positive	whr	Male
13977_28	positive	whr	Male
13978_122	positive	whr	Male
13984_23	positive	whr	Male
13985_12	positive	whr	Male
13990_1	positive	whr	Male
13991_47	positive	whr	Male
13992_12	positive	whr	Male
13994_1	positive	whr	Male
13996_16	positive	whr	Male
13998_26	positive	whr	Male
14005_2	positive	whr	Male
14012_17	positive	whr	Male
14013_11	positive	whr	Male
14019_73	positive	whr	Male
14021_81	positive	whr	Male
14024_196	positive	whr	Male
14025_18	positive	whr	Male
14026_24	positive	whr	Male
14028_22	positive	whr	Male
14029_42	positive	whr	Male
14034_22	positive	whr	Male
14035_13	positive	whr	Male
14036_116	positive	whr	Male
14037_18	positive	whr	Male
14039_33	positive	whr	Male
14043_12	positive	whr	Male
14047_78	positive	whr	Male
14051_54	positive	whr	Male
14052_26	positive	whr	Male
14054_17	positive	whr	Male
14056_4	positive	whr	Male
14061_48	positive	whr	Male
14063_17	positive	whr	Male
14066_49	positive	whr	Male
14067_6	positive	whr	Male
14070_56	positive	whr	Male
14074_2	positive	whr	Male
14079_14	positive	whr	Male
14090_23	positive	whr	Male
14093_10	positive	whr	Male
14095_1	positive	whr	Male
14098_28	positive	whr	Male
14111_15	positive	whr	Male
14112_40	positive	whr	Male
14114_18	negative	whr	Male
14121_24	positive	whr	Male
14122_132	positive	whr	Male
14123_34	positive	whr	Male
14127_240	positive	whr	Male
14128_121	positive	whr	Male
14129_1	positive	whr	Male
14132_21	positive	whr	Male
14135_3	positive	whr	Male
14139_16	positive	whr	Male
14143_8	positive	whr	Male
14146_92	positive	whr	Male
14149_9	positive	whr	Male
14157_21	positive	whr	Male
14158_17	negative	whr	Male
14175_78	positive	whr	Male
14178_18	negative	whr	Male
14186_13	positive	whr	Male
14192_31	positive	whr	Male
14197_2	positive	whr	Male
14226_120	positive	whr	Male
14229_5	positive	whr	Male
14245_195	positive	whr	Male
14249_68	positive	whr	Male
14250_115	positive	whr	Male
14260_112	positive	whr	Male
14268_4	positive	whr	Male
14273_19	positive	whr	Male
14284_23	positive	whr	Male
14286_2	positive	whr	Male
14309_8	positive	whr	Male
14314_6	positive	whr	Male
14324_52	positive	whr	Male
14326_4	positive	whr	Male
14329_4	positive	whr	Male
14331_262	positive	whr	Male
14337_1	positive	whr	Male
14341_8	positive	whr	Male
14583_49	positive	whr	Male
14587_16	positive	whr	Male
14593_152	positive	whr	Male
14597_5	positive	whr	Male
14603_51	positive	whr	Male
14614_41	negative	whr	Male
14615_46	positive	whr	Male
14618_26	negative	whr	Male
14619_8	positive	whr	Male
14624_51	positive	whr	Male
14631_22	positive	whr	Male
14633_26	positive	whr	Male
14636_25	positive	whr	Male
14645_253	positive	whr	Male
14655_1	positive	whr	Male
14663_44	positive	whr	Male
14670_1	positive	whr	Male
14674_63	positive	whr	Male
