sequence_id	direction_group	exposure	group
3620_67	positive	whradjbmi	Female
18189_12	positive	whradjbmi	Female
7790_21	positive	whradjbmi	Female
9839_148	positive	whradjbmi	Female
16302_11	positive	whradjbmi	Female
14121_24	positive	whradjbmi	Female
14012_17	positive	whradjbmi	Female
19289_29	positive	whradjbmi	Female
15312_14	positive	whradjbmi	Female
8980_19	positive	whradjbmi	Female
9125_23	positive	whradjbmi	Female
13388_57	positive	whradjbmi	Female
7976_19	positive	whradjbmi	Female
6234_74	negative	whradjbmi	Female
7245_2	positive	whradjbmi	Female
2683_1	positive	whradjbmi	Female
18842_24	positive	whradjbmi	Female
18156_7	positive	whradjbmi	Female
9074_6	positive	whradjbmi	Female
19617_5	positive	whradjbmi	Female
3473_78	positive	whradjbmi	Female
5870_23	positive	whradjbmi	Female
10565_19	negative	whradjbmi	Female
4188_1	positive	whradjbmi	Female
3313_21	positive	whradjbmi	Female
6447_73	positive	whradjbmi	Female
15358_28	negative	whradjbmi	Female
7191_32	positive	whradjbmi	Female
3041_55	positive	whradjbmi	Female
13704_5	positive	whradjbmi	Female
7993_23	positive	whradjbmi	Female
7741_111	positive	whradjbmi	Female
8261_51	positive	whradjbmi	Female
9220_7	positive	whradjbmi	Female
14619_8	positive	whradjbmi	Female
15326_64	positive	whradjbmi	Female
17816_58	positive	whradjbmi	Female
10637_50	positive	whradjbmi	Female
16867_76	positive	whradjbmi	Female
3294_55	positive	whradjbmi	Female
15608_5	positive	whradjbmi	Female
12515_45	positive	whradjbmi	Female
12684_5	positive	whradjbmi	Female
9219_70	positive	whradjbmi	Female
15385_116	positive	whradjbmi	Female
4964_67	positive	whradjbmi	Female
7997_118	positive	whradjbmi	Female
7809_22	positive	whradjbmi	Female
9932_49	positive	whradjbmi	Female
13498_1	positive	whradjbmi	Female
11275_94	positive	whradjbmi	Female
17822_57	positive	whradjbmi	Female
12333_87	positive	whradjbmi	Female
2747_3	positive	whradjbmi	Female
17329_2	positive	whradjbmi	Female
8520_8	positive	whradjbmi	Female
7755_37	positive	whradjbmi	Female
5410_53	positive	whradjbmi	Female
18304_19	positive	whradjbmi	Female
13944_3	positive	whradjbmi	Female
5229_90	positive	whradjbmi	Female
9196_8	positive	whradjbmi	Female
9964_10	positive	whradjbmi	Female
11480_1	positive	whradjbmi	Female
13535_2	positive	whradjbmi	Female
16781_2	positive	whradjbmi	Female
9936_27	positive	whradjbmi	Female
10490_3	positive	whradjbmi	Female
17138_8	positive	whradjbmi	Female
18932_84	positive	whradjbmi	Female
9333_59	positive	whradjbmi	Female
12453_161	positive	whradjbmi	Female
10075_75	positive	whradjbmi	Female
2714_78	positive	whradjbmi	Female
5879_51	positive	whradjbmi	Female
8066_38	positive	whradjbmi	Female
9004_24	positive	whradjbmi	Female
8974_172	negative	whradjbmi	Female
6434_18	positive	whradjbmi	Female
9234_8	positive	whradjbmi	Female
15539_15	negative	whradjbmi	Female
9111_40	positive	whradjbmi	Female
11563_51	positive	whradjbmi	Female
14324_52	positive	whradjbmi	Female
10817_26	negative	whradjbmi	Female
9951_36	positive	whradjbmi	Female
17366_6	positive	whradjbmi	Female
3832_51	positive	whradjbmi	Female
8340_9	positive	whradjbmi	Female
6508_68	positive	whradjbmi	Female
5262_57	positive	whradjbmi	Female
5735_54	positive	whradjbmi	Female
5456_59	positive	whradjbmi	Female
2247_20	positive	whradjbmi	Female
4476_22	negative	whradjbmi	Female
7754_11	positive	whradjbmi	Female
17671_58	positive	whradjbmi	Female
2943_5	positive	whradjbmi	Female
17811_78	positive	whradjbmi	Female
5014_49	positive	whradjbmi	Female
7110_2	positive	whradjbmi	Female
8840_61	positive	whradjbmi	Female
17344_23	positive	whradjbmi	Female
14318_1	positive	whradjbmi	Female
3065_65	positive	whradjbmi	Female
18888_37	positive	whradjbmi	Female
9872_23	positive	whradjbmi	Female
18316_75	positive	whradjbmi	Female
10346_5	positive	whradjbmi	Female
15587_20	negative	whradjbmi	Female
18181_2	positive	whradjbmi	Female
4963_19	positive	whradjbmi	Female
5867_60	positive	whradjbmi	Female
18921_30	positive	whradjbmi	Female
6496_60	positive	whradjbmi	Female
3427_63	positive	whradjbmi	Female
10006_25	positive	whradjbmi	Female
19311_15	positive	whradjbmi	Female
12454_105	positive	whradjbmi	Female
14094_29	positive	whradjbmi	Female
5606_24	positive	whradjbmi	Female
8328_9	positive	whradjbmi	Female
12940_35	positive	whradjbmi	Female
16593_3	positive	whradjbmi	Female
9742_59	positive	whradjbmi	Female
13958_5	positive	whradjbmi	Female
13464_8	positive	whradjbmi	Female
2819_23	negative	whradjbmi	Female
8681_93	positive	whradjbmi	Female
18173_11	positive	whradjbmi	Female
7932_23	positive	whradjbmi	Female
4258_15	positive	whradjbmi	Female
10462_14	positive	whradjbmi	Female
3314_74	positive	whradjbmi	Female
13530_5	positive	whradjbmi	Female
17791_25	positive	whradjbmi	Female
15471_29	positive	whradjbmi	Female
19392_6	positive	whradjbmi	Female
7141_21	positive	whradjbmi	Female
16892_23	negative	whradjbmi	Female
13240_170	positive	whradjbmi	Female
6715_63	positive	whradjbmi	Female
13474_40	positive	whradjbmi	Female
8074_32	positive	whradjbmi	Female
4867_15	positive	whradjbmi	Female
12493_42	positive	whradjbmi	Female
19373_3	positive	whradjbmi	Female
15610_72	positive	whradjbmi	Female
7968_15	negative	whradjbmi	Female
5654_70	negative	whradjbmi	Female
19558_10	negative	whradjbmi	Female
2979_8	positive	whradjbmi	Female
12553_5	positive	whradjbmi	Female
6621_10	positive	whradjbmi	Female
14616_16	positive	whradjbmi	Female
8383_20	positive	whradjbmi	Female
11284_24	positive	whradjbmi	Female
17436_193	positive	whradjbmi	Female
5363_51	negative	whradjbmi	Female
4209_60	positive	whradjbmi	Female
19169_88	positive	whradjbmi	Female
4453_83	positive	whradjbmi	Female
7943_16	positive	whradjbmi	Female
7983_1	positive	whradjbmi	Female
11214_40	positive	whradjbmi	Female
15436_40	positive	whradjbmi	Female
13645_14	positive	whradjbmi	Female
13657_2	positive	whradjbmi	Female
3007_7	negative	whradjbmi	Female
4455_89	positive	whradjbmi	Female
12878_60	positive	whradjbmi	Female
18322_15	positive	whradjbmi	Female
11117_2	positive	whradjbmi	Female
15686_49	positive	whradjbmi	Female
2665_26	positive	whradjbmi	Female
11381_56	positive	whradjbmi	Female
10076_1	positive	whradjbmi	Female
6228_58	positive	whradjbmi	Female
13468_5	positive	whradjbmi	Female
14035_13	positive	whradjbmi	Female
6440_31	positive	whradjbmi	Female
3860_7	positive	whradjbmi	Female
5138_50	positive	whradjbmi	Female
14045_12	positive	whradjbmi	Female
13724_27	positive	whradjbmi	Female
19367_34	positive	whradjbmi	Female
16914_104	negative	whradjbmi	Female
7179_69	positive	whradjbmi	Female
9044_1	positive	whradjbmi	Female
18185_118	positive	whradjbmi	Female
8008_28	positive	whradjbmi	Female
6624_94	positive	whradjbmi	Female
7638_30	positive	whradjbmi	Female
10974_20	negative	whradjbmi	Female
6912_6	positive	whradjbmi	Female
16823_75	positive	whradjbmi	Female
13549_15	positive	whradjbmi	Female
2754_50	positive	whradjbmi	Female
13590_1	positive	whradjbmi	Female
11649_3	positive	whradjbmi	Female
9171_11	positive	whradjbmi	Female
12879_5	positive	whradjbmi	Female
8587_21	positive	whradjbmi	Female
13672_3	positive	whradjbmi	Female
6086_15	positive	whradjbmi	Female
2811_27	positive	whradjbmi	Female
5095_21	positive	whradjbmi	Female
7835_2	positive	whradjbmi	Female
12882_7	positive	whradjbmi	Female
9076_25	negative	whradjbmi	Female
13044_5	positive	whradjbmi	Female
19327_31	positive	whradjbmi	Female
2516_57	positive	whradjbmi	Female
16298_84	positive	whradjbmi	Female
15693_9	positive	whradjbmi	Female
9097_5	positive	whradjbmi	Female
3365_7	positive	whradjbmi	Female
13411_21	positive	whradjbmi	Female
3292_75	negative	whradjbmi	Female
5715_4	positive	whradjbmi	Female
11134_30	positive	whradjbmi	Female
5000_52	positive	whradjbmi	Female
15367_38	negative	whradjbmi	Female
14705_1	negative	whradjbmi	Female
15666_21	positive	whradjbmi	Female
9475_22	positive	whradjbmi	Female
11616_9	positive	whradjbmi	Female
15641_20	positive	whradjbmi	Female
12400_25	positive	whradjbmi	Female
10454_99	positive	whradjbmi	Female
12709_63	positive	whradjbmi	Female
7916_10	positive	whradjbmi	Female
9595_11	positive	whradjbmi	Female
9173_21	positive	whradjbmi	Female
11103_24	positive	whradjbmi	Female
4487_1	positive	whradjbmi	Female
18386_36	positive	whradjbmi	Female
4184_43	positive	whradjbmi	Female
3037_62	positive	whradjbmi	Female
11530_37	positive	whradjbmi	Female
6399_52	positive	whradjbmi	Female
7060_2	positive	whradjbmi	Female
11112_18	positive	whradjbmi	Female
9849_13	positive	whradjbmi	Female
11352_42	positive	whradjbmi	Female
6372_7	positive	whradjbmi	Female
6238_55	positive	whradjbmi	Female
6962_5	positive	whradjbmi	Female
8931_124	positive	whradjbmi	Female
6929_10	positive	whradjbmi	Female
17156_72	negative	whradjbmi	Female
4883_56	positive	whradjbmi	Female
13552_7	positive	whradjbmi	Female
15607_56	positive	whradjbmi	Female
17672_184	positive	whradjbmi	Female
11716_28	positive	whradjbmi	Female
19448_104	positive	whradjbmi	Female
12363_70	positive	whradjbmi	Female
13623_4	positive	whradjbmi	Female
5070_76	positive	whradjbmi	Female
7020_13	positive	whradjbmi	Female
14129_1	positive	whradjbmi	Female
15324_58	positive	whradjbmi	Female
6069_71	positive	whradjbmi	Female
13460_4	negative	whradjbmi	Female
12847_27	positive	whradjbmi	Female
7767_1	positive	whradjbmi	Female
9876_20	positive	whradjbmi	Female
3132_1	positive	whradjbmi	Female
3607_71	negative	whradjbmi	Female
18309_18	positive	whradjbmi	Female
5682_13	negative	whradjbmi	Female
17728_61	positive	whradjbmi	Female
10977_55	positive	whradjbmi	Female
6060_2	positive	whradjbmi	Female
14149_9	positive	whradjbmi	Female
4785_30	positive	whradjbmi	Female
3773_15	positive	whradjbmi	Female
17778_19	positive	whradjbmi	Female
3630_27	negative	whradjbmi	Female
12821_6	positive	whradjbmi	Female
2952_75	negative	whradjbmi	Female
12885_42	positive	whradjbmi	Female
9027_10	positive	whradjbmi	Female
11486_26	positive	whradjbmi	Female
4294_16	positive	whradjbmi	Female
3538_26	positive	whradjbmi	Female
13688_2	positive	whradjbmi	Female
8079_39	positive	whradjbmi	Female
9580_5	positive	whradjbmi	Female
12406_119	positive	whradjbmi	Female
10762_2	positive	whradjbmi	Female
3332_57	positive	whradjbmi	Female
9994_217	positive	whradjbmi	Female
8882_1	positive	whradjbmi	Female
5475_10	positive	whradjbmi	Female
14273_19	positive	whradjbmi	Female
9366_54	positive	whradjbmi	Female
8303_102	positive	whradjbmi	Female
6373_54	positive	whradjbmi	Female
2823_7	positive	whradjbmi	Female
3499_77	positive	whradjbmi	Female
13459_30	positive	whradjbmi	Female
14061_48	positive	whradjbmi	Female
3364_76	positive	whradjbmi	Female
9511_61	positive	whradjbmi	Female
5035_7	positive	whradjbmi	Female
9983_97	positive	whradjbmi	Female
3206_4	negative	whradjbmi	Female
18942_11	positive	whradjbmi	Female
19366_8	positive	whradjbmi	Female
9769_48	positive	whradjbmi	Female
5602_62	positive	whradjbmi	Female
17857_6	positive	whradjbmi	Female
7696_3	positive	whradjbmi	Female
15430_165	positive	whradjbmi	Female
14287_6	positive	whradjbmi	Female
5465_32	positive	whradjbmi	Female
13495_48	positive	whradjbmi	Female
11422_2	positive	whradjbmi	Female
14051_54	positive	whradjbmi	Female
6207_10	positive	whradjbmi	Female
13513_174	positive	whradjbmi	Female
10981_56	positive	whradjbmi	Female
10612_18	positive	whradjbmi	Female
11433_11	positive	whradjbmi	Female
12575_30	positive	whradjbmi	Female
14011_17	positive	whradjbmi	Female
6395_58	positive	whradjbmi	Female
7157_22	positive	whradjbmi	Female
10713_151	positive	whradjbmi	Female
17400_71	positive	whradjbmi	Female
16916_19	negative	whradjbmi	Female
7761_125	positive	whradjbmi	Female
19270_26	positive	whradjbmi	Female
4995_16	positive	whradjbmi	Female
12401_3	positive	whradjbmi	Female
9495_10	positive	whradjbmi	Female
8967_6	positive	whradjbmi	Female
6555_58	positive	whradjbmi	Female
10024_44	positive	whradjbmi	Female
13990_1	positive	whradjbmi	Female
7873_32	positive	whradjbmi	Female
5085_18	positive	whradjbmi	Female
8035_6	positive	whradjbmi	Female
3592_4	positive	whradjbmi	Female
12529_32	positive	whradjbmi	Female
10081_17	positive	whradjbmi	Female
17199_43	positive	whradjbmi	Female
2876_74	positive	whradjbmi	Female
15453_3	positive	whradjbmi	Female
19197_95	positive	whradjbmi	Female
13711_10	positive	whradjbmi	Female
6920_1	negative	whradjbmi	Female
13570_43	positive	whradjbmi	Female
8893_29	positive	whradjbmi	Female
18175_65	positive	whradjbmi	Female
15495_9	positive	whradjbmi	Female
8345_27	positive	whradjbmi	Female
6117_4	positive	whradjbmi	Female
12580_7	positive	whradjbmi	Female
17821_20	positive	whradjbmi	Female
9941_70	positive	whradjbmi	Female
6951_26	positive	whradjbmi	Female
12888_18	positive	whradjbmi	Female
15435_4	positive	whradjbmi	Female
16060_99	positive	whradjbmi	Female
17441_4	positive	whradjbmi	Female
18859_7	positive	whradjbmi	Female
17737_7	positive	whradjbmi	Female
18387_7	positive	whradjbmi	Female
8235_48	negative	whradjbmi	Female
3627_71	positive	whradjbmi	Female
14713_46	positive	whradjbmi	Female
8347_222	positive	whradjbmi	Female
3452_17	positive	whradjbmi	Female
8929_7	positive	whradjbmi	Female
6267_51	positive	whradjbmi	Female
18824_7	positive	whradjbmi	Female
13133_73	negative	whradjbmi	Female
3342_76	positive	whradjbmi	Female
13622_16	positive	whradjbmi	Female
9897_9	positive	whradjbmi	Female
19561_216	positive	whradjbmi	Female
3305_6	negative	whradjbmi	Female
3809_1	positive	whradjbmi	Female
4194_26	positive	whradjbmi	Female
4834_61	negative	whradjbmi	Female
12713_365	positive	whradjbmi	Female
19122_47	positive	whradjbmi	Female
6577_64	positive	whradjbmi	Female
4911_49	negative	whradjbmi	Female
9251_28	positive	whradjbmi	Female
17347_80	positive	whradjbmi	Female
13494_6	positive	whradjbmi	Female
5491_12	positive	whradjbmi	Female
6937_251	positive	whradjbmi	Female
14066_49	positive	whradjbmi	Female
12980_31	positive	whradjbmi	Female
12329_21	positive	whradjbmi	Female
5238_26	positive	whradjbmi	Female
9830_109	positive	whradjbmi	Female
10563_13	positive	whradjbmi	Female
7132_55	positive	whradjbmi	Female
9802_27	positive	whradjbmi	Female
3222_11	positive	whradjbmi	Female
18871_24	negative	whradjbmi	Female
12432_23	positive	whradjbmi	Female
15447_45	positive	whradjbmi	Female
13691_10	positive	whradjbmi	Female
19147_6	positive	whradjbmi	Female
13449_25	positive	whradjbmi	Female
6450_8	positive	whradjbmi	Female
9928_125	positive	whradjbmi	Female
17712_7	positive	whradjbmi	Female
7085_81	positive	whradjbmi	Female
13481_24	positive	whradjbmi	Female
5988_49	positive	whradjbmi	Female
7903_18	positive	whradjbmi	Female
11544_39	positive	whradjbmi	Female
9391_60	positive	whradjbmi	Female
8874_53	positive	whradjbmi	Female
13960_15	positive	whradjbmi	Female
11120_49	positive	whradjbmi	Female
12954_71	positive	whradjbmi	Female
2524_56	positive	whradjbmi	Female
2816_50	negative	whradjbmi	Female
4548_4	positive	whradjbmi	Female
9986_14	negative	whradjbmi	Female
15522_2	negative	whradjbmi	Female
17696_1	positive	whradjbmi	Female
7891_45	positive	whradjbmi	Female
18916_25	positive	whradjbmi	Female
12759_47	positive	whradjbmi	Female
13942_140	positive	whradjbmi	Female
11549_6	positive	whradjbmi	Female
17812_2	positive	whradjbmi	Female
14226_120	positive	whradjbmi	Female
14283_12	positive	whradjbmi	Female
14047_78	positive	whradjbmi	Female
5843_60	negative	whradjbmi	Female
6974_6	positive	whradjbmi	Female
12644_63	positive	whradjbmi	Female
6274_15	positive	whradjbmi	Female
13655_34	positive	whradjbmi	Female
4359_87	positive	whradjbmi	Female
12705_9	positive	whradjbmi	Female
12332_7	positive	whradjbmi	Female
8391_12	positive	whradjbmi	Female
10714_7	positive	whradjbmi	Female
19271_64	positive	whradjbmi	Female
12557_18	positive	whradjbmi	Female
12670_15	positive	whradjbmi	Female
5586_66	positive	whradjbmi	Female
14662_6	negative	whradjbmi	Female
8034_6	positive	whradjbmi	Female
9049_2	positive	whradjbmi	Female
13557_3	positive	whradjbmi	Female
3171_57	positive	whradjbmi	Female
2693_20	negative	whradjbmi	Female
19142_39	positive	whradjbmi	Female
12486_8	positive	whradjbmi	Female
14095_1	positive	whradjbmi	Female
11556_19	positive	whradjbmi	Female
17785_11	positive	whradjbmi	Female
3057_55	positive	whradjbmi	Female
11626_7	positive	whradjbmi	Female
5134_52	negative	whradjbmi	Female
7953_20	positive	whradjbmi	Female
9738_7	positive	whradjbmi	Female
11421_10	positive	whradjbmi	Female
16803_4	negative	whradjbmi	Female
3796_79	positive	whradjbmi	Female
6400_33	positive	whradjbmi	Female
6255_74	positive	whradjbmi	Female
4925_54	positive	whradjbmi	Female
10451_11	positive	whradjbmi	Female
10063_10	positive	whradjbmi	Female
17231_1	negative	whradjbmi	Female
6280_11	positive	whradjbmi	Female
3758_68	positive	whradjbmi	Female
12787_47	positive	whradjbmi	Female
8872_1	positive	whradjbmi	Female
18886_28	positive	whradjbmi	Female
17747_45	positive	whradjbmi	Female
8367_142	positive	whradjbmi	Female
9547_29	positive	whradjbmi	Female
9865_40	positive	whradjbmi	Female
7875_86	positive	whradjbmi	Female
12436_84	positive	whradjbmi	Female
11347_9	positive	whradjbmi	Female
6415_90	positive	whradjbmi	Female
7246_4	positive	whradjbmi	Female
12535_2	positive	whradjbmi	Female
6606_61	positive	whradjbmi	Female
8800_14	positive	whradjbmi	Female
8973_23	negative	whradjbmi	Female
14048_7	negative	whradjbmi	Female
9853_3	positive	whradjbmi	Female
8429_16	positive	whradjbmi	Female
18348_89	positive	whradjbmi	Female
7234_12	positive	whradjbmi	Female
5249_31	positive	whradjbmi	Female
13544_9	positive	whradjbmi	Female
5618_50	positive	whradjbmi	Female
18172_71	positive	whradjbmi	Female
13947_371	positive	whradjbmi	Female
11590_5	positive	whradjbmi	Female
11071_1	positive	whradjbmi	Female
15303_63	positive	whradjbmi	Female
9012_1	positive	whradjbmi	Female
3003_29	positive	whradjbmi	Female
16551_14	positive	whradjbmi	Female
7048_4	positive	whradjbmi	Female
13673_21	positive	whradjbmi	Female
7050_5	negative	whradjbmi	Female
8954_30	positive	whradjbmi	Female
12651_21	positive	whradjbmi	Female
5029_3	positive	whradjbmi	Female
4392_54	positive	whradjbmi	Female
12617_2	positive	whradjbmi	Female
9255_5	positive	whradjbmi	Female
9532_5	positive	whradjbmi	Female
12708_91	positive	whradjbmi	Female
11207_3	positive	whradjbmi	Female
3341_33	positive	whradjbmi	Female
9106_87	positive	whradjbmi	Female
16922_53	positive	whradjbmi	Female
15675_3	negative	whradjbmi	Female
4145_58	positive	whradjbmi	Female
12727_7	positive	whradjbmi	Female
18400_52	positive	whradjbmi	Female
10569_28	positive	whradjbmi	Female
8253_2	positive	whradjbmi	Female
7864_3	positive	whradjbmi	Female
10959_125	positive	whradjbmi	Female
12801_33	positive	whradjbmi	Female
10939_16	positive	whradjbmi	Female
3418_12	positive	whradjbmi	Female
3761_4	positive	whradjbmi	Female
3593_72	positive	whradjbmi	Female
12625_138	positive	whradjbmi	Female
11122_97	positive	whradjbmi	Female
19364_163	positive	whradjbmi	Female
2421_7	positive	whradjbmi	Female
7960_53	positive	whradjbmi	Female
5478_50	positive	whradjbmi	Female
9319_59	positive	whradjbmi	Female
3603_60	positive	whradjbmi	Female
17675_17	positive	whradjbmi	Female
12551_3	positive	whradjbmi	Female
4840_73	positive	whradjbmi	Female
5227_60	positive	whradjbmi	Female
15594_47	positive	whradjbmi	Female
2871_73	negative	whradjbmi	Female
17789_1	positive	whradjbmi	Female
6039_24	positive	whradjbmi	Female
4159_130	positive	whradjbmi	Female
12756_3	positive	whradjbmi	Female
9931_20	positive	whradjbmi	Female
19281_86	positive	whradjbmi	Female
7082_2	positive	whradjbmi	Female
15476_6	positive	whradjbmi	Female
5801_72	positive	whradjbmi	Female
3585_54	negative	whradjbmi	Female
4429_51	positive	whradjbmi	Female
7064_2	positive	whradjbmi	Female
14005_2	positive	whradjbmi	Female
10842_7	positive	whradjbmi	Female
11542_11	positive	whradjbmi	Female
8390_25	positive	whradjbmi	Female
5631_83	positive	whradjbmi	Female
9880_33	positive	whradjbmi	Female
18891_98	positive	whradjbmi	Female
12650_43	positive	whradjbmi	Female
6556_5	positive	whradjbmi	Female
11205_10	positive	whradjbmi	Female
6600_70	positive	whradjbmi	Female
10440_26	negative	whradjbmi	Female
17403_14	positive	whradjbmi	Female
6049_64	negative	whradjbmi	Female
13671_40	negative	whradjbmi	Female
5627_53	positive	whradjbmi	Female
6351_55	positive	whradjbmi	Female
8863_3	positive	whradjbmi	Female
18232_42	positive	whradjbmi	Female
7148_42	positive	whradjbmi	Female
18321_38	positive	whradjbmi	Female
6398_12	positive	whradjbmi	Female
12374_8	positive	whradjbmi	Female
9060_27	positive	whradjbmi	Female
12716_3	positive	whradjbmi	Female
7124_18	positive	whradjbmi	Female
8870_38	positive	whradjbmi	Female
13378_80	positive	whradjbmi	Female
9916_146	negative	whradjbmi	Female
15395_15	positive	whradjbmi	Female
4718_5	positive	whradjbmi	Female
17158_17	positive	whradjbmi	Female
16923_20	positive	whradjbmi	Female
3284_75	positive	whradjbmi	Female
16760_2	positive	whradjbmi	Female
5253_1	positive	whradjbmi	Female
17380_2	positive	whradjbmi	Female
12875_28	positive	whradjbmi	Female
6593_5	positive	whradjbmi	Female
11198_37	positive	whradjbmi	Female
2719_3	positive	whradjbmi	Female
5354_11	positive	whradjbmi	Female
7747_47	positive	whradjbmi	Female
14013_11	positive	whradjbmi	Female
9774_59	positive	whradjbmi	Female
16913_8	positive	whradjbmi	Female
12367_52	positive	whradjbmi	Female
19258_24	positive	whradjbmi	Female
4997_19	positive	whradjbmi	Female
8832_55	positive	whradjbmi	Female
8275_31	negative	whradjbmi	Female
12594_5	positive	whradjbmi	Female
12768_3	positive	whradjbmi	Female
6622_90	positive	whradjbmi	Female
15441_6	negative	whradjbmi	Female
7019_13	positive	whradjbmi	Female
8960_3	positive	whradjbmi	Female
5719_66	positive	whradjbmi	Female
8016_19	positive	whradjbmi	Female
16810_3	positive	whradjbmi	Female
3628_3	negative	whradjbmi	Female
8837_8	positive	whradjbmi	Female
14618_26	negative	whradjbmi	Female
13039_1	positive	whradjbmi	Female
9215_117	positive	whradjbmi	Female
15465_79	positive	whradjbmi	Female
12352_70	positive	whradjbmi	Female
9829_91	positive	whradjbmi	Female
4876_32	positive	whradjbmi	Female
16883_57	positive	whradjbmi	Female
12864_9	positive	whradjbmi	Female
5468_67	positive	whradjbmi	Female
5707_55	positive	whradjbmi	Female
19114_8	positive	whradjbmi	Female
8907_11	positive	whradjbmi	Female
12699_28	positive	whradjbmi	Female
7742_11	positive	whradjbmi	Female
7189_55	positive	whradjbmi	Female
3173_49	positive	whradjbmi	Female
6304_8	positive	whradjbmi	Female
12471_47	positive	whradjbmi	Female
3322_52	positive	whradjbmi	Female
13229_20	positive	whradjbmi	Female
14603_51	positive	whradjbmi	Female
6923_1	positive	whradjbmi	Female
17140_57	positive	whradjbmi	Female
17345_12	positive	whradjbmi	Female
13509_5	positive	whradjbmi	Female
15504_39	positive	whradjbmi	Female
12743_18	positive	whradjbmi	Female
5669_26	positive	whradjbmi	Female
8601_167	positive	whradjbmi	Female
9524_46	positive	whradjbmi	Female
13634_209	positive	whradjbmi	Female
8243_55	positive	whradjbmi	Female
2925_9	positive	whradjbmi	Female
9412_52	positive	whradjbmi	Female
18832_65	negative	whradjbmi	Female
8258_22	positive	whradjbmi	Female
9826_135	positive	whradjbmi	Female
8043_153	positive	whradjbmi	Female
5900_11	positive	whradjbmi	Female
5483_1	positive	whradjbmi	Female
9128_34	positive	whradjbmi	Female
18330_7	positive	whradjbmi	Female
11490_42	positive	whradjbmi	Female
14131_37	negative	whradjbmi	Female
4420_7	positive	whradjbmi	Female
19274_80	positive	whradjbmi	Female
2870_29	positive	whradjbmi	Female
10945_11	positive	whradjbmi	Female
19187_21	positive	whradjbmi	Female
15604_18	positive	whradjbmi	Female
12395_86	positive	whradjbmi	Female
11653_69	positive	whradjbmi	Female
9207_60	positive	whradjbmi	Female
7181_17	positive	whradjbmi	Female
9907_216	positive	whradjbmi	Female
18319_7	positive	whradjbmi	Female
13113_7	negative	whradjbmi	Female
3894_15	positive	whradjbmi	Female
11137_43	positive	whradjbmi	Female
5676_54	positive	whradjbmi	Female
2790_54	positive	whradjbmi	Female
18396_10	positive	whradjbmi	Female
8060_7	positive	whradjbmi	Female
8409_3	positive	whradjbmi	Female
9211_19	positive	whradjbmi	Female
