exposure	direction_group	outcome	group
CBLN4	positive	colon	Male
CC2D1A	NA	colon	Male
CCL11	negative	colon	Male
CCL13	negative	colon	Male
CCL14	negative	colon	Male
CCL15	negative	colon	Male
CCL16	positive	colon	Male
CCL19	positive	colon	Male
CCL24	negative	colon	Male
CCL25	negative	colon	Male
CCL28	negative	colon	Male
CCL3	negative	colon	Male
CCL5	negative	colon	Male
CCL8	negative	colon	Male
CCN1	negative	colon	Male
CCN4	positive	colon	Male
CD163	positive	colon	Male
CD177	negative	colon	Male
CD1C	negative	colon	Male
CD200	negative	colon	Male
CD207	negative	colon	Male
CD22	positive	colon	Male
CD28	negative	colon	Male
CD300C	positive	colon	Male
CD302	positive	colon	Male
CD33	negative	colon	Male
CD38	NA	colon	Male
CD40LG	negative	colon	Male
CD48	negative	colon	Male
CD5	negative	colon	Male
CD55	negative	colon	Male
CD58	negative	colon	Male
CD63	negative	colon	Male
CD69	negative	colon	Male
CD93	negative	colon	Male
CDC27	NA	colon	Male
CDC37	NA	colon	Male
CDH1	negative	colon	Male
CDH15	NA	colon	Male
CDH17	negative	colon	Male
CDH5	negative	colon	Male
CDH6	positive	colon	Male
CDHR1	positive	colon	Male
CDHR2	negative	colon	Male
CEACAM1	positive	colon	Male
CEACAM21	NA	colon	Male
CEACAM3	NA	colon	Male
CEP20	negative	colon	Male
CEP43	positive	colon	Male
CERT	negative	colon	Male
CES2	NA	colon	Male
CHAC2	NA	colon	Male
CHGB	positive	colon	Male
CHI3L1	negative	colon	Male
CHIT1	negative	colon	Male
CHL1	positive	colon	Male
CHMP1A	negative	colon	Male
CHRDL2	positive	colon	Male
CIAPIN1	negative	colon	Male
CKAP4	negative	colon	Male
CLC	negative	colon	Male
CLEC10A	positive	colon	Male
CLEC11A	negative	colon	Male
CLEC1A	negative	colon	Male
CLEC4D	negative	colon	Male
CLEC5A	positive	colon	Male
CLEC6A	positive	colon	Male
CLIP2	NA	colon	Male
CLSTN2	positive	colon	Male
CLUL1	negative	colon	Male
CNDP1	positive	colon	Male
CNPY4	NA	colon	Male
CNST	negative	colon	Male
CNTN2	positive	colon	Male
CNTN3	negative	colon	Male
CNTN5	negative	colon	Male
CNTNAP2	negative	colon	Male
COL18A1	positive	colon	Male
COL4A1	negative	colon	Male
COL6A3	positive	colon	Male
COL9A1	negative	colon	Male
COLEC12	negative	colon	Male
COMP	positive	colon	Male
COMT	NA	colon	Male
CORO1A	negative	colon	Male
COX5B	positive	colon	Male
CPA2	negative	colon	Male
CPB1	positive	colon	Male
CPM	positive	colon	Male
CPVL	positive	colon	Male
CPXM1	negative	colon	Male
CRACR2A	negative	colon	Male
CRADD	negative	colon	Male
CREG1	negative	colon	Male
CRELD2	positive	colon	Male
CRH	positive	colon	Male
CRHBP	negative	colon	Male
CRIP2	negative	colon	Male
CRISP2	positive	colon	Male
CRNN	positive	colon	Male
CRTAC1	NA	colon	Male
CRTAM	negative	colon	Male
CST5	positive	colon	Male
CST6	negative	colon	Male
CTF1	NA	colon	Male
CTRB1	positive	colon	Male
CTSB	positive	colon	Male
CTSC	positive	colon	Male
CTSD	positive	colon	Male
CTSL	negative	colon	Male
CTSZ	negative	colon	Male
CXADR	negative	colon	Male
CXCL1	negative	colon	Male
CXCL12	negative	colon	Male
CXCL13	positive	colon	Male
CXCL14	NA	colon	Male
CXCL3	negative	colon	Male
DAB2	NA	colon	Male
DAG1	negative	colon	Male
DAPP1	NA	colon	Male
DARS1	negative	colon	Male
DBI	positive	colon	Male
DDAH1	negative	colon	Male
DDC	negative	colon	Male
DDR1	positive	colon	Male
DECR1	negative	colon	Male
DEFA1_DEFA1B	positive	colon	Male
DFFA	NA	colon	Male
DIABLO	negative	colon	Male
DKK1	negative	colon	Male
DKK3	negative	colon	Male
DKK4	positive	colon	Male
DKKL1	positive	colon	Male
DNAJB1	negative	colon	Male
DNER	negative	colon	Male
DNMBP	positive	colon	Male
DOK2	negative	colon	Male
DPEP1	positive	colon	Male
DPP4	negative	colon	Male
DPT	NA	colon	Male
DPY30	NA	colon	Male
DRAXIN	negative	colon	Male
DRG2	negative	colon	Male
DSG3	negative	colon	Male
DSG4	negative	colon	Male
DTX3	positive	colon	Male
DUSP3	NA	colon	Male
ECE1	positive	colon	Male
EDAR	positive	colon	Male
EDIL3	NA	colon	Male
EFEMP1	negative	colon	Male
EGF	negative	colon	Male
EGLN1	negative	colon	Male
ELOA	NA	colon	Male
ENG	negative	colon	Male
ENO1	negative	colon	Male
ENO2	negative	colon	Male
ENPP2	negative	colon	Male
ENPP5	negative	colon	Male
ENPP7	positive	colon	Male
ENTPD2	NA	colon	Male
ENTPD5	negative	colon	Male
EPHA1	negative	colon	Male
EPHB4	negative	colon	Male
EPHB6	positive	colon	Male
EPS8L2	negative	colon	Male
ERBIN	NA	colon	Male
ESAM	negative	colon	Male
F11R	negative	colon	Male
F3	negative	colon	Male
F7	negative	colon	Male
F9	NA	colon	Male
FABP1	NA	colon	Male
FABP2	negative	colon	Male
FABP5	NA	colon	Male
FABP6	NA	colon	Male
FADD	positive	colon	Male
FAM3B	positive	colon	Male
FAS	negative	colon	Male
FASLG	negative	colon	Male
FCAR	positive	colon	Male
FCN2	positive	colon	Male
FCRL2	negative	colon	Male
FCRL6	positive	colon	Male
FCRLB	negative	colon	Male
FETUB	negative	colon	Male
FGF19	negative	colon	Male
FGF2	negative	colon	Male
FGF21	negative	colon	Male
FGF23	positive	colon	Male
FGF5	NA	colon	Male
FGFR2	positive	colon	Male
FHIT	NA	colon	Male
FIS1	positive	colon	Male
FKBP1B	negative	colon	Male
FKBP5	negative	colon	Male
FLI1	negative	colon	Male
FLRT2	positive	colon	Male
FLT1	negative	colon	Male
FOLR1	positive	colon	Male
FOXO1	positive	colon	Male
FRZB	NA	colon	Male
FSTL3	NA	colon	Male
FUCA1	negative	colon	Male
FURIN	negative	colon	Male
FUS	NA	colon	Male
FUT3_FUT5	negative	colon	Male
FUT8	negative	colon	Male
FXN	negative	colon	Male
FXYD5	NA	colon	Male
FYB1	NA	colon	Male
GAL	positive	colon	Male
GALNT2	positive	colon	Male
GAS6	negative	colon	Male
GDF2	negative	colon	Male
GFRA2	negative	colon	Male
GFRA3	positive	colon	Male
GGH	negative	colon	Male
GGT1	negative	colon	Male
GGT5	positive	colon	Male
GHRL	negative	colon	Male
GKN1	negative	colon	Male
GLOD4	NA	colon	Male
GLRX	NA	colon	Male
GNLY	positive	colon	Male
GOLM2	positive	colon	Male
GOPC	NA	colon	Male
GP1BA	negative	colon	Male
GP6	negative	colon	Male
GPA33	positive	colon	Male
GPC1	positive	colon	Male
GPC5	negative	colon	Male
GPNMB	positive	colon	Male
GPR37	negative	colon	Male
GRN	positive	colon	Male
GUCA2A	negative	colon	Male
GYS1	negative	colon	Male
HAO1	positive	colon	Male
HARS1	NA	colon	Male
HAVCR2	positive	colon	Male
HBQ1	NA	colon	Male
HCLS1	positive	colon	Male
HDGF	NA	colon	Male
HGF	positive	colon	Male
HLA-DRA	positive	colon	Male
HMOX1	positive	colon	Male
HMOX2	positive	colon	Male
HNMT	positive	colon	Male
HS3ST3B1	positive	colon	Male
HS6ST1	positive	colon	Male
HSD11B1	negative	colon	Male
HSPG2	negative	colon	Male
HYAL1	negative	colon	Male
ICA1	NA	colon	Male
ICAM5	negative	colon	Male
ICOSLG	positive	colon	Male
IFNG	NA	colon	Male
IFNGR1	negative	colon	Male
IFNGR2	negative	colon	Male
IFNLR1	NA	colon	Male
IGF2R	positive	colon	Male
IGFBP1	NA	colon	Male
IGFBP3	negative	colon	Male
IGFBP4	negative	colon	Male
IGFBP6	negative	colon	Male
IGFBP7	negative	colon	Male
IGFBPL1	NA	colon	Male
IGSF8	positive	colon	Male
IL10RB	negative	colon	Male
IL13RA1	NA	colon	Male
IL15	positive	colon	Male
IL17C	NA	colon	Male
IL17D	NA	colon	Male
IL17RA	positive	colon	Male
IL17RB	positive	colon	Male
IL18R1	negative	colon	Male
IL18RAP	negative	colon	Male
IL1B	NA	colon	Male
IL1R2	positive	colon	Male
IL1RAP	positive	colon	Male
IL1RN	NA	colon	Male
IL22RA1	NA	colon	Male
IL2RA	negative	colon	Male
IL32	positive	colon	Male
IL3RA	positive	colon	Male
IL4R	positive	colon	Male
IL5RA	negative	colon	Male
IL6ST	positive	colon	Male
IL7	negative	colon	Male
INHBC	negative	colon	Male
IPCEF1	NA	colon	Male
IRAG2	NA	colon	Male
ISLR2	negative	colon	Male
ISM1	NA	colon	Male
ITGA6	positive	colon	Male
KAZALD1	negative	colon	Male
KDR	positive	colon	Male
KIFBP	NA	colon	Male
KIR3DL1	NA	colon	Male
KLB	negative	colon	Male
KLK1	positive	colon	Male
KLK11	positive	colon	Male
KLK12	negative	colon	Male
KLK4	negative	colon	Male
KLK6	NA	colon	Male
KLK8	negative	colon	Male
KLRB1	negative	colon	Male
KRT18	negative	colon	Male
KRT19	negative	colon	Male
KYAT1	negative	colon	Male
L1CAM	positive	colon	Male
LACTB2	negative	colon	Male
LAIR2	positive	colon	Male
LAMP2	NA	colon	Male
LAT	negative	colon	Male
LBP	NA	colon	Male
LBR	negative	colon	Male
LEPR	negative	colon	Male
LGALS1	NA	colon	Male
LGALS3	positive	colon	Male
LGALS7_LGALS7B	negative	colon	Male
LGMN	negative	colon	Male
LILRA2	positive	colon	Male
LILRA5	negative	colon	Male
LILRB1	positive	colon	Male
LILRB2	positive	colon	Male
LILRB4	NA	colon	Male
LILRB5	NA	colon	Male
LPO	positive	colon	Male
LRP1	positive	colon	Male
LRP11	positive	colon	Male
LRPAP1	positive	colon	Male
LSP1	NA	colon	Male
LTA	negative	colon	Male
LTBP3	negative	colon	Male
LY6D	positive	colon	Male
LY9	negative	colon	Male
LYPD8	positive	colon	Male
MANF	negative	colon	Male
MANSC1	positive	colon	Male
MAP2K6	NA	colon	Male
MAP4K5	NA	colon	Male
MARCO	positive	colon	Male
MASP1	negative	colon	Male
MATN2	negative	colon	Male
MATN3	negative	colon	Male
MB	negative	colon	Male
MDGA1	positive	colon	Male
MDK	negative	colon	Male
MEGF10	positive	colon	Male
MEGF9	positive	colon	Male
MEPE	negative	colon	Male
MERTK	negative	colon	Male
MESD	negative	colon	Male
MET	negative	colon	Male
METAP1D	NA	colon	Male
MFAP5	negative	colon	Male
MFGE8	positive	colon	Male
MGLL	negative	colon	Male
MGMT	positive	colon	Male
MIA	positive	colon	Male
MILR1	positive	colon	Male
MITD1	NA	colon	Male
MME	positive	colon	Male
MMP1	negative	colon	Male
MMP10	NA	colon	Male
MMP12	NA	colon	Male
MMP3	positive	colon	Male
MMP7	negative	colon	Male
MMP8	NA	colon	Male
MMP9	negative	colon	Male
MPHOSPH8	NA	colon	Male
MPI	negative	colon	Male
MPIG6B	negative	colon	Male
MPO	positive	colon	Male
MSLN	positive	colon	Male
MSR1	negative	colon	Male
MSRA	NA	colon	Male
MUC13	positive	colon	Male
MUC16	NA	colon	Male
MZT1	NA	colon	Male
NAAA	positive	colon	Male
NADK	negative	colon	Male
NBL1	positive	colon	Male
NCAM1	positive	colon	Male
NCAM2	positive	colon	Male
NCAN	positive	colon	Male
NCF2	positive	colon	Male
NCR1	negative	colon	Male
NCS1	positive	colon	Male
NECTIN4	negative	colon	Male
NEFL	NA	colon	Male
NELL1	positive	colon	Male
NFASC	positive	colon	Male
NFKBIE	NA	colon	Male
NID2	positive	colon	Male
NME3	negative	colon	Male
NMNAT1	negative	colon	Male
NOMO1	negative	colon	Male
NOS3	NA	colon	Male
NOTCH1	negative	colon	Male
NOTCH3	positive	colon	Male
NPDC1	negative	colon	Male
NPPB	NA	colon	Male
NPPC	NA	colon	Male
NPTX1	positive	colon	Male
NPY	negative	colon	Male
NRP2	positive	colon	Male
NSFL1C	NA	colon	Male
NT5E	positive	colon	Male
NTF3	negative	colon	Male
NUB1	positive	colon	Male
NUDC	NA	colon	Male
NUDT2	NA	colon	Male
NUDT5	NA	colon	Male
OBP2B	positive	colon	Male
ODAM	NA	colon	Male
OGN	positive	colon	Male
OLR1	negative	colon	Male
OPTC	negative	colon	Male
OSMR	positive	colon	Male
OXT	negative	colon	Male
PAEP	positive	colon	Male
PAG1	negative	colon	Male
PAM	negative	colon	Male
PARK7	negative	colon	Male
PARP1	NA	colon	Male
PDCD5	NA	colon	Male
PDGFC	positive	colon	Male
PEBP1	NA	colon	Male
PFKFB2	positive	colon	Male
PGF	NA	colon	Male
PGLYRP1	positive	colon	Male
PI3	positive	colon	Male
PIK3AP1	negative	colon	Male
PIK3IP1	negative	colon	Male
PILRA	positive	colon	Male
PILRB	positive	colon	Male
PKLR	positive	colon	Male
PLA2G10	negative	colon	Male
PLA2G15	negative	colon	Male
PLA2G1B	positive	colon	Male
PLA2G2A	negative	colon	Male
PLA2G4A	NA	colon	Male
PLA2G7	positive	colon	Male
PLAU	positive	colon	Male
PLIN3	NA	colon	Male
PLPBP	NA	colon	Male
PLTP	positive	colon	Male
PLXNB2	positive	colon	Male
PLXNB3	negative	colon	Male
PMVK	negative	colon	Male
PNPT1	NA	colon	Male
PODXL	negative	colon	Male
PODXL2	positive	colon	Male
PON3	positive	colon	Male
PPCDC	NA	colon	Male
PPIB	negative	colon	Male
PPP1R9B	NA	colon	Male
PRCP	negative	colon	Male
PRDX1	NA	colon	Male
PRDX5	NA	colon	Male
PRKAR1A	positive	colon	Male
PRL	negative	colon	Male
PROK1	NA	colon	Male
PRSS2	positive	colon	Male
PRSS27	positive	colon	Male
PRTFDC1	negative	colon	Male
PRTG	positive	colon	Male
PRTN3	positive	colon	Male
PSG1	negative	colon	Male
PSIP1	negative	colon	Male
PSME1	NA	colon	Male
PSRC1	NA	colon	Male
PTGDS	NA	colon	Male
PTN	negative	colon	Male
PTPN1	NA	colon	Male
PTPN6	NA	colon	Male
PTPRF	positive	colon	Male
PTPRM	negative	colon	Male
PTPRS	positive	colon	Male
PTS	negative	colon	Male
PTX3	negative	colon	Male
PVR	NA	colon	Male
QPCT	positive	colon	Male
RAB6A	NA	colon	Male
RABGAP1L	NA	colon	Male
RAD23B	NA	colon	Male
RBP5	positive	colon	Male
REG1B	negative	colon	Male
REG3A	negative	colon	Male
REG4	NA	colon	Male
REN	NA	colon	Male
RET	negative	colon	Male
RETN	negative	colon	Male
RNASE3	positive	colon	Male
RNASET2	negative	colon	Male
ROBO1	negative	colon	Male
ROR1	positive	colon	Male
RP2	NA	colon	Male
RSPO3	positive	colon	Male
RTBDN	NA	colon	Male
RWDD1	NA	colon	Male
S100A11	NA	colon	Male
S100A12	positive	colon	Male
S100A16	positive	colon	Male
S100A4	negative	colon	Male
SAMD9L	NA	colon	Male
SCAMP3	negative	colon	Male
SCARB2	negative	colon	Male
SCARF2	positive	colon	Male
SCG3	positive	colon	Male
SCGN	negative	colon	Male
SCLY	negative	colon	Male
SCRN1	NA	colon	Male
SDC4	negative	colon	Male
SELE	negative	colon	Male
SELPLG	positive	colon	Male
SEMA4D	negative	colon	Male
SEPTIN9	NA	colon	Male
SERPINA11	positive	colon	Male
SERPINA12	positive	colon	Male
SERPINB8	NA	colon	Male
SERPINB9	NA	colon	Male
SESTD1	negative	colon	Male
SETMAR	NA	colon	Male
SEZ6L	positive	colon	Male
SF3B4	negative	colon	Male
SFRP1	negative	colon	Male
SFTPA2	negative	colon	Male
SFTPD	positive	colon	Male
SH2D1A	NA	colon	Male
SHMT1	positive	colon	Male
SIGLEC5	positive	colon	Male
SIGLEC6	negative	colon	Male
SIRPA	positive	colon	Male
SIRPB1	positive	colon	Male
SIRT2	NA	colon	Male
SIT1	negative	colon	Male
SKAP2	negative	colon	Male
SLAMF1	positive	colon	Male
SLAMF7	negative	colon	Male
SLC27A4	negative	colon	Male
SLC39A14	NA	colon	Male
SLC39A5	negative	colon	Male
SLITRK2	positive	colon	Male
SLITRK6	positive	colon	Male
SMOC1	positive	colon	Male
SMOC2	positive	colon	Male
SMPD1	negative	colon	Male
SNAP23	NA	colon	Male
SNX9	NA	colon	Male
SOD1	negative	colon	Male
SOD2	negative	colon	Male
SOST	positive	colon	Male
SPARCL1	positive	colon	Male
SPINK4	negative	colon	Male
SPINK5	positive	colon	Male
SPINT1	positive	colon	Male
SPINT2	negative	colon	Male
SPOCK1	negative	colon	Male
SRP14	NA	colon	Male
SSC5D	positive	colon	Male
ST3GAL1	negative	colon	Male
ST6GAL1	negative	colon	Male
STAT5B	NA	colon	Male
STIP1	NA	colon	Male
STK24	NA	colon	Male
STK4	negative	colon	Male
STX4	NA	colon	Male
STX8	negative	colon	Male
SULT2A1	positive	colon	Male
SUMF2	negative	colon	Male
SUSD1	negative	colon	Male
SUSD2	positive	colon	Male
TAFA5	NA	colon	Male
TARBP2	NA	colon	Male
TBC1D23	positive	colon	Male
TBC1D5	NA	colon	Male
TBCB	negative	colon	Male
TCL1A	negative	colon	Male
TDGF1	NA	colon	Male
TDRKH	positive	colon	Male
TFF1	positive	colon	Male
TFF3	negative	colon	Male
TFPI	positive	colon	Male
TFPI2	negative	colon	Male
TFRC	positive	colon	Male
TGFA	negative	colon	Male
TGFB1	positive	colon	Male
TGFBR3	negative	colon	Male
TGM2	NA	colon	Male
THBS2	positive	colon	Male
THBS4	positive	colon	Male
THY1	negative	colon	Male
TIA1	NA	colon	Male
TIE1	negative	colon	Male
TIGAR	NA	colon	Male
TIMD4	positive	colon	Male
TIMP3	negative	colon	Male
TINAGL1	positive	colon	Male
TLR3	positive	colon	Male
TMPRSS15	negative	colon	Male
TMPRSS5	positive	colon	Male
TNC	positive	colon	Male
TNF	negative	colon	Male
TNFRSF10A	negative	colon	Male
TNFRSF10B	negative	colon	Male
TNFRSF10C	negative	colon	Male
TNFRSF11A	positive	colon	Male
TNFRSF11B	negative	colon	Male
TNFRSF12A	NA	colon	Male
TNFRSF13C	positive	colon	Male
TNFRSF14	positive	colon	Male
TNFRSF19	positive	colon	Male
TNFRSF4	negative	colon	Male
TNFRSF6B	positive	colon	Male
TNFRSF9	positive	colon	Male
TNFSF13	positive	colon	Male
TNR	negative	colon	Male
TNXB	positive	colon	Male
TPMT	NA	colon	Male
TPP1	negative	colon	Male
TREM2	positive	colon	Male
TREML2	positive	colon	Male
TRIM21	negative	colon	Male
TSHB	positive	colon	Male
TXLNA	NA	colon	Male
TXNDC15	positive	colon	Male
TXNDC5	negative	colon	Male
TYMP	NA	colon	Male
TYRO3	positive	colon	Male
ULBP2	negative	colon	Male
UMOD	negative	colon	Male
USO1	negative	colon	Male
USP8	negative	colon	Male
UXS1	negative	colon	Male
VASH1	negative	colon	Male
VCAM1	negative	colon	Male
VEGFA	positive	colon	Male
VEGFC	negative	colon	Male
VEGFD	positive	colon	Male
VMO1	positive	colon	Male
VPS37A	NA	colon	Male
VSIR	negative	colon	Male
VSTM1	NA	colon	Male
VSTM2L	NA	colon	Male
WAS	NA	colon	Male
WASF1	NA	colon	Male
WFDC2	positive	colon	Male
WFIKKN2	negative	colon	Male
WIF1	negative	colon	Male
WWP2	NA	colon	Male
XCL1	negative	colon	Male
XPNPEP2	positive	colon	Male
YES1	NA	colon	Male
ZBTB16	negative	colon	Male
ZBTB17	NA	colon	Male
