exposure	direction_group	outcome	group
CCN2	positive	distal	Male
CCN4	positive	distal	Male
CD109	negative	distal	Male
CD14	negative	distal	Male
CD160	positive	distal	Male
CD163	positive	distal	Male
CD177	negative	distal	Male
CD209	positive	distal	Male
CD22	positive	distal	Male
CD244	negative	distal	Male
CD274	positive	distal	Male
CD276	positive	distal	Male
CD28	negative	distal	Male
CD300C	positive	distal	Male
CD300LG	negative	distal	Male
CD302	negative	distal	Male
CD33	positive	distal	Male
CD38	NA	distal	Male
CD40	negative	distal	Male
CD5	negative	distal	Male
CD55	negative	distal	Male
CD58	negative	distal	Male
CD59	positive	distal	Male
CD79B	negative	distal	Male
CD99L2	negative	distal	Male
CDC27	NA	distal	Male
CDC37	NA	distal	Male
CDCP1	positive	distal	Male
CDH1	negative	distal	Male
CDH15	NA	distal	Male
CDH17	negative	distal	Male
CDH5	negative	distal	Male
CDHR1	positive	distal	Male
CDHR2	negative	distal	Male
CDKN1A	negative	distal	Male
CDON	positive	distal	Male
CEACAM1	positive	distal	Male
CEACAM21	NA	distal	Male
CEACAM3	NA	distal	Male
CEACAM5	negative	distal	Male
CES2	NA	distal	Male
CETN2	positive	distal	Male
CGREF1	negative	distal	Male
CHAC2	NA	distal	Male
CHGB	positive	distal	Male
CHI3L1	negative	distal	Male
CHL1	positive	distal	Male
CHMP1A	negative	distal	Male
CKAP4	negative	distal	Male
CLC	negative	distal	Male
CLEC10A	positive	distal	Male
CLEC11A	negative	distal	Male
CLEC14A	negative	distal	Male
CLEC1A	negative	distal	Male
CLEC4C	negative	distal	Male
CLEC5A	positive	distal	Male
CLEC7A	positive	distal	Male
CLIP2	NA	distal	Male
CLSTN2	positive	distal	Male
CNDP1	positive	distal	Male
CNPY4	NA	distal	Male
CNTN1	positive	distal	Male
CNTN2	positive	distal	Male
CNTN3	negative	distal	Male
CNTN5	positive	distal	Male
COL18A1	positive	distal	Male
COL4A1	negative	distal	Male
COL6A3	positive	distal	Male
COL9A1	negative	distal	Male
COLEC12	negative	distal	Male
COMP	positive	distal	Male
COMT	NA	distal	Male
CORO1A	negative	distal	Male
CPA2	negative	distal	Male
CPB1	positive	distal	Male
CPM	positive	distal	Male
CPVL	positive	distal	Male
CPXM1	negative	distal	Male
CR2	positive	distal	Male
CRACR2A	negative	distal	Male
CRADD	negative	distal	Male
CRELD2	positive	distal	Male
CRHBP	negative	distal	Male
CRIM1	negative	distal	Male
CRIP2	negative	distal	Male
CRISP2	positive	distal	Male
CRNN	positive	distal	Male
CRTAC1	NA	distal	Male
CRTAM	negative	distal	Male
CSF1	negative	distal	Male
CST5	positive	distal	Male
CTF1	NA	distal	Male
CTRB1	positive	distal	Male
CTSB	positive	distal	Male
CTSC	positive	distal	Male
CTSD	positive	distal	Male
CTSZ	negative	distal	Male
CX3CL1	negative	distal	Male
CXADR	positive	distal	Male
CXCL1	negative	distal	Male
CXCL11	negative	distal	Male
CXCL12	negative	distal	Male
CXCL13	positive	distal	Male
CXCL14	NA	distal	Male
CXCL17	negative	distal	Male
CXCL3	negative	distal	Male
CXCL6	positive	distal	Male
CXCL8	positive	distal	Male
CXCL9	negative	distal	Male
DAB2	NA	distal	Male
DAPP1	NA	distal	Male
DARS1	negative	distal	Male
DBNL	positive	distal	Male
DCBLD2	negative	distal	Male
DCTPP1	negative	distal	Male
DCXR	negative	distal	Male
DDAH1	negative	distal	Male
DFFA	NA	distal	Male
DKK4	negative	distal	Male
DKKL1	positive	distal	Male
DLK1	negative	distal	Male
DNER	positive	distal	Male
DNMBP	positive	distal	Male
DPEP1	positive	distal	Male
DPP4	negative	distal	Male
DPT	NA	distal	Male
DPY30	NA	distal	Male
DRAXIN	negative	distal	Male
DRG2	negative	distal	Male
DSC2	positive	distal	Male
DSG2	negative	distal	Male
DSG4	negative	distal	Male
DTX3	positive	distal	Male
DUSP3	NA	distal	Male
ECE1	positive	distal	Male
EDA2R	negative	distal	Male
EDAR	positive	distal	Male
EDIL3	NA	distal	Male
EFEMP1	negative	distal	Male
EFNA1	positive	distal	Male
EGF	negative	distal	Male
ELOA	NA	distal	Male
ENG	negative	distal	Male
ENO2	negative	distal	Male
ENPP2	negative	distal	Male
ENPP5	negative	distal	Male
ENTPD2	NA	distal	Male
ENTPD5	negative	distal	Male
ENTPD6	negative	distal	Male
EPCAM	positive	distal	Male
EPHA1	negative	distal	Male
EPHA2	negative	distal	Male
EPHB4	negative	distal	Male
EPHB6	positive	distal	Male
ERBB2	negative	distal	Male
ERBB4	positive	distal	Male
ERBIN	NA	distal	Male
ESAM	negative	distal	Male
ESM1	negative	distal	Male
F11R	negative	distal	Male
F7	positive	distal	Male
F9	NA	distal	Male
FABP1	NA	distal	Male
FABP2	negative	distal	Male
FABP5	NA	distal	Male
FABP6	NA	distal	Male
FABP9	positive	distal	Male
FAM3B	positive	distal	Male
FAP	positive	distal	Male
FAS	negative	distal	Male
FASLG	negative	distal	Male
FCRL1	negative	distal	Male
FCRL2	negative	distal	Male
FCRL3	negative	distal	Male
FCRL6	positive	distal	Male
FCRLB	negative	distal	Male
FETUB	negative	distal	Male
FGF2	negative	distal	Male
FGF23	positive	distal	Male
FGF5	NA	distal	Male
FGFR2	positive	distal	Male
FHIT	NA	distal	Male
FIS1	positive	distal	Male
FKBP5	negative	distal	Male
FLRT2	positive	distal	Male
FLT1	negative	distal	Male
FLT3LG	negative	distal	Male
FRZB	NA	distal	Male
FSTL3	NA	distal	Male
FUCA1	negative	distal	Male
FUS	NA	distal	Male
FUT3_FUT5	negative	distal	Male
FUT8	negative	distal	Male
FXYD5	NA	distal	Male
FYB1	NA	distal	Male
GAL	positive	distal	Male
GALNT7	positive	distal	Male
GCNT1	negative	distal	Male
GDF2	negative	distal	Male
GFRA1	positive	distal	Male
GFRA3	positive	distal	Male
GGH	negative	distal	Male
GGT1	negative	distal	Male
GGT5	positive	distal	Male
GHRL	negative	distal	Male
GLB1	positive	distal	Male
GLOD4	NA	distal	Male
GLRX	NA	distal	Male
GNLY	positive	distal	Male
GOLM2	positive	distal	Male
GOPC	NA	distal	Male
GP1BA	negative	distal	Male
GP2	positive	distal	Male
GPA33	positive	distal	Male
GPC1	positive	distal	Male
GPC5	negative	distal	Male
GPR37	negative	distal	Male
GRAP2	positive	distal	Male
GRN	positive	distal	Male
GRPEL1	positive	distal	Male
GSTA3	positive	distal	Male
GUCA2A	negative	distal	Male
GYS1	negative	distal	Male
GZMH	negative	distal	Male
HAO1	positive	distal	Male
HARS1	NA	distal	Male
HAVCR1	positive	distal	Male
HAVCR2	positive	distal	Male
HBEGF	negative	distal	Male
HBQ1	NA	distal	Male
HCLS1	positive	distal	Male
HDGF	NA	distal	Male
HEXIM1	positive	distal	Male
HGF	positive	distal	Male
HGS	positive	distal	Male
HLA-DRA	positive	distal	Male
HMOX1	positive	distal	Male
HMOX2	positive	distal	Male
HNMT	positive	distal	Male
HS3ST3B1	positive	distal	Male
HS6ST1	positive	distal	Male
HSD11B1	negative	distal	Male
HSPB1	positive	distal	Male
HYAL1	negative	distal	Male
ICA1	NA	distal	Male
ICAM4	positive	distal	Male
ICAM5	negative	distal	Male
ICOSLG	positive	distal	Male
IDS	negative	distal	Male
IFNG	NA	distal	Male
IFNGR1	negative	distal	Male
IFNGR2	negative	distal	Male
IFNLR1	NA	distal	Male
IGF1R	negative	distal	Male
IGF2R	positive	distal	Male
IGFBP1	NA	distal	Male
IGFBP4	negative	distal	Male
IGFBP6	negative	distal	Male
IGFBP7	negative	distal	Male
IGFBPL1	NA	distal	Male
IGSF8	positive	distal	Male
IL10	negative	distal	Male
IL10RB	positive	distal	Male
IL13RA1	NA	distal	Male
IL15	positive	distal	Male
IL17C	NA	distal	Male
IL17D	NA	distal	Male
IL17RA	positive	distal	Male
IL17RB	positive	distal	Male
IL18	negative	distal	Male
IL18R1	negative	distal	Male
IL19	negative	distal	Male
IL1B	NA	distal	Male
IL1R1	positive	distal	Male
IL1R2	positive	distal	Male
IL1RAP	positive	distal	Male
IL1RL2	positive	distal	Male
IL1RN	NA	distal	Male
IL22RA1	NA	distal	Male
IL2RA	negative	distal	Male
IL32	positive	distal	Male
IL3RA	positive	distal	Male
IL4R	positive	distal	Male
IL5RA	negative	distal	Male
IL6ST	positive	distal	Male
IL7R	positive	distal	Male
INHBC	negative	distal	Male
IPCEF1	NA	distal	Male
IRAG2	NA	distal	Male
ISLR2	negative	distal	Male
ISM1	NA	distal	Male
ITGA5	negative	distal	Male
ITGA6	positive	distal	Male
ITGAM	positive	distal	Male
ITGAV	positive	distal	Male
ITGB1BP2	negative	distal	Male
JCHAIN	negative	distal	Male
KAZALD1	negative	distal	Male
KDR	positive	distal	Male
KIFBP	NA	distal	Male
KIR3DL1	NA	distal	Male
KIRREL2	negative	distal	Male
KLB	negative	distal	Male
KLK1	negative	distal	Male
KLK10	negative	distal	Male
KLK11	positive	distal	Male
KLK12	negative	distal	Male
KLK6	NA	distal	Male
KLK8	negative	distal	Male
KLRB1	negative	distal	Male
KRT19	negative	distal	Male
KRT5	negative	distal	Male
KYNU	positive	distal	Male
L1CAM	positive	distal	Male
LACTB2	negative	distal	Male
LAIR2	positive	distal	Male
LAMP2	NA	distal	Male
LBP	NA	distal	Male
LCN2	positive	distal	Male
LEFTY2	negative	distal	Male
LEPR	negative	distal	Male
LGALS1	NA	distal	Male
LGALS3	positive	distal	Male
LGALS4	negative	distal	Male
LGALS7_LGALS7B	positive	distal	Male
LGALS8	negative	distal	Male
LGMN	positive	distal	Male
LIFR	negative	distal	Male
LILRA2	positive	distal	Male
LILRA5	negative	distal	Male
LILRB1	positive	distal	Male
LILRB2	positive	distal	Male
LILRB4	NA	distal	Male
LILRB5	NA	distal	Male
LPL	positive	distal	Male
LRP1	positive	distal	Male
LRP11	positive	distal	Male
LRPAP1	positive	distal	Male
LRRC25	positive	distal	Male
LSP1	NA	distal	Male
LTA	negative	distal	Male
LTBP3	negative	distal	Male
LTBR	positive	distal	Male
LY6D	positive	distal	Male
LYPD3	negative	distal	Male
LYPD8	positive	distal	Male
MANSC1	positive	distal	Male
MAP2K6	NA	distal	Male
MAP4K5	NA	distal	Male
MARCO	positive	distal	Male
MASP1	negative	distal	Male
MATN2	negative	distal	Male
MATN3	negative	distal	Male
MAVS	negative	distal	Male
MB	negative	distal	Male
MDGA1	positive	distal	Male
MDK	negative	distal	Male
MEGF9	positive	distal	Male
MEP1B	positive	distal	Male
MERTK	negative	distal	Male
MET	negative	distal	Male
METAP1D	NA	distal	Male
MFGE8	positive	distal	Male
MGMT	positive	distal	Male
MIA	positive	distal	Male
MIF	positive	distal	Male
MILR1	positive	distal	Male
MITD1	NA	distal	Male
MME	positive	distal	Male
MMP1	negative	distal	Male
MMP10	NA	distal	Male
MMP12	NA	distal	Male
MMP7	negative	distal	Male
MMP8	NA	distal	Male
MMP9	negative	distal	Male
MPHOSPH8	NA	distal	Male
MPI	negative	distal	Male
MPIG6B	negative	distal	Male
MPO	positive	distal	Male
MSLN	positive	distal	Male
MSMB	negative	distal	Male
MSR1	negative	distal	Male
MSRA	NA	distal	Male
MSTN	positive	distal	Male
MUC13	positive	distal	Male
MUC16	NA	distal	Male
MZB1	negative	distal	Male
MZT1	NA	distal	Male
NAAA	negative	distal	Male
NADK	negative	distal	Male
NBL1	positive	distal	Male
NBN	positive	distal	Male
NCAM1	positive	distal	Male
NCAM2	positive	distal	Male
NCAN	positive	distal	Male
NCF2	positive	distal	Male
NCR1	negative	distal	Male
NCS1	positive	distal	Male
NECTIN4	negative	distal	Male
NEFL	NA	distal	Male
NELL1	positive	distal	Male
NFASC	positive	distal	Male
NFKBIE	NA	distal	Male
NID1	positive	distal	Male
NID2	positive	distal	Male
NME3	negative	distal	Male
NOMO1	negative	distal	Male
NOS3	NA	distal	Male
NOTCH1	negative	distal	Male
NOTCH3	positive	distal	Male
NPPB	NA	distal	Male
NPPC	NA	distal	Male
NPTX1	positive	distal	Male
NPTXR	negative	distal	Male
NPY	negative	distal	Male
NRP2	positive	distal	Male
NSFL1C	NA	distal	Male
NT5E	positive	distal	Male
NTF3	negative	distal	Male
NTproBNP	positive	distal	Male
NUB1	negative	distal	Male
NUDC	NA	distal	Male
NUDT2	NA	distal	Male
NUDT5	NA	distal	Male
ODAM	NA	distal	Male
OGN	positive	distal	Male
OLR1	negative	distal	Male
OPTC	negative	distal	Male
OSCAR	negative	distal	Male
OSM	negative	distal	Male
OXT	negative	distal	Male
PAEP	positive	distal	Male
PAG1	negative	distal	Male
PAM	positive	distal	Male
PAPPA	positive	distal	Male
PARP1	NA	distal	Male
PCDH1	negative	distal	Male
PDCD1	positive	distal	Male
PDCD1LG2	positive	distal	Male
PDCD5	NA	distal	Male
PDGFB	negative	distal	Male
PDGFC	positive	distal	Male
PDGFRA	negative	distal	Male
PDLIM7	negative	distal	Male
PEBP1	NA	distal	Male
PECAM1	negative	distal	Male
PFKFB2	positive	distal	Male
PGF	NA	distal	Male
PGLYRP1	positive	distal	Male
PI3	positive	distal	Male
PIGR	positive	distal	Male
PIK3AP1	negative	distal	Male
PIK3IP1	negative	distal	Male
PILRA	positive	distal	Male
PKLR	positive	distal	Male
PLA2G10	negative	distal	Male
PLA2G15	negative	distal	Male
PLA2G1B	positive	distal	Male
PLA2G2A	negative	distal	Male
PLA2G4A	NA	distal	Male
PLA2G7	positive	distal	Male
PLAU	positive	distal	Male
PLIN3	NA	distal	Male
PLPBP	NA	distal	Male
PLTP	positive	distal	Male
PLXNB2	positive	distal	Male
PM20D1	positive	distal	Male
PMVK	negative	distal	Male
PNPT1	NA	distal	Male
PODXL	negative	distal	Male
PODXL2	positive	distal	Male
PON2	negative	distal	Male
PON3	positive	distal	Male
PPCDC	NA	distal	Male
PPP1R9B	NA	distal	Male
PPP3R1	positive	distal	Male
PPY	negative	distal	Male
PRCP	negative	distal	Male
PRDX1	NA	distal	Male
PRDX5	NA	distal	Male
PRKAR1A	positive	distal	Male
PRL	negative	distal	Male
PROC	negative	distal	Male
PROK1	NA	distal	Male
PRSS2	positive	distal	Male
PRTFDC1	negative	distal	Male
PRTG	positive	distal	Male
PSME1	NA	distal	Male
PSPN	positive	distal	Male
PSRC1	NA	distal	Male
PTGDS	NA	distal	Male
PTPN1	NA	distal	Male
PTPN6	NA	distal	Male
PTPRF	positive	distal	Male
PTPRM	negative	distal	Male
PTPRS	positive	distal	Male
PTS	negative	distal	Male
PVALB	negative	distal	Male
PVR	NA	distal	Male
RAB6A	NA	distal	Male
RABGAP1L	NA	distal	Male
RAD23B	NA	distal	Male
REG1B	negative	distal	Male
REG3A	negative	distal	Male
REG4	NA	distal	Male
RELT	positive	distal	Male
REN	NA	distal	Male
RET	negative	distal	Male
RETN	positive	distal	Male
RGMA	positive	distal	Male
RILP	positive	distal	Male
RNASE3	positive	distal	Male
RNASET2	negative	distal	Male
ROBO1	negative	distal	Male
ROBO2	positive	distal	Male
ROR1	positive	distal	Male
RP2	NA	distal	Male
RSPO3	positive	distal	Male
RTBDN	NA	distal	Male
RWDD1	NA	distal	Male
S100A11	NA	distal	Male
S100A12	positive	distal	Male
S100A16	positive	distal	Male
S100A4	negative	distal	Male
SAMD9L	NA	distal	Male
SCAMP3	positive	distal	Male
SCARB2	negative	distal	Male
SCARF2	positive	distal	Male
SCG2	negative	distal	Male
SCG3	positive	distal	Male
SCGB1A1	negative	distal	Male
SCGN	positive	distal	Male
SCLY	negative	distal	Male
SCRN1	NA	distal	Male
SELE	negative	distal	Male
SELPLG	positive	distal	Male
SEPTIN9	NA	distal	Male
SERPINA11	positive	distal	Male
SERPINA12	positive	distal	Male
SERPINB1	positive	distal	Male
SERPINB8	NA	distal	Male
SERPINB9	NA	distal	Male
SESTD1	negative	distal	Male
SETMAR	NA	distal	Male
SEZ6L	positive	distal	Male
SEZ6L2	negative	distal	Male
SFTPA2	negative	distal	Male
SFTPD	positive	distal	Male
SH2D1A	NA	distal	Male
SHMT1	positive	distal	Male
SIGLEC1	positive	distal	Male
SIGLEC5	positive	distal	Male
SIGLEC6	negative	distal	Male
SIGLEC7	negative	distal	Male
SIRPA	positive	distal	Male
SIRPB1	positive	distal	Male
SIRT2	NA	distal	Male
SIT1	negative	distal	Male
SLAMF1	positive	distal	Male
SLAMF7	negative	distal	Male
SLC16A1	positive	distal	Male
SLC39A14	NA	distal	Male
SLC39A5	negative	distal	Male
SLITRK2	positive	distal	Male
SMPD1	negative	distal	Male
SMPDL3A	negative	distal	Male
SNAP23	NA	distal	Male
SNX9	NA	distal	Male
SOD2	negative	distal	Male
SORD	positive	distal	Male
SOST	positive	distal	Male
SPARCL1	positive	distal	Male
SPINK4	positive	distal	Male
SPINT1	positive	distal	Male
SPINT2	negative	distal	Male
SPOCK1	negative	distal	Male
SRP14	NA	distal	Male
SSC4D	negative	distal	Male
ST3GAL1	negative	distal	Male
STAMBP	NA	distal	Male
STAT5B	NA	distal	Male
STIP1	NA	distal	Male
STK24	NA	distal	Male
STX4	NA	distal	Male
STX8	negative	distal	Male
SULT2A1	positive	distal	Male
SUMF2	negative	distal	Male
SUSD1	negative	distal	Male
SUSD2	positive	distal	Male
TAFA5	NA	distal	Male
TARBP2	NA	distal	Male
TBC1D23	positive	distal	Male
TBC1D5	NA	distal	Male
TCL1A	negative	distal	Male
TDGF1	NA	distal	Male
TDRKH	positive	distal	Male
TFF1	positive	distal	Male
TFF3	negative	distal	Male
TFPI	positive	distal	Male
TFPI2	negative	distal	Male
TFRC	positive	distal	Male
TGFA	negative	distal	Male
TGFB1	positive	distal	Male
TGFBR3	negative	distal	Male
TGM2	NA	distal	Male
THBS2	positive	distal	Male
THBS4	positive	distal	Male
THY1	negative	distal	Male
TIA1	NA	distal	Male
TIE1	negative	distal	Male
TIGAR	NA	distal	Male
TINAGL1	positive	distal	Male
TLR3	positive	distal	Male
TMPRSS5	positive	distal	Male
TNF	negative	distal	Male
TNFRSF10A	negative	distal	Male
TNFRSF10B	negative	distal	Male
TNFRSF10C	negative	distal	Male
TNFRSF11A	positive	distal	Male
TNFRSF11B	negative	distal	Male
TNFRSF12A	NA	distal	Male
TNFRSF14	positive	distal	Male
TNFRSF1B	negative	distal	Male
TNFRSF21	positive	distal	Male
TNFRSF4	negative	distal	Male
TNFRSF6B	positive	distal	Male
TNFRSF8	negative	distal	Male
TNFSF10	negative	distal	Male
TNFSF12	positive	distal	Male
TNFSF13	positive	distal	Male
TNR	negative	distal	Male
TPMT	NA	distal	Male
TPP1	negative	distal	Male
TREM2	positive	distal	Male
TRIM21	negative	distal	Male
TSHB	positive	distal	Male
TSPAN1	positive	distal	Male
TXLNA	NA	distal	Male
TXNDC15	positive	distal	Male
TXNDC5	negative	distal	Male
TXNRD1	positive	distal	Male
TYMP	NA	distal	Male
TYRO3	positive	distal	Male
ULBP2	positive	distal	Male
UMOD	negative	distal	Male
USP8	negative	distal	Male
UXS1	negative	distal	Male
VASH1	negative	distal	Male
VCAM1	negative	distal	Male
VEGFA	positive	distal	Male
VEGFC	negative	distal	Male
VEGFD	positive	distal	Male
VMO1	positive	distal	Male
VPS37A	NA	distal	Male
VSIG4	positive	distal	Male
VSTM1	NA	distal	Male
VSTM2L	NA	distal	Male
VWA1	negative	distal	Male
VWF	positive	distal	Male
WAS	NA	distal	Male
WASF1	NA	distal	Male
WFDC12	positive	distal	Male
WFIKKN2	negative	distal	Male
WWP2	NA	distal	Male
XPNPEP2	positive	distal	Male
YES1	NA	distal	Male
ZBTB16	negative	distal	Male
ZBTB17	NA	distal	Male
