exposure	direction_group	outcome	group
CD200R1	positive	overall	Female
CD207	positive	overall	Female
CD209	positive	overall	Female
CD244	negative	overall	Female
CD274	positive	overall	Female
CD276	negative	overall	Female
CD300E	negative	overall	Female
CD300LF	positive	overall	Female
CD300LG	negative	overall	Female
CD302	negative	overall	Female
CD34	negative	overall	Female
CD38	NA	overall	Female
CD40	negative	overall	Female
CD40LG	negative	overall	Female
CD46	negative	overall	Female
CD55	negative	overall	Female
CD63	negative	overall	Female
CD74	positive	overall	Female
CD79B	negative	overall	Female
CD84	negative	overall	Female
CD99L2	negative	overall	Female
CDC27	NA	overall	Female
CDC37	NA	overall	Female
CDCP1	negative	overall	Female
CDH1	negative	overall	Female
CDH15	NA	overall	Female
CDH17	negative	overall	Female
CDH3	negative	overall	Female
CDH6	negative	overall	Female
CDHR1	positive	overall	Female
CDKN1A	negative	overall	Female
CDKN2D	positive	overall	Female
CDON	negative	overall	Female
CDSN	negative	overall	Female
CEACAM1	positive	overall	Female
CEACAM21	NA	overall	Female
CEACAM3	NA	overall	Female
CERT	positive	overall	Female
CES1	negative	overall	Female
CES2	NA	overall	Female
CES3	negative	overall	Female
CETN2	positive	overall	Female
CFC1	positive	overall	Female
CGREF1	negative	overall	Female
CHAC2	NA	overall	Female
CHGB	negative	overall	Female
CHI3L1	negative	overall	Female
CHIT1	negative	overall	Female
CHMP1A	positive	overall	Female
CHRDL1	negative	overall	Female
CHRDL2	negative	overall	Female
CIAPIN1	positive	overall	Female
CKAP4	negative	overall	Female
CKMT1A_CKMT1B	negative	overall	Female
CLC	positive	overall	Female
CLEC11A	positive	overall	Female
CLEC14A	negative	overall	Female
CLEC1A	negative	overall	Female
CLEC1B	negative	overall	Female
CLEC4A	negative	overall	Female
CLEC4C	negative	overall	Female
CLEC5A	negative	overall	Female
CLEC6A	negative	overall	Female
CLIP2	NA	overall	Female
CLMP	positive	overall	Female
CLSTN2	negative	overall	Female
CLUL1	negative	overall	Female
CNPY4	NA	overall	Female
CNST	negative	overall	Female
CNTN1	positive	overall	Female
CNTN2	positive	overall	Female
CNTN3	negative	overall	Female
CNTN4	positive	overall	Female
CNTNAP2	negative	overall	Female
COL18A1	positive	overall	Female
COL9A1	negative	overall	Female
COLEC12	negative	overall	Female
COMP	negative	overall	Female
COMT	NA	overall	Female
CORO1A	positive	overall	Female
COX5B	negative	overall	Female
CPA2	negative	overall	Female
CPVL	negative	overall	Female
CPXM1	negative	overall	Female
CR2	negative	overall	Female
CRACR2A	positive	overall	Female
CREG1	negative	overall	Female
CRELD2	negative	overall	Female
CRHBP	negative	overall	Female
CRTAC1	NA	overall	Female
CSF1	positive	overall	Female
CST5	positive	overall	Female
CST6	negative	overall	Female
CTF1	NA	overall	Female
CTRB1	positive	overall	Female
CTSD	positive	overall	Female
CTSZ	positive	overall	Female
CXADR	negative	overall	Female
CXCL1	negative	overall	Female
CXCL10	negative	overall	Female
CXCL11	negative	overall	Female
CXCL13	positive	overall	Female
CXCL14	NA	overall	Female
CXCL16	negative	overall	Female
CXCL3	negative	overall	Female
CXCL8	positive	overall	Female
DAB2	NA	overall	Female
DAPP1	NA	overall	Female
DBI	negative	overall	Female
DCXR	positive	overall	Female
DDAH1	negative	overall	Female
DDC	positive	overall	Female
DECR1	positive	overall	Female
DFFA	NA	overall	Female
DIABLO	negative	overall	Female
DKK1	negative	overall	Female
DKK3	negative	overall	Female
DKKL1	negative	overall	Female
DLK1	negative	overall	Female
DNMBP	positive	overall	Female
DOK2	negative	overall	Female
DPP10	negative	overall	Female
DPP4	negative	overall	Female
DPP6	negative	overall	Female
DPT	NA	overall	Female
DPY30	NA	overall	Female
DRAXIN	positive	overall	Female
DSG2	positive	overall	Female
DSG3	negative	overall	Female
DTX3	positive	overall	Female
DUSP3	NA	overall	Female
EDA2R	negative	overall	Female
EDAR	positive	overall	Female
EDIL3	NA	overall	Female
EFEMP1	negative	overall	Female
EFNA1	positive	overall	Female
EGF	negative	overall	Female
EGFL7	positive	overall	Female
EGLN1	negative	overall	Female
ELOA	NA	overall	Female
ENG	negative	overall	Female
ENPP2	negative	overall	Female
ENPP7	negative	overall	Female
ENTPD2	NA	overall	Female
ENTPD5	negative	overall	Female
ENTPD6	positive	overall	Female
EPCAM	negative	overall	Female
EPHA1	positive	overall	Female
EPHA2	negative	overall	Female
EPHB4	negative	overall	Female
EPHB6	positive	overall	Female
EPO	positive	overall	Female
EPS8L2	positive	overall	Female
ERBB2	negative	overall	Female
ERBIN	NA	overall	Female
EREG	negative	overall	Female
ERP44	positive	overall	Female
ESM1	positive	overall	Female
F3	negative	overall	Female
F7	positive	overall	Female
F9	NA	overall	Female
FABP1	NA	overall	Female
FABP2	positive	overall	Female
FABP5	NA	overall	Female
FABP6	NA	overall	Female
FABP9	positive	overall	Female
FADD	negative	overall	Female
FAM3B	positive	overall	Female
FAS	positive	overall	Female
FBP1	negative	overall	Female
FCAR	positive	overall	Female
FCGR3B	negative	overall	Female
FCRL1	negative	overall	Female
FCRL2	negative	overall	Female
FCRL5	negative	overall	Female
FCRLB	positive	overall	Female
FETUB	positive	overall	Female
FGF19	negative	overall	Female
FGF21	negative	overall	Female
FGF23	positive	overall	Female
FGF5	NA	overall	Female
FHIT	NA	overall	Female
FIS1	negative	overall	Female
FKBP1B	positive	overall	Female
FKBP5	negative	overall	Female
FLT1	negative	overall	Female
FLT3	negative	overall	Female
FLT4	negative	overall	Female
FRZB	NA	overall	Female
FSTL3	NA	overall	Female
FUCA1	positive	overall	Female
FUS	NA	overall	Female
FUT3_FUT5	negative	overall	Female
FUT8	negative	overall	Female
FXN	negative	overall	Female
FXYD5	NA	overall	Female
FYB1	NA	overall	Female
GALNT10	positive	overall	Female
GALNT7	positive	overall	Female
GAS6	negative	overall	Female
GCG	negative	overall	Female
GFAP	positive	overall	Female
GFRA1	positive	overall	Female
GFRA2	negative	overall	Female
GFRA3	positive	overall	Female
GGT5	negative	overall	Female
GHRL	positive	overall	Female
GKN1	negative	overall	Female
GLOD4	NA	overall	Female
GLRX	NA	overall	Female
GNE	positive	overall	Female
GNLY	negative	overall	Female
GOPC	NA	overall	Female
GP1BA	negative	overall	Female
GPA33	negative	overall	Female
GPC5	negative	overall	Female
GPNMB	negative	overall	Female
GPR37	negative	overall	Female
GRAP2	positive	overall	Female
GRN	negative	overall	Female
GSTA3	negative	overall	Female
GUCA2A	positive	overall	Female
GYS1	positive	overall	Female
GZMH	positive	overall	Female
HARS1	NA	overall	Female
HAVCR1	negative	overall	Female
HAVCR2	negative	overall	Female
HBEGF	negative	overall	Female
HBQ1	NA	overall	Female
HCLS1	positive	overall	Female
HDGF	NA	overall	Female
HGF	negative	overall	Female
HGS	negative	overall	Female
HLA-DRA	positive	overall	Female
HLA-E	positive	overall	Female
HMOX1	negative	overall	Female
HMOX2	negative	overall	Female
HNMT	negative	overall	Female
HS3ST3B1	negative	overall	Female
HSD11B1	negative	overall	Female
HSPA1A	NA	overall	Female
HSPB1	positive	overall	Female
HSPB6	positive	overall	Female
HSPG2	positive	overall	Female
HYAL1	negative	overall	Female
ICA1	NA	overall	Female
ICAM2	negative	overall	Female
ICAM3	negative	overall	Female
ICAM4	negative	overall	Female
ICAM5	positive	overall	Female
IDS	positive	overall	Female
IDUA	positive	overall	Female
IFNG	NA	overall	Female
IFNGR1	negative	overall	Female
IFNL1	negative	overall	Female
IFNLR1	NA	overall	Female
IGFBP1	NA	overall	Female
IGFBP2	positive	overall	Female
IGFBP3	negative	overall	Female
IGFBP6	negative	overall	Female
IGFBP7	positive	overall	Female
IGFBPL1	NA	overall	Female
IGSF8	negative	overall	Female
IL10	positive	overall	Female
IL10RB	positive	overall	Female
IL12RB1	positive	overall	Female
IL13RA1	NA	overall	Female
IL15	positive	overall	Female
IL17C	NA	overall	Female
IL17D	NA	overall	Female
IL17RA	negative	overall	Female
IL17RB	positive	overall	Female
IL18	negative	overall	Female
IL18BP	negative	overall	Female
IL18R1	negative	overall	Female
IL1B	NA	overall	Female
IL1R1	negative	overall	Female
IL1R2	positive	overall	Female
IL1RAP	negative	overall	Female
IL1RN	NA	overall	Female
IL22RA1	NA	overall	Female
IL32	positive	overall	Female
IL3RA	negative	overall	Female
IL4R	negative	overall	Female
IL5RA	negative	overall	Female
IL6	negative	overall	Female
IL6ST	negative	overall	Female
IL7	negative	overall	Female
IL7R	negative	overall	Female
INHBC	negative	overall	Female
IPCEF1	NA	overall	Female
IRAG2	NA	overall	Female
ISLR2	negative	overall	Female
ISM1	NA	overall	Female
ITGA5	negative	overall	Female
ITGA6	negative	overall	Female
ITGB1	negative	overall	Female
ITGB2	negative	overall	Female
ITGB6	negative	overall	Female
ITGB7	negative	overall	Female
KAZALD1	negative	overall	Female
KDR	positive	overall	Female
KIFBP	NA	overall	Female
KIR3DL1	NA	overall	Female
KIT	negative	overall	Female
KLB	negative	overall	Female
KLK1	positive	overall	Female
KLK12	negative	overall	Female
KLK13	positive	overall	Female
KLK14	positive	overall	Female
KLK4	negative	overall	Female
KLK6	NA	overall	Female
KLRB1	negative	overall	Female
KRT18	positive	overall	Female
KRT5	negative	overall	Female
KYAT1	negative	overall	Female
L1CAM	negative	overall	Female
LACTB2	negative	overall	Female
LAG3	negative	overall	Female
LAMA4	positive	overall	Female
LAMP2	NA	overall	Female
LBP	NA	overall	Female
LBR	positive	overall	Female
LEFTY2	negative	overall	Female
LEPR	negative	overall	Female
LGALS1	NA	overall	Female
LGALS3	positive	overall	Female
LGALS4	negative	overall	Female
LGALS7_LGALS7B	negative	overall	Female
LGALS8	negative	overall	Female
LGMN	negative	overall	Female
LIFR	negative	overall	Female
LILRA2	negative	overall	Female
LILRA5	negative	overall	Female
LILRB4	NA	overall	Female
LILRB5	NA	overall	Female
LPL	negative	overall	Female
LPO	positive	overall	Female
LRIG1	positive	overall	Female
LRP1	positive	overall	Female
LRP11	positive	overall	Female
LRPAP1	positive	overall	Female
LRRC25	negative	overall	Female
LRRN1	negative	overall	Female
LSP1	NA	overall	Female
LTA	negative	overall	Female
LTBP2	negative	overall	Female
LTBP3	negative	overall	Female
LTBR	positive	overall	Female
LY6D	negative	overall	Female
LY9	negative	overall	Female
LY96	negative	overall	Female
LYN	negative	overall	Female
LYPD3	positive	overall	Female
LYPD8	positive	overall	Female
MANF	positive	overall	Female
MANSC1	negative	overall	Female
MAP2K6	NA	overall	Female
MAP4K5	NA	overall	Female
MARCO	negative	overall	Female
MASP1	positive	overall	Female
MATN2	negative	overall	Female
MATN3	positive	overall	Female
MAX	positive	overall	Female
MB	positive	overall	Female
MCAM	negative	overall	Female
MDGA1	positive	overall	Female
MEGF10	negative	overall	Female
MEGF9	positive	overall	Female
MERTK	negative	overall	Female
MET	negative	overall	Female
METAP1D	NA	overall	Female
MFAP5	negative	overall	Female
MFGE8	positive	overall	Female
MGMT	positive	overall	Female
MIA	positive	overall	Female
MICB_MICA	positive	overall	Female
MIF	positive	overall	Female
MILR1	positive	overall	Female
MITD1	NA	overall	Female
MME	negative	overall	Female
MMP1	negative	overall	Female
MMP10	NA	overall	Female
MMP12	NA	overall	Female
MMP3	negative	overall	Female
MMP7	negative	overall	Female
MMP8	NA	overall	Female
MMP9	positive	overall	Female
MPHOSPH8	NA	overall	Female
MPI	negative	overall	Female
MPIG6B	negative	overall	Female
MPO	positive	overall	Female
MSLN	positive	overall	Female
MSMB	negative	overall	Female
MSR1	positive	overall	Female
MSRA	NA	overall	Female
MSTN	positive	overall	Female
MUC16	NA	overall	Female
MZB1	negative	overall	Female
MZT1	NA	overall	Female
NAAA	positive	overall	Female
NBN	negative	overall	Female
NCAM2	positive	overall	Female
NCAN	positive	overall	Female
NCF2	positive	overall	Female
NCR1	negative	overall	Female
NCS1	negative	overall	Female
NECTIN2	positive	overall	Female
NECTIN4	positive	overall	Female
NEFL	NA	overall	Female
NELL1	negative	overall	Female
NELL2	negative	overall	Female
NFASC	negative	overall	Female
NFKBIE	NA	overall	Female
NID1	negative	overall	Female
NID2	positive	overall	Female
NOS3	NA	overall	Female
NOTCH1	negative	overall	Female
NPDC1	negative	overall	Female
NPPB	NA	overall	Female
NPPC	NA	overall	Female
NPTX1	positive	overall	Female
NRP2	positive	overall	Female
NSFL1C	NA	overall	Female
NT5E	negative	overall	Female
NUB1	negative	overall	Female
NUDC	NA	overall	Female
NUDT2	NA	overall	Female
NUDT5	NA	overall	Female
OBP2B	positive	overall	Female
ODAM	NA	overall	Female
OLR1	positive	overall	Female
OMD	positive	overall	Female
OSM	positive	overall	Female
PAEP	negative	overall	Female
PAMR1	negative	overall	Female
PAPPA	positive	overall	Female
PARK7	negative	overall	Female
PARP1	NA	overall	Female
PCSK9	negative	overall	Female
PDCD1	negative	overall	Female
PDCD5	NA	overall	Female
PDCD6	negative	overall	Female
PDGFA	negative	overall	Female
PDGFB	negative	overall	Female
PDGFC	negative	overall	Female
PDLIM7	negative	overall	Female
PEAR1	negative	overall	Female
PEBP1	NA	overall	Female
PFKFB2	negative	overall	Female
PGF	NA	overall	Female
PGLYRP1	positive	overall	Female
PI3	positive	overall	Female
PIGR	positive	overall	Female
PIK3AP1	positive	overall	Female
PILRA	positive	overall	Female
PILRB	positive	overall	Female
PKLR	positive	overall	Female
PLA2G10	negative	overall	Female
PLA2G1B	positive	overall	Female
PLA2G2A	negative	overall	Female
PLA2G4A	NA	overall	Female
PLIN3	NA	overall	Female
PLPBP	NA	overall	Female
PLTP	negative	overall	Female
PLXDC1	positive	overall	Female
PLXNB2	positive	overall	Female
PNPT1	NA	overall	Female
PODXL2	positive	overall	Female
PON2	positive	overall	Female
PON3	negative	overall	Female
PPCDC	NA	overall	Female
PPIB	negative	overall	Female
PPP1R12A	negative	overall	Female
PPP1R9B	NA	overall	Female
PRCP	positive	overall	Female
PRDX1	NA	overall	Female
PRDX5	NA	overall	Female
PRKAR1A	negative	overall	Female
PRL	positive	overall	Female
PROC	negative	overall	Female
PROK1	NA	overall	Female
PRSS2	positive	overall	Female
PRSS27	positive	overall	Female
PRTFDC1	negative	overall	Female
PRTG	positive	overall	Female
PRTN3	positive	overall	Female
PSIP1	positive	overall	Female
PSME1	NA	overall	Female
PSRC1	NA	overall	Female
PTGDS	NA	overall	Female
PTN	negative	overall	Female
PTPN1	NA	overall	Female
PTPN6	NA	overall	Female
PTPRM	negative	overall	Female
PTX3	positive	overall	Female
PVALB	positive	overall	Female
PVR	NA	overall	Female
QPCT	negative	overall	Female
RAB6A	NA	overall	Female
RABGAP1L	NA	overall	Female
RAD23B	NA	overall	Female
RBP2	positive	overall	Female
REG1A	negative	overall	Female
REG1B	negative	overall	Female
REG3A	negative	overall	Female
REG4	NA	overall	Female
REN	NA	overall	Female
RET	positive	overall	Female
RETN	negative	overall	Female
RGMA	positive	overall	Female
RGMB	positive	overall	Female
RNASE3	positive	overall	Female
RNASET2	positive	overall	Female
RP2	NA	overall	Female
RTBDN	NA	overall	Female
RWDD1	NA	overall	Female
S100A11	NA	overall	Female
S100A12	positive	overall	Female
SAMD9L	NA	overall	Female
SCAMP3	positive	overall	Female
SCARB2	positive	overall	Female
SCGB1A1	positive	overall	Female
SCGB3A2	negative	overall	Female
SCGN	negative	overall	Female
SCLY	negative	overall	Female
SCRN1	NA	overall	Female
SDC1	negative	overall	Female
SELE	negative	overall	Female
SELP	negative	overall	Female
SELPLG	positive	overall	Female
SEMA4C	negative	overall	Female
SEPTIN9	NA	overall	Female
SERPINA11	positive	overall	Female
SERPINA12	positive	overall	Female
SERPINB8	NA	overall	Female
SERPINB9	NA	overall	Female
SERPINE1	negative	overall	Female
SESTD1	positive	overall	Female
SETMAR	NA	overall	Female
SEZ6L	positive	overall	Female
SEZ6L2	negative	overall	Female
SFRP1	negative	overall	Female
SFTPA2	negative	overall	Female
SFTPD	positive	overall	Female
SH2B3	negative	overall	Female
SH2D1A	NA	overall	Female
SHMT1	positive	overall	Female
SIAE	negative	overall	Female
SIGLEC1	negative	overall	Female
SIGLEC10	negative	overall	Female
SIRPA	negative	overall	Female
SIRT2	NA	overall	Female
SIT1	negative	overall	Female
SKAP1	negative	overall	Female
SLAMF1	negative	overall	Female
SLAMF7	positive	overall	Female
SLC39A14	NA	overall	Female
SLITRK2	negative	overall	Female
SLITRK6	positive	overall	Female
SMPD1	positive	overall	Female
SMPDL3A	negative	overall	Female
SNAP23	NA	overall	Female
SNX9	NA	overall	Female
SOD1	negative	overall	Female
SOD2	positive	overall	Female
SORD	positive	overall	Female
SORT1	negative	overall	Female
SPARC	negative	overall	Female
SPARCL1	positive	overall	Female
SPINK4	positive	overall	Female
SPINT2	negative	overall	Female
SPON1	negative	overall	Female
SRP14	NA	overall	Female
SRPK2	positive	overall	Female
SSC4D	positive	overall	Female
SSC5D	negative	overall	Female
ST3GAL1	negative	overall	Female
STAMBP	positive	overall	Female
STAT5B	NA	overall	Female
STC1	negative	overall	Female
STIP1	NA	overall	Female
STK24	NA	overall	Female
STX4	NA	overall	Female
STX8	negative	overall	Female
SULT2A1	negative	overall	Female
SUMF2	positive	overall	Female
SUSD1	negative	overall	Female
SUSD2	positive	overall	Female
TACC3	positive	overall	Female
TAFA5	NA	overall	Female
TARBP2	NA	overall	Female
TBC1D23	negative	overall	Female
TBC1D5	NA	overall	Female
TCL1A	positive	overall	Female
TDGF1	NA	overall	Female
TDRKH	positive	overall	Female
TFF2	negative	overall	Female
TFF3	negative	overall	Female
TFPI	negative	overall	Female
TFRC	negative	overall	Female
TGFB1	negative	overall	Female
TGFBI	negative	overall	Female
TGFBR3	negative	overall	Female
TGM2	NA	overall	Female
THBD	negative	overall	Female
THBS2	negative	overall	Female
THPO	negative	overall	Female
THY1	positive	overall	Female
TIA1	NA	overall	Female
TIGAR	NA	overall	Female
TIMP3	positive	overall	Female
TIMP4	negative	overall	Female
TINAGL1	positive	overall	Female
TLR3	negative	overall	Female
TMPRSS15	negative	overall	Female
TNC	positive	overall	Female
TNFRSF10A	positive	overall	Female
TNFRSF10C	negative	overall	Female
TNFRSF11A	negative	overall	Female
TNFRSF11B	positive	overall	Female
TNFRSF12A	NA	overall	Female
TNFRSF13B	positive	overall	Female
TNFRSF13C	positive	overall	Female
TNFRSF14	positive	overall	Female
TNFRSF19	positive	overall	Female
TNFRSF1A	negative	overall	Female
TNFRSF21	positive	overall	Female
TNFRSF6B	positive	overall	Female
TNFSF10	negative	overall	Female
TNFSF11	negative	overall	Female
TNFSF12	negative	overall	Female
TNFSF13	negative	overall	Female
TNFSF13B	positive	overall	Female
TNFSF14	negative	overall	Female
TNXB	positive	overall	Female
TPMT	NA	overall	Female
TPSAB1	negative	overall	Female
TRAF2	positive	overall	Female
TREML2	positive	overall	Female
TXLNA	NA	overall	Female
TXNDC15	positive	overall	Female
TXNDC5	negative	overall	Female
TYMP	NA	overall	Female
ULBP2	positive	overall	Female
UMOD	negative	overall	Female
UXS1	negative	overall	Female
VASN	positive	overall	Female
VAT1	positive	overall	Female
VCAM1	negative	overall	Female
VCAN	negative	overall	Female
VEGFC	negative	overall	Female
VEGFD	negative	overall	Female
VNN2	positive	overall	Female
VPS37A	NA	overall	Female
VSIG4	positive	overall	Female
VSIR	negative	overall	Female
VSTM1	NA	overall	Female
VSTM2L	NA	overall	Female
VTA1	positive	overall	Female
VWA1	negative	overall	Female
VWC2	NA	overall	Female
VWF	positive	overall	Female
WAS	NA	overall	Female
WASF1	NA	overall	Female
WWP2	NA	overall	Female
YES1	NA	overall	Female
ZBTB16	positive	overall	Female
ZBTB17	NA	overall	Female
