exposure	direction_group	outcome	group
CD40LG	negative	proximal	Male
CD48	negative	proximal	Male
CD5	negative	proximal	Male
CD58	negative	proximal	Male
CD59	negative	proximal	Male
CD63	negative	proximal	Male
CD99L2	positive	proximal	Male
CDC27	NA	proximal	Male
CDC37	NA	proximal	Male
CDCP1	negative	proximal	Male
CDH1	negative	proximal	Male
CDH15	NA	proximal	Male
CDH2	negative	proximal	Male
CDH6	positive	proximal	Male
CDKN1A	positive	proximal	Male
CDKN2D	negative	proximal	Male
CEACAM1	positive	proximal	Male
CEACAM21	NA	proximal	Male
CEACAM3	NA	proximal	Male
CEACAM5	positive	proximal	Male
CELA3A	positive	proximal	Male
CERT	negative	proximal	Male
CES2	NA	proximal	Male
CES3	negative	proximal	Male
CFC1	positive	proximal	Male
CHAC2	NA	proximal	Male
CHGB	positive	proximal	Male
CHI3L1	negative	proximal	Male
CHIT1	negative	proximal	Male
CHL1	positive	proximal	Male
CHRDL2	positive	proximal	Male
CIAPIN1	negative	proximal	Male
CKAP4	negative	proximal	Male
CLC	positive	proximal	Male
CLEC10A	positive	proximal	Male
CLEC1A	negative	proximal	Male
CLEC1B	negative	proximal	Male
CLEC4A	positive	proximal	Male
CLEC4D	negative	proximal	Male
CLEC5A	positive	proximal	Male
CLEC6A	positive	proximal	Male
CLIP2	NA	proximal	Male
CLSTN2	positive	proximal	Male
CLUL1	negative	proximal	Male
CNDP1	positive	proximal	Male
CNPY4	NA	proximal	Male
CNST	negative	proximal	Male
CNTN1	negative	proximal	Male
CNTN2	positive	proximal	Male
CNTN5	negative	proximal	Male
CNTNAP2	negative	proximal	Male
COL18A1	positive	proximal	Male
COL1A1	negative	proximal	Male
COL4A1	negative	proximal	Male
COL6A3	positive	proximal	Male
COL9A1	negative	proximal	Male
COLEC12	positive	proximal	Male
COMP	negative	proximal	Male
COMT	NA	proximal	Male
COX5B	positive	proximal	Male
CPB1	positive	proximal	Male
CPM	positive	proximal	Male
CPVL	positive	proximal	Male
CPXM1	negative	proximal	Male
CR2	positive	proximal	Male
CRACR2A	negative	proximal	Male
CREG1	negative	proximal	Male
CRELD2	positive	proximal	Male
CRH	positive	proximal	Male
CRHBP	positive	proximal	Male
CRIM1	negative	proximal	Male
CRIP2	negative	proximal	Male
CRISP2	positive	proximal	Male
CRNN	positive	proximal	Male
CRTAC1	NA	proximal	Male
CRTAM	negative	proximal	Male
CST5	positive	proximal	Male
CST6	negative	proximal	Male
CTF1	NA	proximal	Male
CTRB1	positive	proximal	Male
CTSB	positive	proximal	Male
CTSC	positive	proximal	Male
CTSL	negative	proximal	Male
CTSV	negative	proximal	Male
CTSZ	negative	proximal	Male
CXADR	negative	proximal	Male
CXCL1	negative	proximal	Male
CXCL12	negative	proximal	Male
CXCL13	positive	proximal	Male
CXCL14	NA	proximal	Male
CXCL17	positive	proximal	Male
CXCL3	negative	proximal	Male
CXCL5	positive	proximal	Male
CXCL6	negative	proximal	Male
CXCL8	negative	proximal	Male
DAB2	NA	proximal	Male
DAG1	negative	proximal	Male
DAPP1	NA	proximal	Male
DBI	positive	proximal	Male
DCBLD2	negative	proximal	Male
DDAH1	negative	proximal	Male
DDC	negative	proximal	Male
DECR1	negative	proximal	Male
DEFB4A_DEFB4B	positive	proximal	Male
DFFA	NA	proximal	Male
DKK1	negative	proximal	Male
DKK3	negative	proximal	Male
DKK4	positive	proximal	Male
DKKL1	positive	proximal	Male
DNAJB1	negative	proximal	Male
DNER	negative	proximal	Male
DOK2	negative	proximal	Male
DPEP1	positive	proximal	Male
DPEP2	negative	proximal	Male
DPP10	positive	proximal	Male
DPP4	negative	proximal	Male
DPP6	positive	proximal	Male
DPP7	positive	proximal	Male
DPT	NA	proximal	Male
DPY30	NA	proximal	Male
DRG2	negative	proximal	Male
DSC2	negative	proximal	Male
DSG3	negative	proximal	Male
DSG4	negative	proximal	Male
DTX3	positive	proximal	Male
DUSP3	NA	proximal	Male
EBAG9	negative	proximal	Male
ECE1	positive	proximal	Male
EDA2R	positive	proximal	Male
EDAR	positive	proximal	Male
EDIL3	NA	proximal	Male
EFEMP1	negative	proximal	Male
EGF	negative	proximal	Male
EGFR	negative	proximal	Male
EGLN1	negative	proximal	Male
EIF4B	negative	proximal	Male
EIF4G1	negative	proximal	Male
ELOA	NA	proximal	Male
ENG	negative	proximal	Male
ENO1	negative	proximal	Male
ENO2	negative	proximal	Male
ENPP2	negative	proximal	Male
ENPP5	negative	proximal	Male
ENPP7	positive	proximal	Male
ENTPD2	NA	proximal	Male
ENTPD5	negative	proximal	Male
ENTPD6	positive	proximal	Male
EPCAM	negative	proximal	Male
EPHA1	negative	proximal	Male
EPHA2	positive	proximal	Male
EPHB6	positive	proximal	Male
EPS8L2	negative	proximal	Male
ERBB2	positive	proximal	Male
ERBB3	positive	proximal	Male
ERBIN	NA	proximal	Male
EREG	negative	proximal	Male
ERP44	positive	proximal	Male
ESAM	negative	proximal	Male
ESM1	positive	proximal	Male
F11R	negative	proximal	Male
F3	negative	proximal	Male
F7	negative	proximal	Male
F9	NA	proximal	Male
FABP1	NA	proximal	Male
FABP5	NA	proximal	Male
FABP6	NA	proximal	Male
FADD	negative	proximal	Male
FAM3B	positive	proximal	Male
FBP1	positive	proximal	Male
FCAR	positive	proximal	Male
FCGR2A	positive	proximal	Male
FCN2	positive	proximal	Male
FCRL2	positive	proximal	Male
FCRL6	positive	proximal	Male
FCRLB	positive	proximal	Male
FETUB	negative	proximal	Male
FGF19	negative	proximal	Male
FGF2	negative	proximal	Male
FGF23	positive	proximal	Male
FGF5	NA	proximal	Male
FHIT	NA	proximal	Male
FIS1	positive	proximal	Male
FKBP1B	negative	proximal	Male
FKBP4	negative	proximal	Male
FKBP5	positive	proximal	Male
FLI1	negative	proximal	Male
FLT1	negative	proximal	Male
FLT4	negative	proximal	Male
FOLR1	positive	proximal	Male
FOXO1	positive	proximal	Male
FRZB	NA	proximal	Male
FST	negative	proximal	Male
FSTL3	NA	proximal	Male
FUCA1	negative	proximal	Male
FURIN	negative	proximal	Male
FUS	NA	proximal	Male
FUT3_FUT5	negative	proximal	Male
FUT8	negative	proximal	Male
FXYD5	NA	proximal	Male
FYB1	NA	proximal	Male
GALNT2	positive	proximal	Male
GALNT7	positive	proximal	Male
GAS6	negative	proximal	Male
GCG	positive	proximal	Male
GFRA2	negative	proximal	Male
GFRA3	positive	proximal	Male
GGH	negative	proximal	Male
GGT1	negative	proximal	Male
GGT5	positive	proximal	Male
GHRL	negative	proximal	Male
GKN1	negative	proximal	Male
GLB1	positive	proximal	Male
GLOD4	NA	proximal	Male
GLRX	NA	proximal	Male
GNE	negative	proximal	Male
GOLM2	positive	proximal	Male
GOPC	NA	proximal	Male
GP1BA	negative	proximal	Male
GP6	negative	proximal	Male
GPA33	negative	proximal	Male
GPC1	negative	proximal	Male
GPC5	negative	proximal	Male
GPNMB	positive	proximal	Male
GPR37	positive	proximal	Male
GRN	positive	proximal	Male
GYS1	positive	proximal	Male
GZMA	negative	proximal	Male
HARS1	NA	proximal	Male
HAVCR1	negative	proximal	Male
HAVCR2	negative	proximal	Male
HBQ1	NA	proximal	Male
HCLS1	positive	proximal	Male
HDGF	NA	proximal	Male
HEXIM1	negative	proximal	Male
HLA-DRA	positive	proximal	Male
HLA-E	positive	proximal	Male
HMOX1	positive	proximal	Male
HMOX2	positive	proximal	Male
HNMT	positive	proximal	Male
HS3ST3B1	positive	proximal	Male
HS6ST1	positive	proximal	Male
HSD11B1	negative	proximal	Male
HSPB6	positive	proximal	Male
HSPG2	negative	proximal	Male
HYAL1	negative	proximal	Male
ICA1	NA	proximal	Male
ICAM1	positive	proximal	Male
ICAM2	negative	proximal	Male
ICAM4	positive	proximal	Male
ICAM5	negative	proximal	Male
ICOSLG	positive	proximal	Male
IDS	positive	proximal	Male
IFNG	NA	proximal	Male
IFNGR1	negative	proximal	Male
IFNGR2	negative	proximal	Male
IFNLR1	NA	proximal	Male
IGF2R	positive	proximal	Male
IGFBP1	NA	proximal	Male
IGFBP3	negative	proximal	Male
IGFBP4	negative	proximal	Male
IGFBP6	negative	proximal	Male
IGFBP7	negative	proximal	Male
IGFBPL1	NA	proximal	Male
IGSF8	positive	proximal	Male
IL10RB	negative	proximal	Male
IL13RA1	NA	proximal	Male
IL15	positive	proximal	Male
IL17C	NA	proximal	Male
IL17D	NA	proximal	Male
IL17RA	positive	proximal	Male
IL17RB	positive	proximal	Male
IL18BP	negative	proximal	Male
IL18R1	negative	proximal	Male
IL18RAP	negative	proximal	Male
IL1B	NA	proximal	Male
IL1R2	negative	proximal	Male
IL1RN	NA	proximal	Male
IL22RA1	NA	proximal	Male
IL6	negative	proximal	Male
IL7	negative	proximal	Male
IL7R	negative	proximal	Male
INHBC	negative	proximal	Male
IPCEF1	NA	proximal	Male
IRAG2	NA	proximal	Male
ISM1	NA	proximal	Male
ITGA6	positive	proximal	Male
ITGAV	negative	proximal	Male
ITGB2	negative	proximal	Male
ITGB5	negative	proximal	Male
ITGB6	positive	proximal	Male
ITIH3	positive	proximal	Male
KAZALD1	negative	proximal	Male
KDR	positive	proximal	Male
KIFBP	NA	proximal	Male
KIR3DL1	NA	proximal	Male
KLB	negative	proximal	Male
KLK1	positive	proximal	Male
KLK11	positive	proximal	Male
KLK12	negative	proximal	Male
KLK13	positive	proximal	Male
KLK4	negative	proximal	Male
KLK6	NA	proximal	Male
KLK8	negative	proximal	Male
KLRB1	negative	proximal	Male
KRT18	negative	proximal	Male
KRT19	negative	proximal	Male
KYAT1	negative	proximal	Male
LAMP2	NA	proximal	Male
LAT	negative	proximal	Male
LBP	NA	proximal	Male
LBR	negative	proximal	Male
LCN2	negative	proximal	Male
LEFTY2	positive	proximal	Male
LEPR	positive	proximal	Male
LGALS1	NA	proximal	Male
LGALS3	positive	proximal	Male
LGALS7_LGALS7B	negative	proximal	Male
LGALS8	positive	proximal	Male
LGMN	negative	proximal	Male
LILRA5	negative	proximal	Male
LILRB1	positive	proximal	Male
LILRB2	positive	proximal	Male
LILRB4	NA	proximal	Male
LILRB5	NA	proximal	Male
LPL	negative	proximal	Male
LPO	positive	proximal	Male
LRIG1	negative	proximal	Male
LRP1	positive	proximal	Male
LRP11	positive	proximal	Male
LRPAP1	positive	proximal	Male
LRRN1	positive	proximal	Male
LSP1	NA	proximal	Male
LTBP3	negative	proximal	Male
LY6D	positive	proximal	Male
LY9	negative	proximal	Male
LYPD8	positive	proximal	Male
MANF	negative	proximal	Male
MANSC1	negative	proximal	Male
MAP2K6	NA	proximal	Male
MAP4K5	NA	proximal	Male
MASP1	negative	proximal	Male
MATN2	negative	proximal	Male
MATN3	positive	proximal	Male
MAX	positive	proximal	Male
MB	negative	proximal	Male
MCAM	negative	proximal	Male
MDGA1	positive	proximal	Male
MDK	negative	proximal	Male
MEGF10	positive	proximal	Male
MEPE	negative	proximal	Male
MERTK	negative	proximal	Male
MESD	negative	proximal	Male
METAP1D	NA	proximal	Male
METAP2	negative	proximal	Male
MFAP5	negative	proximal	Male
MGLL	negative	proximal	Male
MIF	positive	proximal	Male
MILR1	positive	proximal	Male
MITD1	NA	proximal	Male
MME	positive	proximal	Male
MMP1	negative	proximal	Male
MMP10	NA	proximal	Male
MMP12	NA	proximal	Male
MMP7	negative	proximal	Male
MMP8	NA	proximal	Male
MPHOSPH8	NA	proximal	Male
MPI	negative	proximal	Male
MPIG6B	negative	proximal	Male
MPO	positive	proximal	Male
MSLN	positive	proximal	Male
MSMB	positive	proximal	Male
MSR1	negative	proximal	Male
MSRA	NA	proximal	Male
MUC16	NA	proximal	Male
MZB1	positive	proximal	Male
MZT1	NA	proximal	Male
NAAA	positive	proximal	Male
NADK	negative	proximal	Male
NBL1	positive	proximal	Male
NBN	negative	proximal	Male
NCAM1	positive	proximal	Male
NCF2	negative	proximal	Male
NCR1	negative	proximal	Male
NECTIN2	negative	proximal	Male
NECTIN4	negative	proximal	Male
NEFL	NA	proximal	Male
NELL1	positive	proximal	Male
NFASC	positive	proximal	Male
NFKBIE	NA	proximal	Male
NID2	positive	proximal	Male
NME3	negative	proximal	Male
NMNAT1	negative	proximal	Male
NOMO1	negative	proximal	Male
NOS3	NA	proximal	Male
NOTCH1	negative	proximal	Male
NPPB	NA	proximal	Male
NPPC	NA	proximal	Male
NPTX1	positive	proximal	Male
NRP2	positive	proximal	Male
NSFL1C	NA	proximal	Male
NT5C3A	positive	proximal	Male
NT5E	positive	proximal	Male
NTF3	negative	proximal	Male
NTRK2	positive	proximal	Male
NUB1	positive	proximal	Male
NUDC	NA	proximal	Male
NUDT2	NA	proximal	Male
NUDT5	NA	proximal	Male
OBP2B	positive	proximal	Male
ODAM	NA	proximal	Male
OGN	positive	proximal	Male
OLR1	negative	proximal	Male
OPTC	negative	proximal	Male
OSCAR	positive	proximal	Male
OSM	negative	proximal	Male
OSMR	positive	proximal	Male
OXT	negative	proximal	Male
PAM	negative	proximal	Male
PAMR1	negative	proximal	Male
PARK7	negative	proximal	Male
PARP1	NA	proximal	Male
PCDH1	positive	proximal	Male
PCSK9	positive	proximal	Male
PDCD5	NA	proximal	Male
PDGFA	negative	proximal	Male
PDGFC	positive	proximal	Male
PEBP1	NA	proximal	Male
PFKFB2	positive	proximal	Male
PGF	NA	proximal	Male
PGLYRP1	negative	proximal	Male
PIK3AP1	negative	proximal	Male
PIK3IP1	negative	proximal	Male
PILRA	positive	proximal	Male
PILRB	positive	proximal	Male
PLA2G10	negative	proximal	Male
PLA2G1B	positive	proximal	Male
PLA2G2A	negative	proximal	Male
PLA2G4A	NA	proximal	Male
PLA2G7	positive	proximal	Male
PLAT	positive	proximal	Male
PLIN3	NA	proximal	Male
PLPBP	NA	proximal	Male
PLTP	positive	proximal	Male
PLXDC1	positive	proximal	Male
PLXNA4	negative	proximal	Male
PLXNB2	positive	proximal	Male
PLXNB3	negative	proximal	Male
PNPT1	NA	proximal	Male
PODXL2	positive	proximal	Male
PON2	positive	proximal	Male
PON3	positive	proximal	Male
PPCDC	NA	proximal	Male
PPIB	negative	proximal	Male
PPP1R12A	positive	proximal	Male
PPP1R2	negative	proximal	Male
PPP1R9B	NA	proximal	Male
PRCP	positive	proximal	Male
PRDX1	NA	proximal	Male
PRDX5	NA	proximal	Male
PRKAR1A	positive	proximal	Male
PROK1	NA	proximal	Male
PRSS2	positive	proximal	Male
PRSS27	positive	proximal	Male
PRTG	negative	proximal	Male
PSG1	negative	proximal	Male
PSIP1	negative	proximal	Male
PSME1	NA	proximal	Male
PSPN	positive	proximal	Male
PSRC1	NA	proximal	Male
PTGDS	NA	proximal	Male
PTN	negative	proximal	Male
PTPN1	NA	proximal	Male
PTPN6	NA	proximal	Male
PTPRF	positive	proximal	Male
PTPRS	positive	proximal	Male
PTS	negative	proximal	Male
PTX3	negative	proximal	Male
PVALB	positive	proximal	Male
PVR	NA	proximal	Male
PXN	negative	proximal	Male
QPCT	positive	proximal	Male
RAB6A	NA	proximal	Male
RABGAP1L	NA	proximal	Male
RAD23B	NA	proximal	Male
RARRES2	positive	proximal	Male
RBP2	positive	proximal	Male
RBP5	positive	proximal	Male
REG3A	negative	proximal	Male
REG4	NA	proximal	Male
REN	NA	proximal	Male
RET	negative	proximal	Male
RETN	negative	proximal	Male
RGMB	negative	proximal	Male
RNASE3	positive	proximal	Male
ROBO1	negative	proximal	Male
ROR1	negative	proximal	Male
RP2	NA	proximal	Male
RSPO1	negative	proximal	Male
RSPO3	positive	proximal	Male
RTBDN	NA	proximal	Male
RTN4R	negative	proximal	Male
RWDD1	NA	proximal	Male
S100A11	NA	proximal	Male
S100A12	positive	proximal	Male
S100A4	negative	proximal	Male
SAMD9L	NA	proximal	Male
SCAMP3	negative	proximal	Male
SCARB2	negative	proximal	Male
SCARF2	positive	proximal	Male
SCG3	positive	proximal	Male
SCGB1A1	positive	proximal	Male
SCGB3A2	positive	proximal	Male
SCGN	negative	proximal	Male
SCRN1	NA	proximal	Male
SDC1	positive	proximal	Male
SDC4	negative	proximal	Male
SELP	negative	proximal	Male
SELPLG	negative	proximal	Male
SEMA4D	negative	proximal	Male
SEMA7A	positive	proximal	Male
SEPTIN9	NA	proximal	Male
SERPINA11	positive	proximal	Male
SERPINA12	positive	proximal	Male
SERPINA9	negative	proximal	Male
SERPINB1	negative	proximal	Male
SERPINB8	NA	proximal	Male
SERPINB9	NA	proximal	Male
SERPINE1	negative	proximal	Male
SETMAR	NA	proximal	Male
SEZ6L	positive	proximal	Male
SEZ6L2	positive	proximal	Male
SF3B4	negative	proximal	Male
SFRP1	negative	proximal	Male
SFTPA2	positive	proximal	Male
SH2B3	negative	proximal	Male
SH2D1A	NA	proximal	Male
SHMT1	positive	proximal	Male
SIGLEC5	positive	proximal	Male
SIGLEC6	negative	proximal	Male
SIRPA	negative	proximal	Male
SIRPB1	positive	proximal	Male
SIRT2	NA	proximal	Male
SIT1	negative	proximal	Male
SKAP1	positive	proximal	Male
SKAP2	negative	proximal	Male
SLAMF1	positive	proximal	Male
SLAMF7	negative	proximal	Male
SLAMF8	negative	proximal	Male
SLC16A1	negative	proximal	Male
SLC27A4	negative	proximal	Male
SLC39A14	NA	proximal	Male
SLC39A5	negative	proximal	Male
SLITRK2	positive	proximal	Male
SLITRK6	positive	proximal	Male
SMOC2	positive	proximal	Male
SMPD1	negative	proximal	Male
SMPDL3A	positive	proximal	Male
SNAP23	NA	proximal	Male
SNX9	NA	proximal	Male
SOD2	negative	proximal	Male
SORD	negative	proximal	Male
SOST	positive	proximal	Male
SPARCL1	negative	proximal	Male
SPINK4	negative	proximal	Male
SPINK5	positive	proximal	Male
SPINT1	positive	proximal	Male
SPINT2	negative	proximal	Male
SPRY2	negative	proximal	Male
SRP14	NA	proximal	Male
SRPK2	negative	proximal	Male
SSC4D	positive	proximal	Male
SSC5D	positive	proximal	Male
ST6GAL1	negative	proximal	Male
STAMBP	NA	proximal	Male
STAT5B	NA	proximal	Male
STIP1	NA	proximal	Male
STK11	negative	proximal	Male
STK24	NA	proximal	Male
STK4	negative	proximal	Male
STX4	NA	proximal	Male
SUMF2	negative	proximal	Male
SUSD1	negative	proximal	Male
SUSD2	negative	proximal	Male
TACSTD2	positive	proximal	Male
TAFA5	NA	proximal	Male
TARBP2	NA	proximal	Male
TBC1D5	NA	proximal	Male
TBCB	negative	proximal	Male
TBCC	negative	proximal	Male
TCL1A	positive	proximal	Male
TDGF1	NA	proximal	Male
TDRKH	positive	proximal	Male
TFF1	positive	proximal	Male
TFF3	negative	proximal	Male
TFRC	positive	proximal	Male
TGFA	negative	proximal	Male
TGFBI	positive	proximal	Male
TGFBR3	negative	proximal	Male
TGM2	NA	proximal	Male
THBD	negative	proximal	Male
THBS2	positive	proximal	Male
THPO	negative	proximal	Male
THY1	negative	proximal	Male
TIA1	NA	proximal	Male
TIE1	negative	proximal	Male
TIGAR	NA	proximal	Male
TIMD4	positive	proximal	Male
TIMP1	negative	proximal	Male
TIMP3	negative	proximal	Male
TINAGL1	positive	proximal	Male
TLR3	negative	proximal	Male
TMPRSS15	negative	proximal	Male
TNC	positive	proximal	Male
TNF	negative	proximal	Male
TNFRSF10B	negative	proximal	Male
TNFRSF10C	positive	proximal	Male
TNFRSF11A	positive	proximal	Male
TNFRSF11B	negative	proximal	Male
TNFRSF12A	NA	proximal	Male
TNFRSF13C	positive	proximal	Male
TNFRSF14	positive	proximal	Male
TNFRSF19	positive	proximal	Male
TNFRSF1A	negative	proximal	Male
TNFRSF21	negative	proximal	Male
TNFRSF6B	positive	proximal	Male
TNFRSF9	positive	proximal	Male
TNFSF10	positive	proximal	Male
TNFSF11	positive	proximal	Male
TNFSF12	negative	proximal	Male
TNR	negative	proximal	Male
TNXB	positive	proximal	Male
TPMT	NA	proximal	Male
TRAF2	negative	proximal	Male
TREM2	positive	proximal	Male
TREML2	positive	proximal	Male
TRIAP1	negative	proximal	Male
TRIM21	negative	proximal	Male
TSPAN1	positive	proximal	Male
TXLNA	NA	proximal	Male
TXNDC15	positive	proximal	Male
TXNDC5	negative	proximal	Male
TYMP	NA	proximal	Male
TYRO3	positive	proximal	Male
ULBP2	negative	proximal	Male
UMOD	negative	proximal	Male
USO1	negative	proximal	Male
UXS1	negative	proximal	Male
VASH1	negative	proximal	Male
VASN	positive	proximal	Male
VCAM1	negative	proximal	Male
VCAN	positive	proximal	Male
VEGFA	positive	proximal	Male
VEGFC	negative	proximal	Male
VEGFD	positive	proximal	Male
VMO1	positive	proximal	Male
VNN2	negative	proximal	Male
VPS37A	NA	proximal	Male
VSIR	negative	proximal	Male
VSTM1	NA	proximal	Male
VSTM2L	NA	proximal	Male
VTA1	negative	proximal	Male
VWA1	positive	proximal	Male
WAS	NA	proximal	Male
WASF1	NA	proximal	Male
WFDC12	negative	proximal	Male
WFDC2	positive	proximal	Male
WFIKKN2	negative	proximal	Male
WIF1	negative	proximal	Male
WWP2	NA	proximal	Male
XCL1	negative	proximal	Male
XPNPEP2	positive	proximal	Male
YES1	NA	proximal	Male
ZBTB17	NA	proximal	Male
